strain	strain_name	date	segment	country	host
LC123333.1	Influenza C virus (C/Yamagata/14/2004) PB2 gene for polymerase 2, complete cds	2004-05-07	PB2	Japan	Homo sapiens LC123333.1
LC123334.1	Influenza C virus (C/Yamagata/15/2004) PB2 gene for polymerase 2, complete cds	2004-05-11	PB2	Japan	Homo sapiens LC123334.1
LC123335.1	Influenza C virus (C/Yamagata/18/2004) PB2 gene for polymerase 2, complete cds	2004-05-14	PB2	Japan	Homo sapiens LC123335.1
LC123336.1	Influenza C virus (C/Yamagata/26/2004) PB2 gene for polymerase 2, complete cds	2004-05-28	PB2	Japan	Homo sapiens LC123336.1
LC123337.1	Influenza C virus (C/Yamagata/27/2004) PB2 gene for polymerase 2, complete cds	2004-05-24	PB2	Japan	Homo sapiens LC123337.1
LC123338.1	Influenza C virus (C/Miyagi/12/2004) PB2 gene for polymerase 2, complete cds	2004-02-27	PB2	Japan	Homo sapiens LC123338.1
LC123339.1	Influenza C virus (C/Miyagi/25/2004) PB2 gene for polymerase 2, complete cds	2004-03-31	PB2	Japan	Homo sapiens LC123339.1
LC123340.1	Influenza C virus (C/Miyagi/42/2004) PB2 gene for polymerase 2, complete cds	2004-05-27	PB2	Japan	Homo sapiens LC123340.1
LC123341.1	Influenza C virus (C/Miyagi/47/2004) PB2 gene for polymerase 2, complete cds	2004-06-18	PB2	Japan	Homo sapiens LC123341.1
LC123342.1	Influenza C virus (C/Yamagata/1/2005) PB2 gene for polymerase 2, complete cds	2005-06-07	PB2	Japan	Homo sapiens LC123342.1
LC123343.1	Influenza C virus (C/Yamagata/2/2005) PB2 gene for polymerase 2, complete cds	2005-07-05	PB2	Japan	Homo sapiens LC123343.1
LC123344.1	Influenza C virus (C/Yamagata/3/2005) PB2 gene for polymerase 2, complete cds	2005-09-07	PB2	Japan	Homo sapiens LC123344.1
LC123345.1	Influenza C virus (C/Miyagi/2/2005) PB2 gene for polymerase 2, complete cds	2005-04-07	PB2	Japan	Homo sapiens LC123345.1
LC123346.1	Influenza C virus (C/Miyagi/4/2005) PB2 gene for polymerase 2, complete cds	2005-05-16	PB2	Japan	Homo sapiens LC123346.1
LC123347.1	Influenza C virus (C/Fukuoka/1/2005) PB2 gene for polymerase 2, complete cds	2005-12-28	PB2	Japan	Homo sapiens LC123347.1
LC123348.1	Influenza C virus (C/Fukuoka/2/2006) PB2 gene for polymerase 2, complete cds	2006-03-08	PB2	Japan	Homo sapiens LC123348.1
LC123349.1	Influenza C virus (C/Yamagata/1/2006) PB2 gene for polymerase 2, complete cds	2006-01-23	PB2	Japan	Homo sapiens LC123349.1
LC123350.1	Influenza C virus (C/Yamagata/9/2006) PB2 gene for polymerase 2, complete cds	2006-06-13	PB2	Japan	Homo sapiens LC123350.1
LC123351.1	Influenza C virus (C/Yamagata/13/2006) PB2 gene for polymerase 2, complete cds	2006-08-08	PB2	Japan	Homo sapiens LC123351.1
LC123352.1	Influenza C virus (C/Yamagata/14/2006) PB2 gene for polymerase 2, complete cds	2006-08-28	PB2	Japan	Homo sapiens LC123352.1
LC123353.1	Influenza C virus (C/Yamagata/20/2006) PB2 gene for polymerase 2, complete cds	2006-11-24	PB2	Japan	Homo sapiens LC123353.1
LC123354.1	Influenza C virus (C/Miyagi/4/2006) PB2 gene for polymerase 2, complete cds	2006-06-04	PB2	Japan	Homo sapiens LC123354.1
LC123355.1	Influenza C virus (C/Yamagata/1/2007) PB2 gene for polymerase 2, complete cds	2007-01-17	PB2	Japan	Homo sapiens LC123355.1
LC123356.1	Influenza C virus (C/Yamagata/3/2008) PB2 gene for polymerase 2, complete cds	2008-03-26	PB2	Japan	Homo sapiens LC123356.1
LC123357.1	Influenza C virus (C/Yamagata/11/2008) PB2 gene for polymerase 2, complete cds	2008-04-30	PB2	Japan	Homo sapiens LC123357.1
LC123358.1	Influenza C virus (C/Yamagata/16/2008) PB2 gene for polymerase 2, complete cds	2008-05-19	PB2	Japan	Homo sapiens LC123358.1
LC123359.1	Influenza C virus (C/Yamagata/18/2008) PB2 gene for polymerase 2, complete cds	2008-06-25	PB2	Japan	Homo sapiens LC123359.1
LC123360.1	Influenza C virus (C/Miyagi/2/2008) PB2 gene for polymerase 2, complete cds	2008-02-21	PB2	Japan	Homo sapiens LC123360.1
LC123361.1	Influenza C virus (C/Yamagata/2/2010) PB2 gene for polymerase 2, complete cds	2010-02-09	PB2	Japan	Homo sapiens LC123361.1
LC123362.1	Influenza C virus (C/Miyagi/3/2010) PB2 gene for polymerase 2, complete cds	2010-04-12	PB2	Japan	Homo sapiens LC123362.1
LC123363.1	Influenza C virus (C/Tokyo/3/2010) PB2 gene for polymerase 2, complete cds	2010-04-23	PB2	Japan	Homo sapiens LC123363.1
LC123364.1	Influenza C virus (C/Yamagata/1/2012) PB2 gene for polymerase 2, complete cds	2012-01-16	PB2	Japan	Homo sapiens LC123364.1
LC123365.1	Influenza C virus (C/Yamagata/3/2012) PB2 gene for polymerase 2, complete cds	2012-02-07	PB2	Japan	Homo sapiens LC123365.1
LC123366.1	Influenza C virus (C/Yamagata/4/2012) PB2 gene for polymerase 2, complete cds	2012-02-22	PB2	Japan	Homo sapiens LC123366.1
LC123367.1	Influenza C virus (C/Yamagata/7/2012) PB2 gene for polymerase 2, complete cds	2012-03-14	PB2	Japan	Homo sapiens LC123367.1
LC123368.1	Influenza C virus (C/Yamagata/14/2012) PB2 gene for polymerase 2, complete cds	2012-06-01	PB2	Japan	Homo sapiens LC123368.1
LC123369.1	Influenza C virus (C/Yamagata/28/2012) PB2 gene for polymerase 2, complete cds	2012-07-12	PB2	Japan	Homo sapiens LC123369.1
LC123370.1	Influenza C virus (C/Yamagata/29/2012) PB2 gene for polymerase 2, complete cds	2012-07-30	PB2	Japan	Homo sapiens LC123370.1
LC123371.1	Influenza C virus (C/Miyagi/2/2012) PB2 gene for polymerase 2, complete cds	2012-01-26	PB2	Japan	Homo sapiens LC123371.1
LC123372.1	Influenza C virus (C/Fukuoka/1/2012) PB2 gene for polymerase 2, complete cds	2012-04-11	PB2	Japan	Homo sapiens LC123372.1
LC123373.1	Influenza C virus (C/Yamagata/6/2014) PB2 gene for polymerase 2, complete cds	2014-04-16	PB2	Japan	Homo sapiens LC123373.1
LC123374.1	Influenza C virus (C/Yamagata/13/2014) PB2 gene for polymerase 2, complete cds	2014-05-14	PB2	Japan	Homo sapiens LC123374.1
LC123375.1	Influenza C virus (C/Yamagata/16/2014) PB2 gene for polymerase 2, complete cds	2014-05-21	PB2	Japan	Homo sapiens LC123375.1
LC123376.1	Influenza C virus (C/Yamagata/30/2014) PB2 gene for polymerase 2, complete cds	2014-06-04	PB2	Japan	Homo sapiens LC123376.1
LC123377.1	Influenza C virus (C/Yamagata/32/2014) PB2 gene for polymerase 2, complete cds	2014-06-17	PB2	Japan	Homo sapiens LC123377.1
LC123378.1	Influenza C virus (C/Yamagata/33/2014) PB2 gene for polymerase 2, complete cds	2014-07-22	PB2	Japan	Homo sapiens LC123378.1
LC123379.1	Influenza C virus (C/Yamagata/35/2014) PB2 gene for polymerase 2, complete cds	2014-08-20	PB2	Japan	Homo sapiens LC123379.1
LC123380.1	Influenza C virus (C/Miyagi/2/2014) PB2 gene for polymerase 2, complete cds	2014-04-30	PB2	Japan	Homo sapiens LC123380.1
LC123381.1	Influenza C virus (C/Miyagi/5/2014) PB2 gene for polymerase 2, complete cds	2014-05-17	PB2	Japan	Homo sapiens LC123381.1
LC123382.1	Influenza C virus (C/Miyagi/6/2014) PB2 gene for polymerase 2, complete cds	2014-06-02	PB2	Japan	Homo sapiens LC123382.1
LC123383.1	Influenza C virus (C/Tokyo/1/2014) PB2 gene for polymerase 2, complete cds	2014-02-01	PB2	Japan	Homo sapiens LC123383.1
LC123384.1	Influenza C virus (C/Tokyo/4/2014) PB2 gene for polymerase 2, complete cds	2014-04-23	PB2	Japan	Homo sapiens LC123384.1
KM507545.1	Influenza C virus (C/India/P121719/2012) segment 1 polymerase PB2 (PB2) gene, complete cds	2012-02-24	PB2	India	Homo sapiens KM507545.1
KM507552.1	Influenza C virus (C/India/P135047/2013) segment 1 polymerase PB2 (PB2) gene, complete cds	2013-04-25	PB2	India	Homo sapiens KM507552.1
KT835340.1	Influenza C virus (C/Scotland/7482/2007) segment 1 polymerase PB2 (PB2) gene, partial cds	2007-12-XX	PB2	United Kingdom	Homo sapiens KT835340.1
KT835341.1	Influenza C virus (C/Scotland/7383/2007) segment 1 polymerase PB2 (PB2) gene, partial cds	2007-12-XX	PB2	United Kingdom	Homo sapiens KT835341.1
KT835342.1	Influenza C virus (C/Scotland/7274/2007) segment 1 polymerase PB2 (PB2) gene, partial cds	2007-12-XX	PB2	United Kingdom	Homo sapiens KT835342.1
KT835343.1	Influenza C virus (C/Scotland/6855/2007) segment 1 polymerase PB2 (PB2) gene, partial cds	2007-11-XX	PB2	United Kingdom	Homo sapiens KT835343.1
KT835344.1	Influenza C virus (C/Scotland/5500/2007) segment 1 polymerase PB2 (PB2) gene, partial cds	2007-07-XX	PB2	United Kingdom	Homo sapiens KT835344.1
AB979704.1	Influenza C virus (C/Leyte/1/2011) gene for polymerase protein 2, partial cds	2011-XX-XX	PB2	Philippines	Homo sapiens AB979704.1
AB979705.1	Influenza C virus (C/Leyte/2/2011) gene for polymerase protein 2, partial cds	2011-XX-XX	PB2	Philippines	Homo sapiens AB979705.1
AB979706.1	Influenza C virus (C/Leyte/3/2011) gene for polymerase protein 2, partial cds	2011-XX-XX	PB2	Philippines	Homo sapiens AB979706.1
AB979707.1	Influenza C virus (C/Sendai/TU1/2008) gene for polymerase protein 2, partial cds	2008-XX-XX	PB2	Japan	Homo sapiens AB979707.1
AB979708.1	Influenza C virus (C/Sendai/TU2/2008) gene for polymerase protein 2, partial cds	2008-XX-XX	PB2	Japan	Homo sapiens AB979708.1
AB979709.1	Influenza C virus (C/Sendai/TU3/2008) gene for polymerase protein 2, partial cds	2008-XX-XX	PB2	Japan	Homo sapiens AB979709.1
AB979710.1	Influenza C virus (C/Sendai/TU5/2008) gene for polymerase protein 2, partial cds	2008-XX-XX	PB2	Japan	Homo sapiens AB979710.1
AB979711.1	Influenza C virus (C/Sendai/TU1/2012) gene for polymerase protein 2, partial cds	2012-XX-XX	PB2	Japan	Homo sapiens AB979711.1
AB979712.1	Influenza C virus (C/Sendai/TU2/2012) gene for polymerase protein 2, partial cds	2012-XX-XX	PB2	Japan	Homo sapiens AB979712.1
AB979713.1	Influenza C virus (C/Biliran/1/2013) gene for polymerase protein 2, partial cds	2013-XX-XX	PB2	Philippines	Homo sapiens AB979713.1
AB979714.1	Influenza C virus (C/Biliran/2/2013) gene for polymerase protein 2, partial cds	2013-XX-XX	PB2	Philippines	Homo sapiens AB979714.1
AB979715.1	Influenza C virus (C/Biliran/3/2013) gene for polymerase protein 2, partial cds	2013-XX-XX	PB2	Philippines	Homo sapiens AB979715.1
AB979716.1	Influenza C virus (C/Leyte/1/2013) gene for polymerase protein 2, partial cds	2013-XX-XX	PB2	Philippines	Homo sapiens AB979716.1
AB979717.1	Influenza C virus (C/Leyte/2/2013) gene for polymerase protein 2, partial cds	2013-XX-XX	PB2	Philippines	Homo sapiens AB979717.1
AB979718.1	Influenza C virus (C/Leyte/3/2013) gene for polymerase protein 2, partial cds	2013-XX-XX	PB2	Philippines	Homo sapiens AB979718.1
AB979719.1	Influenza C virus (C/Palawan/1/2013) gene for polymerase protein 2, partial cds	2013-XX-XX	PB2	Philippines	Homo sapiens AB979719.1
KM504277.1	Influenza C virus (C/Victoria/2/2012) segment 1 polymerase PB2 (PB2) gene, complete cds	2012-XX-XX	PB2	Australia	Homo sapiens KM504277.1
JX963126.1	Influenza C virus (C/Singapore/DSO-050530/2006) segment 1 polymerase PB2 (PB2) gene, partial cds	2006-05-18	PB2	Singapore	Homo sapiens JX963126.1
JX963127.1	Influenza C virus (C/Singapore/DSO-070170/2006) segment 1 polymerase PB2 (PB2) gene, partial cds	2006-11-17	PB2	Singapore	Homo sapiens JX963127.1
JX963128.1	Influenza C virus (C/Singapore/DSO-070193/2006) segment 1 polymerase PB2 (PB2) gene, partial cds	2006-11-29	PB2	Singapore	Homo sapiens JX963128.1
JX963129.1	Influenza C virus (C/Singapore/DSO-070203/2006) segment 1 polymerase PB2 (PB2) gene, partial cds	2006-12-04	PB2	Singapore	Homo sapiens JX963129.1
JX947865.1	Influenza C virus (C/Eastern India/1202/2011) segment 1 polymerase PB2 (PB2) gene, partial cds	2011-07-15	PB2	India	Homo sapiens JX947865.1
FR671420.1	Influenza C virus (C/JJ/1950) PB2 gene for polymerase subunit PB2, genomic RNA	1950-XX-XX	PB2		FR671420.1
D87368.1	Influenza C virus (C/Miyagi/2/92) PB2 gene for polymerase protein 2, partial cds	1992-XX-XX	PB2		D87368.1
D87369.1	Influenza C virus (C/Miyagi/3/91) PB2 gene for polymerase protein 2, partial cds	1991-XX-XX	PB2		D87369.1
D87370.1	Influenza C virus (C/Miyagi/9/91) PB2 gene for polymerase protein 2, partial cds	1991-XX-XX	PB2		D87370.1
D87371.1	Influenza C virus (C/Yamagata/10/89) PB2 gene for polymerase protein 2, partial cds	1989-XX-XX	PB2		D87371.1
AB182358.1	Influenza C virus (C/Aichi/1/99) PB2 gene for polymerase protein 2, partial cds	1999-XX-XX	PB2		AB182358.1
AB099431.1	Influenza C virus (C/Yamagata/2/99) PB2 gene for polymerase protein 2 (PB2), partial cds	1999-XX-XX	PB2		AB099431.1
AB099432.1	Influenza C virus (C/Yamagata/9/2000) PB2 gene for polymerase protein 2 (PB2), partial cds	2000-XX-XX	PB2		AB099432.1
AB099433.1	Influenza C virus (C/Yamagata/2/2000) PB2 gene for polymerase protein 2 (PB2), partial cds	2000-XX-XX	PB2		AB099433.1
AB099434.1	Influenza C virus (C/Yamagata/3/2000) PB2 gene for polymerase protein 2 (PB2), partial cds	2000-XX-XX	PB2		AB099434.1
AB099435.1	Influenza C virus (C/Yamagata/6/2000) PB2 gene for polymerase protein 2 (PB2), partial cds	2000-XX-XX	PB2		AB099435.1
AB099436.1	Influenza C virus (C/Yamagata/8/2000) PB2 gene for polymerase protein 2 (PB2), partial cds	2000-XX-XX	PB2		AB099436.1
AB099437.1	Influenza C virus (C/Miyagi/2/2000) PB2 gene for polymerase protein 2 (PB2), partial cds	2000-XX-XX	PB2		AB099437.1
AB099438.1	Influenza C virus (C/Miyagi/3/2000) PB2 gene for polymerase protein 2 (PB2), partial cds	2000-XX-XX	PB2		AB099438.1
