strain	virus	accession	date	region	country	division	city	db	segment	authors	url	title	journal	paper_url
DENV_2/KH/BID_V2019/2001	dengue	JF730044	2001-XX-XX	Southeast Asia	Cambodia	Cambodia	Cambodia	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/JF730044	Direct Submission	Submitted (11-MAR-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_2/NI/BID_V2333/2001	dengue	KF955378	2001-XX-XX	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Zody et al	https://www.ncbi.nlm.nih.gov/nuccore/KF955378	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	?
DF897	dengue	FM210223	2003-XX-XX	Southeast Asia	Vietnam	Vietnam	Vietnam	genbank	genome	Hang et al	https://www.ncbi.nlm.nih.gov/nuccore/FM210223	Dengue virus serotype and genotype shifts in southern Vietnam revealed by whole genome sequencing	Unpublished	?
DENV_2/CO/BID_V3374/2007	dengue	GU131947	2007-XX-XX	South America	Colombia	Colombia	Colombia	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/GU131947	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_2/PE/FPI01399/2011	dengue	KC294209	2011-03-01	South America	Peru	Peru	Peru	genbank	genome	Williams et al	https://www.ncbi.nlm.nih.gov/nuccore/KC294209	Lineage II of Southeast Asian/American DENV-2 is Associated with a Severe Dengue Outbreak in the Peruvian Amazon	Am. J. Trop. Med. Hyg. 91 (3), 611-620 (2014)	https://www.ncbi.nlm.nih.gov/pubmed/25002298
DENV_2/NI/BID_V4914/2009	dengue	HQ705624	2009-XX-XX	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/HQ705624	Direct Submission	Submitted (06-DEC-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_2/BR/BID_V2386/2003	dengue	FJ850078	2003-XX-XX	South America	Brazil	Brazil	Brazil	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/FJ850078	Direct Submission	Submitted (20-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
MAR_Aug_05	dengue	EU920837	2005-08-XX	North America	Martinique	Martinique	Martinique	genbank	genome	Dussart et al	https://www.ncbi.nlm.nih.gov/nuccore/EU920837	Dengue virus type 2 evolution in French Guiana through 1993-2006: recombination, selection and migration patterns at light of full-length sequences	Unpublished	?
DENV_2/CO/BID_V1603/2004	dengue	FJ024477	2004-XX-XX	South America	Colombia	Colombia	Colombia	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/FJ024477	Direct Submission	Submitted (08-AUG-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_2/NI/BID_V563/2006	dengue	EU482444	2006-XX-XX	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/EU482444	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_2/US/BID_V1179/1989	dengue	EU482582	1989-XX-XX	North America	Usa	Usa	Usa	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/EU482582	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
MD861	dengue	FM210226	2002-XX-XX	Southeast Asia	Vietnam	Vietnam	Vietnam	genbank	genome	?	?	?	?	?
FGU_Aug_98	dengue	EU920831	1998-08-XX	South America	French Guiana	French Guiana	French Guiana	genbank	genome	Dussart et al	https://www.ncbi.nlm.nih.gov/nuccore/EU920831	Dengue virus type 2 evolution in French Guiana through 1993-2006: recombination, selection and migration patterns at light of full-length sequences	Unpublished	?
DENV_2/PR/34DN/1994	dengue	GQ398303	1994-XX-XX	North America	Puerto Rico	Puerto Rico	Puerto Rico	genbank	genome	?	?	?	?	?
DENV_2/US/BID_V1435/2004	dengue	EU687214	2004-XX-XX	North America	Usa	Usa	Usa	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/EU687214	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_2/NI/BID_V1295/2007	dengue	FJ913016	2007-XX-XX	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	?	?	?	?	?
DENV_2/MX/BID_V3654/2006	dengue	GQ868497	2006-XX-XX	North America	Mexico	Mexico	Mexico	genbank	genome	?	?	?	?	?
DENV_2/US/BID_V678/1998	dengue	EU482735	1998-XX-XX	North America	Usa	Usa	Usa	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/EU482735	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
MD510	dengue	FM210238	2001-XX-XX	Southeast Asia	Vietnam	Vietnam	Vietnam	genbank	genome	?	?	?	?	?
DENV_2/NI/BID_V2364/2000	dengue	FJ744744	2000-XX-XX	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/FJ744744	Direct Submission	Submitted (10-FEB-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_2/PR/40DN/1994	dengue	GQ398278	1994-XX-XX	North America	Puerto Rico	Puerto Rico	Puerto Rico	genbank	genome	?	?	?	?	?
DENV_2/MX/BID_V3762/2008	dengue	KF955396	2008-XX-XX	North America	Mexico	Mexico	Mexico	genbank	genome	Zody et al	https://www.ncbi.nlm.nih.gov/nuccore/KF955396	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	?
DENV_2/VE/BID_V2470/2007	dengue	FJ850105	2007-XX-XX	South America	Venezuela	Venezuela	Venezuela	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/FJ850105	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
MD903	dengue	FM210204	2003-XX-XX	Southeast Asia	Vietnam	Vietnam	Vietnam	genbank	genome	?	?	?	?	?
FGU_Jan_00	dengue	EU920833	2000-01-XX	South America	French Guiana	French Guiana	French Guiana	genbank	genome	Dussart et al	https://www.ncbi.nlm.nih.gov/nuccore/EU920833	Dengue virus type 2 evolution in French Guiana through 1993-2006: recombination, selection and migration patterns at light of full-length sequences	Unpublished	?
DENV_2/NI/BID_V528/2005	dengue	FJ226066	2005-XX-XX	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/FJ226066	Direct Submission	Submitted (17-SEP-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_2/NI/BID_V3001/2007	dengue	KF955392	2007-XX-XX	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Zody et al	https://www.ncbi.nlm.nih.gov/nuccore/KF955392	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	?
BR/SJRP/615/2013	dengue	KP188553	2013-01-10	South America	Brazil	Brazil	Brazil	genbank	genome	Vedovello et al	https://www.ncbi.nlm.nih.gov/nuccore/KP188553	Molecular Surveillance of Dengue virus (serotypes 1 to 4) and its several genotypes in a medium size city of southeastern Brazil, during nine epidemics years (2006 to 2014)	Unpublished	?
DENV_2/US/BID_V1040/2006	dengue	EU482552	2006-XX-XX	North America	Usa	Usa	Usa	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/EU482552	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_2/NI/BID_V565/2006	dengue	EU482772	2006-XX-XX	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/EU482772	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_2/NI/BID_V2665/2000	dengue	FJ850066	2000-XX-XX	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/FJ850066	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_2/US/BID_V1484/2003	dengue	EU687236	2003-XX-XX	North America	Usa	Usa	Usa	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/EU687236	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_2/US/BID_V686/1989	dengue	EU482743	1989-XX-XX	North America	Usa	Usa	Usa	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/EU482743	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_2/NI/BID_V654/2005	dengue	EU482636	2005-XX-XX	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/EU482636	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_2/US/BID_V1169/1987	dengue	EU482573	1987-XX-XX	North America	Usa	Usa	Usa	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/EU482573	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_2/NI/BID_V2335/2001	dengue	KF955380	2001-XX-XX	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Zody et al	https://www.ncbi.nlm.nih.gov/nuccore/KF955380	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	?
DENV_2/US/BID_V600/2005	dengue	EU482731	2005-XX-XX	North America	Usa	Usa	Usa	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/EU482731	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
TD_00057_P_2WK	dengue	KY474321	2014-XX-XX	South America	Ecuador	Ecuador	Ecuador	genbank	genome	?	?	?	?	?
TD_00082_P	dengue	KY474312	2014-XX-XX	South America	Ecuador	Ecuador	Ecuador	genbank	genome	?	?	?	?	?
DENV_2/PR/BID_V586/2006	dengue	KF955359	2006-XX-XX	North America	Puerto Rico	Puerto Rico	Puerto Rico	genbank	genome	Zody et al	https://www.ncbi.nlm.nih.gov/nuccore/KF955359	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	?
DENV_2/US/BID_V1368/1995	dengue	EU569707	1995-XX-XX	North America	Usa	Usa	Usa	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/EU569707	Direct Submission	Submitted (13-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
VNHCM18_K/02	dengue	AB479042	2002-XX-XX	Southeast Asia	Vietnam	Vietnam	Vietnam	genbank	genome	Kinoshita et al	https://www.ncbi.nlm.nih.gov/nuccore/AB479042	Isolation and characterization of two phenotypically distinct dengue type-2 virus isolates from the same dengue hemorrhagic Fever patient	Jpn. J. Infect. Dis. 62 (5), 343-350 (2009)	https://www.ncbi.nlm.nih.gov/pubmed/19762982
DENV_2/CO/BID_V3369/1999	dengue	GQ868553	1999-XX-XX	South America	Colombia	Colombia	Colombia	genbank	genome	?	?	?	?	?
MD1284	dengue	FM210244	2004-XX-XX	Southeast Asia	Vietnam	Vietnam	Vietnam	genbank	genome	Hang et al	https://www.ncbi.nlm.nih.gov/nuccore/FM210244	Dengue virus serotype and genotype shifts in southern Vietnam revealed by whole genome sequencing	Unpublished	?
DENV_2/PE/NFI_52/2002	dengue	KC294222	2002-03-22	South America	Peru	Peru	Peru	genbank	genome	Williams et al	https://www.ncbi.nlm.nih.gov/nuccore/KC294222	Lineage II of Southeast Asian/American DENV-2 is Associated with a Severe Dengue Outbreak in the Peruvian Amazon	Am. J. Trop. Med. Hyg. 91 (3), 611-620 (2014)	https://www.ncbi.nlm.nih.gov/pubmed/25002298
37473/BR_PE/97	dengue	JX669483	1997-XX-XX	South America	Brazil	Brazil	Brazil	genbank	genome	Silva et al	https://www.ncbi.nlm.nih.gov/nuccore/JX669483	Molecular characterization of dengue virus circulating in Pernambuco-Brazil:epidemiological implications	Unpublished	?
DENV_2/US/BID_V1432/2004	dengue	EU677147	2004-XX-XX	North America	Usa	Usa	Usa	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/EU677147	Direct Submission	Submitted (25-APR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_2/VE/BID_V3363/1991	dengue	GQ868596	1991-XX-XX	South America	Venezuela	Venezuela	Venezuela	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/GQ868596	Direct Submission	Submitted (03-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
ThD2_0284_90	dengue	DQ181801	1990-XX-XX	Southeast Asia	Thailand	Thailand	Thailand	genbank	genome	Zhang et al	https://www.ncbi.nlm.nih.gov/nuccore/DQ181801	Structure and age of genetic diversity of dengue virus type 2 in Thailand	J. Gen. Virol. 87 (PT 4), 873-883 (2006)	https://www.ncbi.nlm.nih.gov/pubmed/16528037
DENV_2/CO/BID_V1597/2005	dengue	FJ182012	2005-XX-XX	South America	Colombia	Colombia	Colombia	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/FJ182012	Direct Submission	Submitted (02-SEP-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_2/US/BID_V1378/1996	dengue	EU596485	1996-XX-XX	North America	Usa	Usa	Usa	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/EU596485	Direct Submission	Submitted (27-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_2/PE/FMD1337/2007	dengue	KC294200	2007-03-28	South America	Peru	Peru	Peru	genbank	genome	Williams et al	https://www.ncbi.nlm.nih.gov/nuccore/KC294200	Lineage II of Southeast Asian/American DENV-2 is Associated with a Severe Dengue Outbreak in the Peruvian Amazon	Am. J. Trop. Med. Hyg. 91 (3), 611-620 (2014)	https://www.ncbi.nlm.nih.gov/pubmed/25002298
MD518	dengue	FM210224	2001-XX-XX	Southeast Asia	Vietnam	Vietnam	Vietnam	genbank	genome	?	?	?	?	?
DENV_2/PE/FPI00154/2010	dengue	KC294203	2010-12-29	South America	Peru	Peru	Peru	genbank	genome	Williams et al	https://www.ncbi.nlm.nih.gov/nuccore/KC294203	Lineage II of Southeast Asian/American DENV-2 is Associated with a Severe Dengue Outbreak in the Peruvian Amazon	Am. J. Trop. Med. Hyg. 91 (3), 611-620 (2014)	https://www.ncbi.nlm.nih.gov/pubmed/25002298
RL_00065_P	dengue	KY474309	2014-XX-XX	South America	Ecuador	Ecuador	Ecuador	genbank	genome	?	?	?	?	?
DENV_2/NI/BID_V660/2005	dengue	EU596484	2005-XX-XX	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/EU596484	Direct Submission	Submitted (27-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_2/PR/27DN/1994	dengue	GQ398281	1994-XX-XX	North America	Puerto Rico	Puerto Rico	Puerto Rico	genbank	genome	?	?	?	?	?
DENV_2/US/BID_V1396/1997	dengue	EU569714	1997-XX-XX	North America	Usa	Usa	Usa	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/EU569714	Direct Submission	Submitted (13-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_2/US/BID_V679/1994	dengue	EU482736	1994-XX-XX	North America	Usa	Usa	Usa	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/EU482736	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_2/NI/BID_V1196/2007	dengue	EU660404	2007-XX-XX	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/EU660404	Direct Submission	Submitted (17-APR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_2/NI/BID_V2923/2000	dengue	FJ898477	2000-XX-XX	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	?	?	?	?	?
DENV_2/BR/BID_V3644/2008	dengue	GU131881	2008-XX-XX	South America	Brazil	Brazil	Brazil	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/GU131881	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_2/NI/BID_V2332/2006	dengue	KF955377	2006-XX-XX	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Zody et al	https://www.ncbi.nlm.nih.gov/nuccore/KF955377	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	?
DENV_2/NI/BID_V4639/2005	dengue	HQ541794	2005-XX-XX	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Parameswaran et al	https://www.ncbi.nlm.nih.gov/nuccore/HQ541794	Genome-wide patterns of intrahuman dengue virus diversity reveal associations with viral phylogenetic clade and interhost diversity	J. Virol. 86 (16), 8546-8558 (2012)	https://www.ncbi.nlm.nih.gov/pubmed/22647702
DR23/01	dengue	AB122020	2001-XX-XX	North America	Dominican Republic	Dominican Republic	Dominican Republic	genbank	genome	Anzai et al	https://www.ncbi.nlm.nih.gov/nuccore/AB122020	Nucleotide sequence and phylogenetic analyses of dengue type 2 virus isolated in the Dominican Republic	Virus Genes 29 (2), 219-227 (2004)	https://www.ncbi.nlm.nih.gov/pubmed/15284482
DENV_2/US/BID_V1166/1987	dengue	EU482570	1987-XX-XX	North America	Usa	Usa	Usa	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/EU482570	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_2/NI/BID_V2924/2000	dengue	FJ898478	2000-XX-XX	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	?	?	?	?	?
DENV_2/NI/BID_V4637/2005	dengue	JX079694	2005-XX-XX	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Parameswaran et al	https://www.ncbi.nlm.nih.gov/nuccore/JX079694	Genome-wide patterns of intrahuman dengue virus diversity reveal associations with viral phylogenetic clade and interhost diversity	J. Virol. 86 (16), 8546-8558 (2012)	https://www.ncbi.nlm.nih.gov/pubmed/22647702
00137_P	dengue	KY474325	2014-XX-XX	South America	Ecuador	Ecuador	Ecuador	genbank	genome	Stewart-Ibarra et al	https://www.ncbi.nlm.nih.gov/nuccore/KY474325	The high burden of dengue and chikungunya in southern coastal Ecuador: Epidemiology, clinical presentation, and phylogenetics from a prospective study in Machala in 2014-2015	Unpublished	?
DENV_2/US/BID_V1492/2003	dengue	EU687240	2003-XX-XX	North America	Usa	Usa	Usa	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/EU687240	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_2/PE/FMD2303/2009	dengue	KC294201	2009-02-13	South America	Peru	Peru	Peru	genbank	genome	Williams et al	https://www.ncbi.nlm.nih.gov/nuccore/KC294201	Lineage II of Southeast Asian/American DENV-2 is Associated with a Severe Dengue Outbreak in the Peruvian Amazon	Am. J. Trop. Med. Hyg. 91 (3), 611-620 (2014)	https://www.ncbi.nlm.nih.gov/pubmed/25002298
Haiti_0078/2014	dengue	KY415992	2014-06-11	North America	Haiti	Haiti	Haiti	genbank	genome	?	?	?	?	?
DENV_2/US/BID_V1385/1996	dengue	EU596486	1996-XX-XX	North America	Usa	Usa	Usa	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/EU596486	Direct Submission	Submitted (27-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
57135/BR_PE/99	dengue	JX669486	1999-XX-XX	South America	Brazil	Brazil	Brazil	genbank	genome	Silva et al	https://www.ncbi.nlm.nih.gov/nuccore/JX669486	Molecular characterization of dengue virus circulating in Pernambuco-Brazil:epidemiological implications	Unpublished	?
DENV_2/US/BID_V1439/2005	dengue	EU687216	2005-XX-XX	North America	Usa	Usa	Usa	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/EU687216	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_2/KN/BID_V2951/2001	dengue	FJ898460	2001-XX-XX	North America	Saint Kitts	Saint Kitts	Saint Kitts	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/FJ898460	Direct Submission	Submitted (06-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_2/US/BID_V591/2002	dengue	EU482722	2002-XX-XX	North America	Usa	Usa	Usa	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/EU482722	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
00166_P	dengue	KY474331	2014-XX-XX	South America	Ecuador	Ecuador	Ecuador	genbank	genome	?	?	?	?	?
13858/BR_PE/10	dengue	JX669476	2010-XX-XX	South America	Brazil	Brazil	Brazil	genbank	genome	Silva et al	https://www.ncbi.nlm.nih.gov/nuccore/JX669476	Molecular characterization of dengue virus circulating in Pernambuco-Brazil:epidemiological implications	Unpublished	?
DENV_2/US/BID_V1395/1997	dengue	EU569713	1997-XX-XX	North America	Usa	Usa	Usa	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/EU569713	Direct Submission	Submitted (13-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_2/PE/NFI1159/2010	dengue	KC294223	2010-10-19	South America	Peru	Peru	Peru	genbank	genome	Williams et al	https://www.ncbi.nlm.nih.gov/nuccore/KC294223	Lineage II of Southeast Asian/American DENV-2 is Associated with a Severe Dengue Outbreak in the Peruvian Amazon	Am. J. Trop. Med. Hyg. 91 (3), 611-620 (2014)	https://www.ncbi.nlm.nih.gov/pubmed/25002298
DENV_2/BR/BID_V2377/2000	dengue	JN819419	2000-XX-XX	South America	Brazil	Brazil	Brazil	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/JN819419	Direct Submission	Submitted (05-OCT-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_2/NI/BID_V672/2005	dengue	EU482602	2005-XX-XX	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/EU482602	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_2/MX/BID_V3768/2004	dengue	GU131955	2004-XX-XX	North America	Mexico	Mexico	Mexico	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/GU131955	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
MD944	dengue	FM210230	2003-XX-XX	Southeast Asia	Vietnam	Vietnam	Vietnam	genbank	genome	?	?	?	?	?
