strain	virus	accession	date	region	country	division	city	db	segment	authors	url	title	journal	paper_url
D2/AS/UH79/1972	dengue	HM582105	1972-XX-XX	Oceania	American Samoa	American Samoa	American Samoa	genbank	genome	Steel et al	https://www.ncbi.nlm.nih.gov/nuccore/HM582105	Natural attenuation of dengue virus type-2 after a series of island outbreaks: a retrospective phylogenetic study of events in the South Pacific three decades ago	Virology 405 (2), 505-512 (2010)	https://www.ncbi.nlm.nih.gov/pubmed/20663532
D2/AS/UH73/1972	dengue	HM582107	1972-XX-XX	Oceania	American Samoa	American Samoa	American Samoa	genbank	genome	Steel et al	https://www.ncbi.nlm.nih.gov/nuccore/HM582107	Natural attenuation of dengue virus type-2 after a series of island outbreaks: a retrospective phylogenetic study of events in the South Pacific three decades ago	Virology 405 (2), 505-512 (2010)	https://www.ncbi.nlm.nih.gov/pubmed/20663532
I348600	dengue	AY702040	1986-XX-XX	South America	Colombia	Colombia	Colombia	genbank	genome	Rodriguez-Roche et al	https://www.ncbi.nlm.nih.gov/nuccore/AY702040	Virus evolution during a severe dengue epidemic in Cuba, 1997	Virology 334 (2), 154-159 (2005)	https://www.ncbi.nlm.nih.gov/pubmed/15780865
D2/TO/UH19/1974	dengue	HM582112	1974-XX-XX	Oceania	Tonga	Tonga	Tonga	genbank	genome	Steel et al	https://www.ncbi.nlm.nih.gov/nuccore/HM582112	Natural attenuation of dengue virus type-2 after a series of island outbreaks: a retrospective phylogenetic study of events in the South Pacific three decades ago	Virology 405 (2), 505-512 (2010)	https://www.ncbi.nlm.nih.gov/pubmed/20663532
D2/TO/UH04/1974	dengue	HM582117	1974-XX-XX	Oceania	Tonga	Tonga	Tonga	genbank	genome	Steel et al	https://www.ncbi.nlm.nih.gov/nuccore/HM582117	Natural attenuation of dengue virus type-2 after a series of island outbreaks: a retrospective phylogenetic study of events in the South Pacific three decades ago	Virology 405 (2), 505-512 (2010)	https://www.ncbi.nlm.nih.gov/pubmed/20663532
D2/PF/UH50/1972	dengue	HM582108	1972-XX-XX	Oceania	French Polynesia	French Polynesia	French Polynesia	genbank	genome	Steel et al	https://www.ncbi.nlm.nih.gov/nuccore/HM582108	Natural attenuation of dengue virus type-2 after a series of island outbreaks: a retrospective phylogenetic study of events in the South Pacific three decades ago	Virology 405 (2), 505-512 (2010)	https://www.ncbi.nlm.nih.gov/pubmed/20663532
P23085_INDI_60	dengue	KJ918750	2007-04-01	South Asia	India	India	India	genbank	genome	Kar et al	https://www.ncbi.nlm.nih.gov/nuccore/KJ918750	Dengue virus type 2 isolate P23085 INDI-60 Complete Sequence	Unpublished	?
D2/NC/UH37/1971	dengue	HM582102	1971-XX-XX	Oceania	New Caledonia	New Caledonia	New Caledonia	genbank	genome	Steel et al	https://www.ncbi.nlm.nih.gov/nuccore/HM582102	Natural attenuation of dengue virus type-2 after a series of island outbreaks: a retrospective phylogenetic study of events in the South Pacific three decades ago	Virology 405 (2), 505-512 (2010)	https://www.ncbi.nlm.nih.gov/pubmed/20663532
V1328	dengue	EU056812	1977-XX-XX	North America	Puerto Rico	Puerto Rico	Puerto Rico	genbank	genome	Vasilakis et al	https://www.ncbi.nlm.nih.gov/nuccore/EU056812	Genetic and phenotypic characterization of sylvatic dengue virus type 2 strains	Virology 377 (2), 296-307 (2008)	https://www.ncbi.nlm.nih.gov/pubmed/18570968
D2/PF/UH00/1973	dengue	HM582110	1973-XX-XX	Oceania	French Polynesia	French Polynesia	French Polynesia	genbank	genome	Steel et al	https://www.ncbi.nlm.nih.gov/nuccore/HM582110	Natural attenuation of dengue virus type-2 after a series of island outbreaks: a retrospective phylogenetic study of events in the South Pacific three decades ago	Virology 405 (2), 505-512 (2010)	https://www.ncbi.nlm.nih.gov/pubmed/20663532
IQT_1950	dengue	EU056811	1995-XX-XX	South America	Peru	Peru	Peru	genbank	genome	Vasilakis et al	https://www.ncbi.nlm.nih.gov/nuccore/EU056811	Genetic and phenotypic characterization of sylvatic dengue virus type 2 strains	Virology 377 (2), 296-307 (2008)	https://www.ncbi.nlm.nih.gov/pubmed/18570968
Tonga/74	dengue	AY744148	1974-XX-XX	Oceania	Tonga	Tonga	Tonga	genbank	genome	Blaney et al	https://www.ncbi.nlm.nih.gov/nuccore/AY744148	Vaccine candidates derived from a novel infectious cDNA clone of an American genotype dengue virus type 2	BMC Infect. Dis. 4, 39 (2004)	https://www.ncbi.nlm.nih.gov/pubmed/15461822
D2/NC/UH97/1972	dengue	HM582103	1972-XX-XX	Oceania	New Caledonia	New Caledonia	New Caledonia	genbank	genome	Steel et al	https://www.ncbi.nlm.nih.gov/nuccore/HM582103	Natural attenuation of dengue virus type-2 after a series of island outbreaks: a retrospective phylogenetic study of events in the South Pacific three decades ago	Virology 405 (2), 505-512 (2010)	https://www.ncbi.nlm.nih.gov/pubmed/20663532
D2/AS/UH77/1972	dengue	HM582104	1972-XX-XX	Oceania	American Samoa	American Samoa	American Samoa	genbank	genome	Steel et al	https://www.ncbi.nlm.nih.gov/nuccore/HM582104	Natural attenuation of dengue virus type-2 after a series of island outbreaks: a retrospective phylogenetic study of events in the South Pacific three decades ago	Virology 405 (2), 505-512 (2010)	https://www.ncbi.nlm.nih.gov/pubmed/20663532
DENV2_QR94	dengue	JX966379	1994-XX-XX	North America	Mexico	Mexico	Mexico	genbank	genome	Khoo et al	https://www.ncbi.nlm.nih.gov/nuccore/JX966379	Isolation of midgut escape mutants of two American genotype dengue 2 viruses from Aedes aegypti	Virol. J. 10 (1), 257 (2013)	https://www.ncbi.nlm.nih.gov/pubmed/23937713
D2/AS/UH85/1972	dengue	HM582106	1972-XX-XX	Oceania	American Samoa	American Samoa	American Samoa	genbank	genome	Steel et al	https://www.ncbi.nlm.nih.gov/nuccore/HM582106	Natural attenuation of dengue virus type-2 after a series of island outbreaks: a retrospective phylogenetic study of events in the South Pacific three decades ago	Virology 405 (2), 505-512 (2010)	https://www.ncbi.nlm.nih.gov/pubmed/20663532
DENV_2/MX/BID_V3354/1983	dengue	GQ868588	1983-XX-XX	North America	Mexico	Mexico	Mexico	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/GQ868588	Direct Submission	Submitted (03-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_2/VE/BID_V3366/1987	dengue	GQ868599	1987-XX-XX	South America	Venezuela	Venezuela	Venezuela	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/GQ868599	Direct Submission	Submitted (03-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
D2/TO/UH44/1974	dengue	HM582115	1974-XX-XX	Oceania	Tonga	Tonga	Tonga	genbank	genome	Steel et al	https://www.ncbi.nlm.nih.gov/nuccore/HM582115	Natural attenuation of dengue virus type-2 after a series of island outbreaks: a retrospective phylogenetic study of events in the South Pacific three decades ago	Virology 405 (2), 505-512 (2010)	https://www.ncbi.nlm.nih.gov/pubmed/20663532
D2/TO/UH20/1974	dengue	HM582113	1974-XX-XX	Oceania	Tonga	Tonga	Tonga	genbank	genome	Steel et al	https://www.ncbi.nlm.nih.gov/nuccore/HM582113	Natural attenuation of dengue virus type-2 after a series of island outbreaks: a retrospective phylogenetic study of events in the South Pacific three decades ago	Virology 405 (2), 505-512 (2010)	https://www.ncbi.nlm.nih.gov/pubmed/20663532
DENV_2/PR/BID_V3367/1969	dengue	GQ868600	1969-XX-XX	North America	Puerto Rico	Puerto Rico	Puerto Rico	genbank	genome	?	?	?	?	?
D2/FJ/UH22/1971	dengue	HM582101	1971-XX-XX	Oceania	Fiji	Fiji	Fiji	genbank	genome	Steel et al	https://www.ncbi.nlm.nih.gov/nuccore/HM582101	Natural attenuation of dengue virus type-2 after a series of island outbreaks: a retrospective phylogenetic study of events in the South Pacific three decades ago	Virology 405 (2), 505-512 (2010)	https://www.ncbi.nlm.nih.gov/pubmed/20663532
