strain	virus	accession	date	region	country	division	city	db	segment	authors	url	title	journal	paper_url
PNG_2015c	dengue	MH921566	2015-XX-XX	Oceania	Papua New Guinea	Papua New Guinea	Papua New Guinea	genbank	genome	Pyke et al	https://www.ncbi.nlm.nih.gov/nuccore/MH921566	Direct Submission	Submitted (17-SEP-2018) Public Health Virology, Queensland Health Forensic and Scientific Services, 39 Kessels Road, Coopers Plains, QLD 4108, Australia	?
D1/SG/CT3/2012	dengue	KX380797	2012-XX-XX	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	?	?	?	?	?
GZ/12375/D1/2010	dengue	KT827367	2010-XX-XX	China	China	China	China	genbank	genome	Bai et al	https://www.ncbi.nlm.nih.gov/nuccore/KT827367	Direct Submission	Submitted (25-SEP-2015) Department of Virology & Immunology, Guangzhou Center for Diseases Control and Prevention, 1 Qide Road, Baiyun District, Guangzhou, Guangdong 510440, China	?
PF08_080108_88	dengue	MG181997	2008-01-08	Oceania	French Polynesia	French Polynesia	French Polynesia	genbank	genome	Aubry et al	https://www.ncbi.nlm.nih.gov/nuccore/MG181997	Unusual epidemiological pattern of Zika virus in a virgin soil area, the Fiji Islands	Unpublished	?
DENV_1/PF/BID_V2939/2001	dengue	FJ898448	2001-XX-XX	Oceania	French Polynesia	French Polynesia	French Polynesia	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/FJ898448	Direct Submission	Submitted (06-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
HawO3663	dengue	DQ672564	2001-XX-XX	North America	Usa	Usa	Usa	genbank	genome	Imrie et al	https://www.ncbi.nlm.nih.gov/nuccore/DQ672564	Homology of complete genome sequences for dengue virus type-1, from dengue-fever- and dengue-haemorrhagic-fever-associated epidemics in Hawaii and French Polynesia	Ann Trop Med Parasitol 104 (3), 225-235 (2010)	https://www.ncbi.nlm.nih.gov/pubmed/20507696
GD95/95	dengue	FJ196846	1995-XX-XX	China	China	China	China	genbank	genome	Wu et al	https://www.ncbi.nlm.nih.gov/nuccore/FJ196846	Molecular epidemiology of dengue viruses in southern China from 1978 to 2006	Virol. J. 8 (1), 322 (2011)	https://www.ncbi.nlm.nih.gov/pubmed/21703015
D1/hu/Yap/NIID27/2004	dengue	AB204803	2004-XX-XX	Japan Korea	Japan	Japan	Japan	genbank	genome	Nukui et al	https://www.ncbi.nlm.nih.gov/nuccore/AB204803	Novel dengue virus type 1 from travelers to Yap State, Micronesia	Emerging Infect. Dis. 12 (2), 343-346 (2006)	https://www.ncbi.nlm.nih.gov/pubmed/16494770
SG_EHI_D1/14158Y11	dengue	JN544410	2011-04-XX	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Lo et al	https://www.ncbi.nlm.nih.gov/nuccore/JN544410	Envelope gene sequences of Dengue viruses in Singapore	Unpublished	?
HawM2516	dengue	DQ672560	2001-XX-XX	Oceania	French Polynesia	French Polynesia	French Polynesia	genbank	genome	Imrie et al	https://www.ncbi.nlm.nih.gov/nuccore/DQ672560	Homology of complete genome sequences for dengue virus type-1, from dengue-fever- and dengue-haemorrhagic-fever-associated epidemics in Hawaii and French Polynesia	Ann Trop Med Parasitol 104 (3), 225-235 (2010)	https://www.ncbi.nlm.nih.gov/pubmed/20507696
D1/Philippines/1610cTw	dengue	KY496855	2016-10-XX	China	Taiwan	Taiwan	Taiwan	genbank	genome	Yang et al	https://www.ncbi.nlm.nih.gov/nuccore/KY496855	Molecular epidemiology of dengue virus in Taiwan	Unpublished	?
GZ/215/D1/2002	dengue	KT827364	2002-XX-XX	China	China	China	China	genbank	genome	Bai et al	https://www.ncbi.nlm.nih.gov/nuccore/KT827364	Direct Submission	Submitted (25-SEP-2015) Department of Virology & Immunology, Guangzhou Center for Diseases Control and Prevention, 1 Qide Road, Baiyun District, Guangzhou, Guangdong 510440, China	?
PF08/070308_138	dengue	JQ915073	2008-03-07	Oceania	French Polynesia	French Polynesia	French Polynesia	genbank	genome	Aubry et al	https://www.ncbi.nlm.nih.gov/nuccore/JQ915073	Epidemiology and genetic evolution of Dengue viruses in the South Pacific island countries	Unpublished	?
D1/Hu/Philippines/NIID13/2016	dengue	LC128301	2016-01-XX	Southeast Asia	Philippines	Philippines	Philippines	genbank	genome	Tajima et al	https://www.ncbi.nlm.nih.gov/nuccore/LC128301	Whole nucleotide sequence of dengue virus type 1 isolated from a Filipino patient	Unpublished	?
Seychelles_1480_04	dengue	DQ285561	2004-XX-XX	Africa	Seychelles	Seychelles	Seychelles	genbank	genome	Schuffenecker et al	https://www.ncbi.nlm.nih.gov/nuccore/DQ285561	Dengue fever, Reunion and the Seychelles islands, 2003-2004	Unpublished	?
GD03/91	dengue	FJ196845	1991-XX-XX	China	China	China	China	genbank	genome	Wu et al	https://www.ncbi.nlm.nih.gov/nuccore/FJ196845	Molecular epidemiology of dengue viruses in southern China from 1978 to 2006	Virol. J. 8 (1), 322 (2011)	https://www.ncbi.nlm.nih.gov/pubmed/21703015
PF09/060209_120	dengue	JQ915075	2009-02-06	Oceania	French Polynesia	French Polynesia	French Polynesia	genbank	genome	Aubry et al	https://www.ncbi.nlm.nih.gov/nuccore/JQ915075	Epidemiology and genetic evolution of Dengue viruses in the South Pacific island countries	Unpublished	?
CHI3336_02	dengue	EU863650	2002-XX-XX	South America	Chile	Chile	Chile	genbank	genome	Caceres et al	https://www.ncbi.nlm.nih.gov/nuccore/EU863650	Complete nucleotide sequence analysis of a Dengue-1 virus isolated on Easter Island, Chile	Arch. Virol. 153 (10), 1967-1970 (2008)	https://www.ncbi.nlm.nih.gov/pubmed/18815724
PNG_2016	dengue	MH921567	2016-XX-XX	Oceania	Papua New Guinea	Papua New Guinea	Papua New Guinea	genbank	genome	Pyke et al	https://www.ncbi.nlm.nih.gov/nuccore/MH921567	Direct Submission	Submitted (17-SEP-2018) Public Health Virology, Queensland Health Forensic and Scientific Services, 39 Kessels Road, Coopers Plains, QLD 4108, Australia	?
DS212_110306	dengue	EU179861	2006-XX-XX	Southeast Asia	Brunei	Brunei	Brunei	genbank	genome	Osman et al	https://www.ncbi.nlm.nih.gov/nuccore/EU179861	Genetic characterization of dengue virus type 1 isolated in Brunei in 2005-2006	J. Gen. Virol. 90 (PT 3), 678-686 (2009)	https://www.ncbi.nlm.nih.gov/pubmed/19218214
GD54/03	dengue	FJ196841	2003-XX-XX	China	China	China	China	genbank	genome	Wu et al	https://www.ncbi.nlm.nih.gov/nuccore/FJ196841	Molecular epidemiology of dengue viruses in southern China from 1978 to 2006	Virol. J. 8 (1), 322 (2011)	https://www.ncbi.nlm.nih.gov/pubmed/21703015
98901530_DF_DV_1	dengue	AB189121	1998-XX-XX	Southeast Asia	Indonesia	Indonesia	Indonesia	genbank	genome	Dewi et al	https://www.ncbi.nlm.nih.gov/nuccore/AB189121	Genomic analysis and phylogeny of dengue 1, 2 and 3 viruses isolated from patients with different stage of severities in Indonesia	Unpublished	?
GD66/03	dengue	FJ196842	2003-XX-XX	China	China	China	China	genbank	genome	Wu et al	https://www.ncbi.nlm.nih.gov/nuccore/FJ196842	Molecular epidemiology of dengue viruses in southern China from 1978 to 2006	Virol. J. 8 (1), 322 (2011)	https://www.ncbi.nlm.nih.gov/pubmed/21703015
Reunion_257/04	dengue	DQ285560	2004-XX-XX	Europe	France	Saint Denis	Reunion	genbank	genome	Schuffenecker et al	https://www.ncbi.nlm.nih.gov/nuccore/DQ285560	Dengue fever, Reunion and the Seychelles islands, 2003-2004	Unpublished	?
NC10/080810_1138	dengue	JQ915080	2010-08-08	Oceania	New Caledonia	New Caledonia	New Caledonia	genbank	genome	Aubry et al	https://www.ncbi.nlm.nih.gov/nuccore/JQ915080	Epidemiology and genetic evolution of Dengue viruses in the South Pacific island countries	Unpublished	?
SG_EHI_D1/01053Y13	dengue	KJ806939	2013-XX-XX	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ng et al	https://www.ncbi.nlm.nih.gov/nuccore/KJ806939	2013 Dengue Outbreaks in Singapore and Malaysia Caused by Different Viral Strains	Am. J. Trop. Med. Hyg. (2015) In press	https://www.ncbi.nlm.nih.gov/pubmed/25846296
GZ01/95	dengue	EF032590	1995-XX-XX	China	China	China	China	genbank	genome	Chen et al	https://www.ncbi.nlm.nih.gov/nuccore/EF032590	Identification of a recombinant dengue virus type 1 with 3 recombination regions in natural populations in Guangdong province, China	Arch. Virol. 153 (6), 1175-1179 (2008)	https://www.ncbi.nlm.nih.gov/pubmed/18446424
Su1	dengue	KJ933413	2012-04-24	China	China	China	China	genbank	genome	Wang et al	https://www.ncbi.nlm.nih.gov/nuccore/KJ933413	Imported dengue virus type 1 separation of Jiangsu province	Unpublished	?
