strain	virus	accession	date	region	country	division	city	db	segment	authors	url	title	journal	paper_url
PF92/4190	dengue	AY744684	1992-XX-XX	Oceania	French Polynesia	French Polynesia	French Polynesia	genbank	genome	Roche et al	https://www.ncbi.nlm.nih.gov/nuccore/AY744684	Dengue-3 virus genomic differences that correlate with in vitro phenotype on a human cell line but not with disease severity	Microbes Infect. 9 (1), 63-69 (2007)	https://www.ncbi.nlm.nih.gov/pubmed/17196421
MKS_2006	dengue	KC762688	2008-04-30	Southeast Asia	Indonesia	Indonesia	Indonesia	genbank	genome	Sasmono et al	https://www.ncbi.nlm.nih.gov/nuccore/KC762688	Genomic analysis and growth characteristic of dengue viruses from Makassar, Indonesia	Infect. Genet. Evol. 32, 165-177 (2015)	https://www.ncbi.nlm.nih.gov/pubmed/25784569
WF89/140889_4838	dengue	JQ920487	1989-08-14	Oceania	Wallis And Futuna	French Overseas Collectivity	Wallis And Futuna	genbank	genome	Aubry et al	https://www.ncbi.nlm.nih.gov/nuccore/JQ920487	Epidemiology and genetic evolution of Dengue viruses in the South Pacific island countries	Unpublished	?
PF90/3050	dengue	AY744679	1990-XX-XX	Oceania	French Polynesia	French Polynesia	French Polynesia	genbank	genome	Roche et al	https://www.ncbi.nlm.nih.gov/nuccore/AY744679	Dengue-3 virus genomic differences that correlate with in vitro phenotype on a human cell line but not with disease severity	Microbes Infect. 9 (1), 63-69 (2007)	https://www.ncbi.nlm.nih.gov/pubmed/17196421
PF92/2956	dengue	AY744682	1992-XX-XX	Oceania	French Polynesia	French Polynesia	French Polynesia	genbank	genome	Roche et al	https://www.ncbi.nlm.nih.gov/nuccore/AY744682	Dengue-3 virus genomic differences that correlate with in vitro phenotype on a human cell line but not with disease severity	Microbes Infect. 9 (1), 63-69 (2007)	https://www.ncbi.nlm.nih.gov/pubmed/17196421
PF90/6056	dengue	AY744681	1990-XX-XX	Oceania	French Polynesia	French Polynesia	French Polynesia	genbank	genome	Roche et al	https://www.ncbi.nlm.nih.gov/nuccore/AY744681	Dengue-3 virus genomic differences that correlate with in vitro phenotype on a human cell line but not with disease severity	Microbes Infect. 9 (1), 63-69 (2007)	https://www.ncbi.nlm.nih.gov/pubmed/17196421
NC95/271295_4197	dengue	JQ920484	1995-12-27	Oceania	New Caledonia	New Caledonia	New Caledonia	genbank	genome	Aubry et al	https://www.ncbi.nlm.nih.gov/nuccore/JQ920484	Epidemiology and genetic evolution of Dengue viruses in the South Pacific island countries	Unpublished	?
mutant_PhMH_J1_97	dengue	DQ401695	1997-XX-XX	Southeast Asia	Philippines	Philippines	Philippines	genbank	genome	Islam et al	https://www.ncbi.nlm.nih.gov/nuccore/DQ401695	Complete nucleotide sequence of dengue virus type 3 isolates of Philippines adapted in Vero cells	Unpublished	?
DENV_3/CK/BID_V2972/1991	dengue	FJ898455	1991-XX-XX	Oceania	Cook Islands	Cook Islands	Cook Islands	genbank	genome	?	?	?	?	?
NC89/060289_283	dengue	JQ920481	1989-02-06	Oceania	New Caledonia	New Caledonia	New Caledonia	genbank	genome	Aubry et al	https://www.ncbi.nlm.nih.gov/nuccore/JQ920481	Epidemiology and genetic evolution of Dengue viruses in the South Pacific island countries	Unpublished	?
PF89/27643	dengue	AY744677	1989-XX-XX	Oceania	French Polynesia	French Polynesia	French Polynesia	genbank	genome	Roche et al	https://www.ncbi.nlm.nih.gov/nuccore/AY744677	Dengue-3 virus genomic differences that correlate with in vitro phenotype on a human cell line but not with disease severity	Microbes Infect. 9 (1), 63-69 (2007)	https://www.ncbi.nlm.nih.gov/pubmed/17196421
PF91/090891_22130	dengue	JQ920476	1991-08-09	Oceania	French Polynesia	French Polynesia	French Polynesia	genbank	genome	Aubry et al	https://www.ncbi.nlm.nih.gov/nuccore/JQ920476	Epidemiology and genetic evolution of Dengue viruses in the South Pacific island countries	Unpublished	?
PF90/3056	dengue	AY744680	1990-XX-XX	Oceania	French Polynesia	French Polynesia	French Polynesia	genbank	genome	Roche et al	https://www.ncbi.nlm.nih.gov/nuccore/AY744680	Dengue-3 virus genomic differences that correlate with in vitro phenotype on a human cell line but not with disease severity	Microbes Infect. 9 (1), 63-69 (2007)	https://www.ncbi.nlm.nih.gov/pubmed/17196421
MKS_0388	dengue	KC762685	2008-02-15	Southeast Asia	Indonesia	Indonesia	Indonesia	genbank	genome	Sasmono et al	https://www.ncbi.nlm.nih.gov/nuccore/KC762685	Genomic analysis and growth characteristic of dengue viruses from Makassar, Indonesia	Infect. Genet. Evol. 32, 165-177 (2015)	https://www.ncbi.nlm.nih.gov/pubmed/25784569
NC95/170895_3750	dengue	JQ920483	1995-08-17	Oceania	New Caledonia	New Caledonia	New Caledonia	genbank	genome	Aubry et al	https://www.ncbi.nlm.nih.gov/nuccore/JQ920483	Epidemiology and genetic evolution of Dengue viruses in the South Pacific island countries	Unpublished	?
PF94/136116	dengue	AY744685	1994-XX-XX	Oceania	French Polynesia	French Polynesia	French Polynesia	genbank	genome	Roche et al	https://www.ncbi.nlm.nih.gov/nuccore/AY744685	Dengue-3 virus genomic differences that correlate with in vitro phenotype on a human cell line but not with disease severity	Microbes Infect. 9 (1), 63-69 (2007)	https://www.ncbi.nlm.nih.gov/pubmed/17196421
