strain	virus	accession	date	region	country	division	city	db	segment	authors	url	title	journal	paper_url
MKS_3007	dengue	KC762666	2008-02-15	Southeast Asia	Indonesia	Indonesia	Indonesia	genbank	genome	Sasmono et al	https://www.ncbi.nlm.nih.gov/nuccore/KC762666	Genomic analysis and growth characteristic of dengue viruses from Makassar, Indonesia	Infect. Genet. Evol. 32, 165-177 (2015)	https://www.ncbi.nlm.nih.gov/pubmed/25784569
DENV_2/VN/BID_V917/2006	dengue	EU482463	2006-XX-XX	Southeast Asia	Vietnam	Vietnam	Vietnam	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/EU482463	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
Ser4_Thailand_Bangkok_Seq51	dengue	KY586911	2001-XX-XX	Southeast Asia	Thailand	Thailand	Thailand	genbank	genome	Salje et al	https://www.ncbi.nlm.nih.gov/nuccore/KY586911	Dengue diversity across spatial and temporal scales: local structure and the impact of host population size	Unpublished	?
DENV_1/VN/BID_V2900/2006	dengue	FJ898417	2006-XX-XX	Southeast Asia	Vietnam	Vietnam	Vietnam	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/FJ898417	Direct Submission	Submitted (06-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
SG_EHI_D1/38903Y14	dengue	KX224263	2014-XX-XX	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Hapuarachchi et al	https://www.ncbi.nlm.nih.gov/nuccore/KX224263	Epidemic resurgence of dengue fever in Singapore in 2013-2014: A virological and entomological perspective	BMC Infect. Dis. 16 (1), 300 (2016)	https://www.ncbi.nlm.nih.gov/pubmed/27316694
DENV_2/NI/BID_V660/2005	dengue	EU596484	2005-XX-XX	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/EU596484	Direct Submission	Submitted (27-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_1/VN/BID_V3946/2008	dengue	JF937603	2008-XX-XX	Southeast Asia	Vietnam	Vietnam	Vietnam	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/JF937603	Direct Submission	Submitted (06-MAY-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_3/NI/BID_V5496/2010	dengue	JF937625	2010-XX-XX	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/JF937625	Direct Submission	Submitted (06-MAY-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_3/US/BID_V1617/2005	dengue	FJ182007	2005-XX-XX	North America	USA	USA	USA	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/FJ182007	Direct Submission	Submitted (02-SEP-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
UNKNOWN_FV537258	dengue	FV537258	?	?	Na	?	?	genbank	genome	Millar et al	https://www.ncbi.nlm.nih.gov/nuccore/FV537258	Modified Microbial Nucleic Acid	Patent: JP 2009538603-A 1237 12-NOV-2009; Human Genetic Signatures Pty Ltd	?
D2/SG/CT21/2012	dengue	KX380816	2012-XX-XX	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	?	?	?	?	?
DENV_2/NI/BID_V524/2005	dengue	EU482753	2005-XX-XX	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/EU482753	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
Ser4_Thailand_nonBKK_Seq23	dengue	KY586880	2005-XX-XX	Southeast Asia	Thailand	Thailand	Thailand	genbank	genome	Salje et al	https://www.ncbi.nlm.nih.gov/nuccore/KY586880	Dengue diversity across spatial and temporal scales: local structure and the impact of host population size	Unpublished	?
DENV_1/NI/BID_V7677/2012	dengue	KF973464	2012-XX-XX	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Zody et al	https://www.ncbi.nlm.nih.gov/nuccore/KF973464	Direct Submission	Submitted (17-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	?
21814/BR_PE/96	dengue	JX669467	1996-XX-XX	South America	Brazil	Brazil	Brazil	genbank	genome	Silva et al	https://www.ncbi.nlm.nih.gov/nuccore/JX669467	Molecular characterization of dengue virus circulating in Pernambuco - Brazil: epidemiological implications	Unpublished	?
SGEHI_D2_0578Y05	dengue	JN851126	2005-XX-XX	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Lee et al	https://www.ncbi.nlm.nih.gov/nuccore/JN851126	Dengue virus surveillance in Singapore reveals high viral diversity through multiple introductions and in situ evolution	Unpublished	?
DENV_2/VE/BID_V3365/1991	dengue	GQ868598	1991-XX-XX	South America	Venezuela	Venezuela	Venezuela	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/GQ868598	Direct Submission	Submitted (03-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_2/VN/BID_V708/2006	dengue	EU482645	2006-XX-XX	Southeast Asia	Vietnam	Vietnam	Vietnam	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/EU482645	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
GZ/31358/D1/2014	dengue	KT827375	2014-XX-XX	China	China	China	China	genbank	genome	Bai et al	https://www.ncbi.nlm.nih.gov/nuccore/KT827375	Direct Submission	Submitted (25-SEP-2015) Department of Virology & Immunology, Guangzhou Center for Diseases Control and Prevention, 1 Qide Road, Baiyun District, Guangzhou, Guangdong 510440, China	?
DENV_2/TH/BID_V2293/2001	dengue	FJ687447	2001-XX-XX	Southeast Asia	Thailand	Thailand	Thailand	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/FJ687447	Direct Submission	Submitted (29-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_1/VN/BID_V2773/2007	dengue	GQ199796	2007-XX-XX	Southeast Asia	Vietnam	Vietnam	Vietnam	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/GQ199796	Direct Submission	Submitted (20-MAY-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_1/VN/BID_V952/2007	dengue	EU482497	2007-XX-XX	Southeast Asia	Vietnam	Vietnam	Vietnam	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/EU482497	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
UNKNOWN_M14931	dengue	M14931	?	?	Na	?	?	genbank	genome	Zhao et al	https://www.ncbi.nlm.nih.gov/nuccore/M14931	Cloning full-length dengue type 4 viral DNA sequences: analysis of genes coding for structural proteins	Virology 155 (1), 77-88 (1986)	https://www.ncbi.nlm.nih.gov/pubmed/3022479
DENV_2/US/BID_V1401/1997	dengue	EU569718	1997-XX-XX	North America	USA	USA	USA	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/EU569718	Direct Submission	Submitted (13-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
01_TN_081	dengue	LC428074	2017-XX-XX	Southeast Asia	Vietnam	Vietnam	Vietnam	genbank	genome	?	?	?	?	?
DENV_1/VN/BID_V1923/2008	dengue	FJ410255	2008-XX-XX	Southeast Asia	Vietnam	Vietnam	Vietnam	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/FJ410255	Direct Submission	Submitted (22-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
Ser1_Thailand_BangkokSeq_93	dengue	KY586418	2002-XX-XX	Southeast Asia	Thailand	Thailand	Thailand	genbank	genome	?	?	?	?	?
DENV2/CN/GZ1118/2014	dengue	KT187558	2014-XX-XX	China	China	China	China	genbank	genome	Li et al	https://www.ncbi.nlm.nih.gov/nuccore/KT187558	Direct Submission	Submitted (20-JUN-2015) Department of Microbiology, Zhongshan School of Medicine, Sun Yat-Sen University, Key Laboratory of Tropical Disease Control, Ministry of Education, W1334, Science & Technology Building, 74 Zhongshan Road Ii, Guangzhou, Guangdong 510080, China	?
DENV_4/CO/BID_V1600/1997	dengue	FJ024476	1997-XX-XX	South America	Colombia	Colombia	Colombia	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/FJ024476	Direct Submission	Submitted (08-AUG-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_1/VN/BID_V1852/2007	dengue	FJ906728	2007-XX-XX	Southeast Asia	Vietnam	Vietnam	Vietnam	genbank	genome	?	?	?	?	?
DENV_1/VN/BID_V4058/2008	dengue	GU131810	2008-XX-XX	Southeast Asia	Vietnam	Vietnam	Vietnam	genbank	genome	?	?	?	?	?
DENV2_3519	dengue	KU509274	2010-XX-XX	Southeast Asia	Philippines	Philippines	Philippines	genbank	genome	?	?	?	?	?
DENV_1/MX/BID_V3674/2007	dengue	KF955419	2007-XX-XX	North America	Mexico	Mexico	Mexico	genbank	genome	Zody et al	https://www.ncbi.nlm.nih.gov/nuccore/KF955419	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	?
DF707	dengue	FM210208	2003-XX-XX	Southeast Asia	Vietnam	Vietnam	Vietnam	genbank	genome	?	?	?	?	?
DENV_2/VN/BID_V1682/2007	dengue	FJ205879	2007-XX-XX	Southeast Asia	Vietnam	Vietnam	Vietnam	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/FJ205879	Direct Submission	Submitted (10-SEP-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
SG_EHI_D4/02990Y14	dengue	KX224312	2014-XX-XX	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	?	?	?	?	?
DENV_1/MX/BID_V7608/2008	dengue	KJ189339	2008-XX-XX	North America	Mexico	Mexico	Mexico	genbank	genome	Zody et al	https://www.ncbi.nlm.nih.gov/nuccore/KJ189339	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	?
DENV_1/NI/BID_V614/2005	dengue	EU596502	2005-XX-XX	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/EU596502	Direct Submission	Submitted (27-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_3/NI/BID_V4829/2009	dengue	HQ891025	2009-XX-XX	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/HQ891025	Direct Submission	Submitted (14-JAN-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV1/Vietnam/10dx_201_802_Placebo_12hrs	dengue	JQ045634	?	Southeast Asia	Vietnam	Vietnam	Vietnam	genbank	genome	Nguyen et al	https://www.ncbi.nlm.nih.gov/nuccore/JQ045634	A randomized, double-blind placebo controlled trial of balapiravir, a polymerase inhibitor, in adult dengue patients	Unpublished	?
UI15067	dengue	KY849764	2009-09-07	Southeast Asia	Laos	Laos	Laos	genbank	genome	Castonguay-Vanier et al	https://www.ncbi.nlm.nih.gov/nuccore/KY849764	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	https://www.ncbi.nlm.nih.gov/pubmed/29377886
DENV_3/CO/BID_V2984/2003	dengue	FJ898443	2003-XX-XX	South America	Colombia	Colombia	Colombia	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/FJ898443	Direct Submission	Submitted (06-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_2/NI/BID_V3136/2007	dengue	HQ541787	2007-XX-XX	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Parameswaran et al	https://www.ncbi.nlm.nih.gov/nuccore/HQ541787	Genome-wide patterns of intrahuman dengue virus diversity reveal associations with viral phylogenetic clade and interhost diversity	J. Virol. 86 (16), 8546-8558 (2012)	https://www.ncbi.nlm.nih.gov/pubmed/22647702
DENV_3/VN/BID_V1810/2007	dengue	FJ432741	2007-XX-XX	Southeast Asia	Vietnam	Vietnam	Vietnam	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/FJ432741	Direct Submission	Submitted (29-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
RR121	dengue	JQ692085	2010-XX-XX	South Asia	India	India	India	genbank	genome	Dash et al	https://www.ncbi.nlm.nih.gov/nuccore/JQ692085	Direct Submission	Submitted (21-FEB-2012) Virology Division, Defence Research & Development Establishment, Jhansi Road, Gwalior, MP 474002, India	?
Ser1_Thailand_BangkokSeq_120	dengue	KY586451	2004-XX-XX	Southeast Asia	Thailand	Thailand	Thailand	genbank	genome	?	?	?	?	?
D3/H/IMTSSA_MART/2001/2336	dengue	AH011667	?	North America	Martinique	Martinique	Martinique	genbank	genome	Peyrefitte et al	https://www.ncbi.nlm.nih.gov/nuccore/AH011667	Genetic Characterization of Newly Reintroduced Dengue Virus Type 3 in Martinique (French West Indies)	J. Clin. Microbiol. 41 (11), 5195-5198 (2003)	https://www.ncbi.nlm.nih.gov/pubmed/14605161
DENV_1/VN/BID_V3995/2008	dengue	GU131766	2008-XX-XX	Southeast Asia	Vietnam	Vietnam	Vietnam	genbank	genome	?	?	?	?	?
DENV1/Vietnam/10dx_114_801_Placebo_0hrs	dengue	JQ045628	?	Southeast Asia	Vietnam	Vietnam	Vietnam	genbank	genome	Nguyen et al	https://www.ncbi.nlm.nih.gov/nuccore/JQ045628	A randomized, double-blind placebo controlled trial of balapiravir, a polymerase inhibitor, in adult dengue patients	Unpublished	?
RGCB921/2011	dengue	KY427085	2011-01-03	South Asia	India	India	India	genbank	genome	?	?	?	?	?
DENV_3/NI/BID_V4873/2009	dengue	KF921919	2009-XX-XX	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Zody et al	https://www.ncbi.nlm.nih.gov/nuccore/KF921919	Direct Submission	Submitted (02-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	?
DENV_1/VN/BID_V806/2006	dengue	EU482800	2006-XX-XX	Southeast Asia	Vietnam	Vietnam	Vietnam	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/EU482800	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_3/GY/BID_V2980/2002	dengue	FJ898464	2002-XX-XX	South America	Guyana	Guyana	Guyana	genbank	genome	?	?	?	?	?
H778504	dengue	JQ513336	2011-01-11	South America	Brazil	Brazil	Brazil	genbank	genome	Nunes et al	https://www.ncbi.nlm.nih.gov/nuccore/JQ513336	Phylogeography of dengue virus serotype 4, Brazil, 2010-2011	Emerging Infect. Dis. 18 (11), 1858-1864 (2012)	https://www.ncbi.nlm.nih.gov/pubmed/23092706
D3/H/IMTSSA_MART/2000/1567	dengue	AH011663	?	North America	Martinique	Martinique	Martinique	genbank	genome	Peyrefitte et al	https://www.ncbi.nlm.nih.gov/nuccore/AH011663	Genetic Characterization of Newly Reintroduced Dengue Virus Type 3 in Martinique (French West Indies)	J. Clin. Microbiol. 41 (11), 5195-5198 (2003)	https://www.ncbi.nlm.nih.gov/pubmed/14605161
DENV_2/US/BID_V1497/2005	dengue	EU687245	2005-XX-XX	North America	USA	USA	USA	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/EU687245	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_3/VE/BID_V907/2001	dengue	EU529689	2001-XX-XX	South America	Venezuela	Venezuela	Venezuela	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/EU529689	Direct Submission	Submitted (28-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_1/THAI/606147/1960	dengue	JQ922547	1960-XX-XX	Southeast Asia	Thailand	Thailand	Thailand	genbank	genome	Jayashri et al	https://www.ncbi.nlm.nih.gov/nuccore/JQ922547	Evolutionary Dynamics of Dengue Virus in India	Unpublished	?
H780120	dengue	JQ513341	2010-11-21	South America	Brazil	Brazil	Brazil	genbank	genome	Nunes et al	https://www.ncbi.nlm.nih.gov/nuccore/JQ513341	Phylogeography of dengue virus serotype 4, Brazil, 2010-2011	Emerging Infect. Dis. 18 (11), 1858-1864 (2012)	https://www.ncbi.nlm.nih.gov/pubmed/23092706
FP0705	dengue	DQ672557	?	Oceania	French Polynesia	French Polynesia	French Polynesia	genbank	genome	Imrie et al	https://www.ncbi.nlm.nih.gov/nuccore/DQ672557	Homology of complete genome sequences for dengue virus type-1, from dengue-fever- and dengue-haemorrhagic-fever-associated epidemics in Hawaii and French Polynesia	Ann Trop Med Parasitol 104 (3), 225-235 (2010)	https://www.ncbi.nlm.nih.gov/pubmed/20507696
DENV_1/VN/BID_V1672/2007	dengue	FJ024453	2007-XX-XX	Southeast Asia	Vietnam	Vietnam	Vietnam	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/FJ024453	Direct Submission	Submitted (08-AUG-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_1/MX/BID_V3678/2007	dengue	KF955421	2007-XX-XX	North America	Mexico	Mexico	Mexico	genbank	genome	Zody et al	https://www.ncbi.nlm.nih.gov/nuccore/KF955421	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	?
V8826	dengue	MF033249	2016-02-XX	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Koo et al	https://www.ncbi.nlm.nih.gov/nuccore/MF033249	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	?
DENV_1/VN/BID_V1846/2008	dengue	FJ461310	2008-XX-XX	Southeast Asia	Vietnam	Vietnam	Vietnam	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/FJ461310	Direct Submission	Submitted (07-NOV-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_3/VN/BID_V1897/2007	dengue	FJ461329	2007-XX-XX	Southeast Asia	Vietnam	Vietnam	Vietnam	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/FJ461329	Direct Submission	Submitted (07-NOV-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
ThD2_0017_98	dengue	DQ181799	1998-XX-XX	Southeast Asia	Thailand	Thailand	Thailand	genbank	genome	Zhang et al	https://www.ncbi.nlm.nih.gov/nuccore/DQ181799	Structure and age of genetic diversity of dengue virus type 2 in Thailand	J. Gen. Virol. 87 (PT 4), 873-883 (2006)	https://www.ncbi.nlm.nih.gov/pubmed/16528037
DENV_1/KH/BID_V4259/2007	dengue	HM181956	2007-XX-XX	Southeast Asia	Cambodia	Cambodia	Cambodia	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/HM181956	Direct Submission	Submitted (30-MAR-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_2/CO/BID_V3375/2007	dengue	GQ868558	2007-XX-XX	South America	Colombia	Colombia	Colombia	genbank	genome	?	?	?	?	?
DENV_4/US/BID_V2441/1998	dengue	FJ882595	1998-XX-XX	North America	USA	USA	USA	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/FJ882595	Direct Submission	Submitted (01-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
TM135	dengue	KX452031	2014-01-XX	Southeast Asia	Malaysia	Malaysia	Malaysia	genbank	genome	?	?	?	?	?
D2/Pakistan/209/2009	dengue	KF041235	2009-XX-XX	West Asia	Pakistan	Pakistan	Pakistan	genbank	genome	Koo et al	https://www.ncbi.nlm.nih.gov/nuccore/KF041235	Evolution and heterogeneity of multiple serotypes of Dengue virus in Pakistan, 2006-2011	Virol. J. 10, 275 (2013)	https://www.ncbi.nlm.nih.gov/pubmed/24007412
DENV_1/8/Thailand/01/2013	dengue	KF887994	2013-01-XX	Southeast Asia	Thailand	Thailand	Thailand	genbank	genome	Plyasunova et al	https://www.ncbi.nlm.nih.gov/nuccore/KF887994	Genetic variability of dengue virus isolates in Russian travellers returned from Southeast Asia	Unpublished	?
DENV_2/US/BID_V1033/1998	dengue	EU482546	1998-XX-XX	North America	USA	USA	USA	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/EU482546	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_3/KH/BID_V2073/2001	dengue	FJ639720	2001-XX-XX	Southeast Asia	Cambodia	Cambodia	Cambodia	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/FJ639720	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
1945_DHF_08/18/2002	dengue	DQ645549	2002-08-18	China	Taiwan	Taiwan	Taiwan	genbank	genome	Chen et al	https://www.ncbi.nlm.nih.gov/nuccore/DQ645549	Evolution of dengue virus type 2 during two consecutive outbreaks in Taiwan in 2001-2	Unpublished	?
SG_EHI_D4/2641Y08	dengue	HQ875339	2008-XX-XX	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Lo et al	https://www.ncbi.nlm.nih.gov/nuccore/HQ875339	Complete genomic sequences of Dengue viruses in Singapore	Unpublished	?
DENV_1/VN/BID_V2772/2007	dengue	FJ882547	2007-XX-XX	Southeast Asia	Vietnam	Vietnam	Vietnam	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/FJ882547	Direct Submission	Submitted (02-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
SGEHI_D1_41081Y13	dengue	KM403594	2013-XX-XX	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Hapuarachchi et al	https://www.ncbi.nlm.nih.gov/nuccore/KM403594	Intra-epidemic evolutionary dynamics of a Dengue virus type 1 population reveal mutant spectra that correlate with disease transmission	Sci Rep 6, 22592 (2016)	https://www.ncbi.nlm.nih.gov/pubmed/26940650
Ser2_Thailand_Bangkok_Seq95	dengue	KY586689	1995-XX-XX	Southeast Asia	Thailand	Thailand	Thailand	genbank	genome	Salje et al	https://www.ncbi.nlm.nih.gov/nuccore/KY586689	Dengue diversity across spatial and temporal scales: local structure and the impact of host population size	Unpublished	?
DENV_3/VN/BID_V1016/2006	dengue	EU482460	2006-XX-XX	Southeast Asia	Vietnam	Vietnam	Vietnam	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/EU482460	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
70523/BR_PE/00	dengue	JX669472	2000-XX-XX	South America	Brazil	Brazil	Brazil	genbank	genome	Silva et al	https://www.ncbi.nlm.nih.gov/nuccore/JX669472	Molecular characterization of dengue virus circulating in Pernambuco - Brazil: epidemiological implications	Unpublished	?
DENV_2/TH/BID_V2154/2001	dengue	FJ639829	2001-XX-XX	Southeast Asia	Thailand	Thailand	Thailand	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/FJ639829	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
DENV_1/VN/BID_V1914/2008	dengue	FJ410248	2008-XX-XX	Southeast Asia	Vietnam	Vietnam	Vietnam	genbank	genome	Henn et al	https://www.ncbi.nlm.nih.gov/nuccore/FJ410248	Direct Submission	Submitted (22-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	?
