Accession	Virus	Author	Publication_Title	Journal	Database
MG049743	Hepatitis A-IA	Granato,C.F.H., Lazari,Cd.S., Schmidt-Chanasit,J. and Cadar,D.	Hepatitis A virus outbreak among young MSM in Sao Paulo, Brazil	Unpublished	Genbank
LC373510	Hepatitis A-IA	Saito,A., Saito,M., Shimoe,Y., Yoshimoto,T., Kawakami,M., Okamoto,H., Yoshikawa,K., Kusunoki,S. and Kuriyama,M.	[Guillain-Barre syndrome associated with acute hepatitis A-A case report and literature review]	Rinsho Shinkeigaku (2018) In press	Genbank
LC191189	Hepatitis A-IA	Miura,Y., Kanda,T., Yasui,S., Takahashi,K., Haga,Y., Sasaki,R., Nakamura,M., Wu,S., Nakamoto,S., Arai,M., Nishizawa,T., Okamoto,H. and Yokosuka,O.	Hepatitis A virus genotype IA-infected patient with marked elevation of aspartate aminotransferase levels	Clin J Gastroenterol 10 (1), 52-56 (2017)	Genbank
LC049337	Hepatitis A-IA	Tsatsralt-Od,B., Baasanjav,N., Nyamkhuu,D., Ohnishi,H., Takahashi,M., Kobayashi,T., Nagashima,S., Nishizawa,T. and Okamoto,H.	Molecular analysis of hepatitis A virus strains obtained from patients with acute hepatitis A in Mongolia, 2004-2013	J. Med. Virol. 88 (4), 622-630 (2016)	Genbank
LC049338	Hepatitis A-IA	Tsatsralt-Od,B., Baasanjav,N., Nyamkhuu,D., Ohnishi,H., Takahashi,M., Kobayashi,T., Nagashima,S., Nishizawa,T. and Okamoto,H.	Molecular analysis of hepatitis A virus strains obtained from patients with acute hepatitis A in Mongolia, 2004-2013	J. Med. Virol. 88 (4), 622-630 (2016)	Genbank
LC049339	Hepatitis A-IA	Tsatsralt-Od,B., Baasanjav,N., Nyamkhuu,D., Ohnishi,H., Takahashi,M., Kobayashi,T., Nagashima,S., Nishizawa,T. and Okamoto,H.	Molecular analysis of hepatitis A virus strains obtained from patients with acute hepatitis A in Mongolia, 2004-2013	J. Med. Virol. 88 (4), 622-630 (2016)	Genbank
LC049340	Hepatitis A-IA	Tsatsralt-Od,B., Baasanjav,N., Nyamkhuu,D., Ohnishi,H., Takahashi,M., Kobayashi,T., Nagashima,S., Nishizawa,T. and Okamoto,H.	Molecular analysis of hepatitis A virus strains obtained from patients with acute hepatitis A in Mongolia, 2004-2013	J. Med. Virol. 88 (4), 622-630 (2016)	Genbank
LC049341	Hepatitis A-IA	Tsatsralt-Od,B., Baasanjav,N., Nyamkhuu,D., Ohnishi,H., Takahashi,M., Kobayashi,T., Nagashima,S., Nishizawa,T. and Okamoto,H.	Molecular analysis of hepatitis A virus strains obtained from patients with acute hepatitis A in Mongolia, 2004-2013	J. Med. Virol. 88 (4), 622-630 (2016)	Genbank
LC049342	Hepatitis A-IA	Tsatsralt-Od,B., Baasanjav,N., Nyamkhuu,D., Ohnishi,H., Takahashi,M., Kobayashi,T., Nagashima,S., Nishizawa,T. and Okamoto,H.	Molecular analysis of hepatitis A virus strains obtained from patients with acute hepatitis A in Mongolia, 2004-2013	J. Med. Virol. 88 (4), 622-630 (2016)	Genbank
KP177964	Hepatitis A-IA	Wang,H., Wang,X., Cao,J., Gao,Y., Zhou,W. and Bi,S.	Full-length Genome Characterization and Quasispecies Distribution of Hepatitis A Virus Isolates in China	Unpublished	Genbank
KP177965	Hepatitis A-IA	Wang,H., Wang,X., Cao,J., Gao,Y., Zhou,W. and Bi,S.	Full-length Genome Characterization and Quasispecies Distribution of Hepatitis A Virus Isolates in China	Unpublished	Genbank
LC035020	Hepatitis A-IA	Ishii,K. and Yamada,H.	Hepatitis A virus gene for polyprotein, complete cds, strain: 1403-12985-FujiswC-4HA6	Unpublished	Genbank
AB909123	Hepatitis A-IA	Sugihara,J., Kato,Y., Takahashi,K., Yanagawa,Y., Ujiie,M., Takeshita,N., Kanagawa,N., Mishiro,S. and Ohmagari,N.	Delayed elevation of hepatitis A virus-specific immunoglobulin M: A case report and review of literature	Unpublished	Genbank
AB973401	Hepatitis A-IA	Ishii,K., Kiyohara,T., Yoshizaki,S., Wakita,T., Shimada,T., Nakamura,N., Nakashima,K., Tada,Y. and Noda,M.	Epidemiological and genetic analyses of a diffuse outbreak of hepatitis A in Japan, 2010	J. Clin. Virol. 53 (3), 219-224 (2012)	Genbank
AB969748	Hepatitis A-IA	Ishii,K. and Gokuden,M.	Hepatitis A virus induced epidemics in Japan in 2014	Unpublished	Genbank
KJ427799	Hepatitis A-IA	Chiapponi,C., Losio,M.N., Pavoni,E., Bertasi,B., Baioni,L., Scaltriti,E. and Pongolini,S.	Hepatitis A virus from frozen berries	Unpublished	Genbank
KF773842	Hepatitis A-IA	Chiapponi,C., Losio,M.N., Pavoni,E., Bertasi,B., Baioni,L., Scaltriti,E. and Pongolini,S.	Hepatitis A virus from frozen berries	Unpublished	Genbank
AB839692	Hepatitis A-IA	Mulyanto, Wibawa,I.D., Suparyatmo,J.B., Amirudin,R., Ohnishi,H., Takahashi,M., Nishizawa,T. and Okamoto,H.	The complete genomes of subgenotype IA hepatitis A virus strains from four different islands in Indonesia form a phylogenetic cluster	Arch. Virol. 159 (5), 935-945 (2014)	Genbank
AB839693	Hepatitis A-IA	Mulyanto, Wibawa,I.D., Suparyatmo,J.B., Amirudin,R., Ohnishi,H., Takahashi,M., Nishizawa,T. and Okamoto,H.	The complete genomes of subgenotype IA hepatitis A virus strains from four different islands in Indonesia form a phylogenetic cluster	Arch. Virol. 159 (5), 935-945 (2014)	Genbank
AB839694	Hepatitis A-IA	Mulyanto, Wibawa,I.D., Suparyatmo,J.B., Amirudin,R., Ohnishi,H., Takahashi,M., Nishizawa,T. and Okamoto,H.	The complete genomes of subgenotype IA hepatitis A virus strains from four different islands in Indonesia form a phylogenetic cluster	Arch. Virol. 159 (5), 935-945 (2014)	Genbank
AB839695	Hepatitis A-IA	Mulyanto, Wibawa,I.D., Suparyatmo,J.B., Amirudin,R., Ohnishi,H., Takahashi,M., Nishizawa,T. and Okamoto,H.	The complete genomes of subgenotype IA hepatitis A virus strains from four different islands in Indonesia form a phylogenetic cluster	Arch. Virol. 159 (5), 935-945 (2014)	Genbank
AB839696	Hepatitis A-IA	Mulyanto, Wibawa,I.D., Suparyatmo,J.B., Amirudin,R., Ohnishi,H., Takahashi,M., Nishizawa,T. and Okamoto,H.	The complete genomes of subgenotype IA hepatitis A virus strains from four different islands in Indonesia form a phylogenetic cluster	Arch. Virol. 159 (5), 935-945 (2014)	Genbank
AB839697	Hepatitis A-IA	Mulyanto, Wibawa,I.D., Suparyatmo,J.B., Amirudin,R., Ohnishi,H., Takahashi,M., Nishizawa,T. and Okamoto,H.	The complete genomes of subgenotype IA hepatitis A virus strains from four different islands in Indonesia form a phylogenetic cluster	Arch. Virol. 159 (5), 935-945 (2014)	Genbank
AB819869	Hepatitis A-IA	Mishiro,S., Takahashi,K. and Uoshima,H.	Two elderly cases of severe or fulminant type of hepatitis A, where near complete HAV genome sequences could be analyzed	Unpublished	Genbank
AB819870	Hepatitis A-IA	Mishiro,S., Takahashi,K. and Uoshima,H.	Two elderly cases of severe or fulminant type of hepatitis A, where near complete HAV genome sequences could be analyzed	Unpublished	Genbank
AB793725	Hepatitis A-IA	Watanabe,S., Isoda,N., Ohtake,T., Hirosawa,T., Morimoto,N., Aoki,K., Ohnishi,H., Takahashi,M., Sugano,K. and Okamoto,H.	Full genome analysis of Philippine indigenous subgenotype IA hepatitis A virus strains from Japanese patients with imported acute hepatitis A	Hepatol. Res. 44 (3), 270-279 (2014)	Genbank
AB793726	Hepatitis A-IA	Watanabe,S., Isoda,N., Ohtake,T., Hirosawa,T., Morimoto,N., Aoki,K., Ohnishi,H., Takahashi,M., Sugano,K. and Okamoto,H.	Full genome analysis of Philippine indigenous subgenotype IA hepatitis A virus strains from Japanese patients with imported acute hepatitis A	Hepatol. Res. 44 (3), 270-279 (2014)	Genbank
KC182587	Hepatitis A-IA	Vaughan,G., Forbi,J.C., Xia,G.L., Fonseca-Ford,M., Vazquez,R., Khudyakov,Y.E., Montiel,S., Waterman,S., Alpuche,C., Goncalves Rossi,L.M. and Luna,N.	Full-length genome characterization and genetic relatedness analysis of hepatitis A virus outbreak strains associated with acute liver failure among children	J. Med. Virol. 86 (2), 202-208 (2014)	Genbank
KC182588	Hepatitis A-IA	Vaughan,G., Forbi,J.C., Xia,G.L., Fonseca-Ford,M., Vazquez,R., Khudyakov,Y.E., Montiel,S., Waterman,S., Alpuche,C., Goncalves Rossi,L.M. and Luna,N.	Full-length genome characterization and genetic relatedness analysis of hepatitis A virus outbreak strains associated with acute liver failure among children	J. Med. Virol. 86 (2), 202-208 (2014)	Genbank
KC182589	Hepatitis A-IA	Vaughan,G., Forbi,J.C., Xia,G.L., Fonseca-Ford,M., Vazquez,R., Khudyakov,Y.E., Montiel,S., Waterman,S., Alpuche,C., Goncalves Rossi,L.M. and Luna,N.	Full-length genome characterization and genetic relatedness analysis of hepatitis A virus outbreak strains associated with acute liver failure among children	J. Med. Virol. 86 (2), 202-208 (2014)	Genbank
KC182590	Hepatitis A-IA	Vaughan,G., Forbi,J.C., Xia,G.L., Fonseca-Ford,M., Vazquez,R., Khudyakov,Y.E., Montiel,S., Waterman,S., Alpuche,C., Goncalves Rossi,L.M. and Luna,N.	Full-length genome characterization and genetic relatedness analysis of hepatitis A virus outbreak strains associated with acute liver failure among children	J. Med. Virol. 86 (2), 202-208 (2014)	Genbank
JQ425480	Hepatitis A-IA	Chizhikov,V.	Direct Submission	Submitted (20-JAN-2012) DHHS, CBER, FDA, HFM-470, 1401 Rockville Pike, Rockville, MD 20852-1448, USA	Genbank
AB623053	Hepatitis A-IA	Takahashi,K., Suto,T., Arai,M. and Mishiro,S.	Revelation of near-complete genome of hepatitis A virus that caused 'Osarizawa Hepatitis 1957' from a vintage sample kept frozen for 53 years	Kanzo 52, 376-379 (2011)	Genbank
AB618529	Hepatitis A-IA	Dohmen,K., Onohara,S., Tanaka,H., Haruno,M., Shimoda,S., Kang,J.-H., Ishii,K. and Takahashi,K.	Molecular epidemiological analysis of hepatitis A virus strain separated in Fukuoka 2010-the similarity with the strain from a patient infected in Borneo (Kalimantan) island 1999	Kanzo 52, 497-502 (2011)	Genbank
AB618531	Hepatitis A-IA	Dohmen,K., Onohara,S., Tanaka,H., Haruno,M., Shimoda,S., Kang,J.-H., Ishii,K. and Takahashi,K.	Molecular epidemiological analysis of hepatitis A virus strain separated in Fukuoka 2010-the similarity with the strain from a patient infected in Borneo (Kalimantan) island 1999	Kanzo 52, 497-502 (2011)	Genbank
EU526088	Hepatitis A-IA	Garcia-Aguirre,L., D'Andrea,L. and Cristina,J.	Analysis of full-length Hepatitis A virus genome isolated in Uruguay	Unpublished	Genbank
EU526089	Hepatitis A-IA	Garcia-Aguirre,L., D'Andrea,L. and Cristina,J.	Analysis of full-length Hepatitis A virus genome isolated in Uruguay	Unpublished	Genbank
HM769724	Hepatitis A-IA	Aguirre,S., Malirat,V., Scodeller,E. and Mattion,N.	First full-length genomic sequence of a hepatitis A virus isolated in Argentina shows recombination between subgenotypes IA and IB	Virus Res. 155 (1), 316-324 (2011)	Genbank
HQ437707	Hepatitis A-IA	Bondarenko,T.Y., Ternovoi,V.A., Svyatchenko,V.A., Kiselev,N.N. and Netesov,S.V.	Identification and analysis of genome substitutions in MB-7 strain of Hepatitis A virus during adaptation to HEK293 and 4647 cell culture lines	Unpublished	Genbank
EU131373	Hepatitis A-IA	Garcia-Aguirre,L. and Cristina,J.	Analysis of the full-length genome of hepatitis A virus isolated in South America: heterogeneity and evolutionary constraints	Arch. Virol. 153 (8), 1473-1478 (2008)	Genbank
EU251188	Hepatitis A-IA	Bondarenko,T.Y., Ternovoi,V.A., Sviatchenko,V.A., Kiselev,N.N., Chausov,E.V., Muntianova,M.A., Nemtsov,Y.V., Iashin,V.V., Kriuk,N.I., Kuslii,A.G., Nikulin,L.G. and Netesov,S.V.	[Complete genomic sequence of rapidly replicating strain MB-7 of hepatitis a virus and its characterization in comparison with nucleotide sequences of other hepatitis A virus strains]	Mol. Gen. Mikrobiol. Virusol. 1, 33-39 (2010)	Genbank
EF406357	Hepatitis A-IA	Tang,C.H., Mao,J.S., Chai,S.A., Chen,Y. and Zhuang,F.C.	Molecular evolution of hepatitis A virus in a human diploid cell line	World J. Gastroenterol. 13 (34), 4630-4635 (2007)	Genbank
EF207320	Hepatitis A-IA	Barameechai,K., Sa-nguanmoo,P., Thongmee,C., Payungporn,S., Chongsrisawat,V. and Poovorawan,Y.	Molecular characterization of hepatitis A virus during the 2001-2005 outbreaks in Thailand	Unpublished	Genbank
AY974170	Hepatitis A-IA	Gonzalez Badillo,B., Lopez Quesada,A., Rios Bacallao,J., Selman-Housein Sosa,G., Rosabal Ayan,Y., Valdez,K., Rodriguez Lay,L. and Penton Arias,E.	Nucleotide Sequence of the Cuban HAV Strain M2	Unpublished	Genbank
AF512536	Hepatitis A-IA	Liu,G., Hu,N. and Hu,Y.	A Complete Genome of a Wild-Type Hepatitis A Virus Strain DL3	Unpublished	Genbank
AF357222	Hepatitis A-IA	Hu,Y., Hu,N. and Liu,G.	Complete genomes of two Human hepatitis A virus isolates from China: analysis and comparison with other isolates	Acta Virol. 46 (3), 153-157 (2002)	Genbank
AF485328	Hepatitis A-IA	Hu,Y., Hu,N. and Liu,G.	Complete genomes of two Human hepatitis A virus isolates from China: analysis and comparison with other isolates	Acta Virol. 46 (3), 153-157 (2002)	Genbank
AB020564	Hepatitis A-IA	Fujiwara,K., Yokosuka,O., Fukai,K., Imazeki,F., Saisho,H. and Omata,M.	Analysis of full-length hepatitis A virus genome in sera from patients with fulminant and self-limited acute type A hepatitis	J. Hepatol. 35 (1), 112-119 (2001)	Genbank
AB020565	Hepatitis A-IA	Fujiwara,K., Yokosuka,O., Fukai,K., Imazeki,F., Saisho,H. and Omata,M.	Analysis of full-length hepatitis A virus genome in sera from patients with fulminant and self-limited acute type A hepatitis	J. Hepatol. 35 (1), 112-119 (2001)	Genbank
AB020566	Hepatitis A-IA	Fujiwara,K., Yokosuka,O., Fukai,K., Imazeki,F., Saisho,H. and Omata,M.	Analysis of full-length hepatitis A virus genome in sera from patients with fulminant and self-limited acute type A hepatitis	J. Hepatol. 35 (1), 112-119 (2001)	Genbank
AB020567	Hepatitis A-IA	Fujiwara,K., Yokosuka,O., Fukai,K., Imazeki,F., Saisho,H. and Omata,M.	Analysis of full-length hepatitis A virus genome in sera from patients with fulminant and self-limited acute type A hepatitis	J. Hepatol. 35 (1), 112-119 (2001)	Genbank
AB020568	Hepatitis A-IA	Fujiwara,K., Yokosuka,O., Fukai,K., Imazeki,F., Saisho,H. and Omata,M.	Analysis of full-length hepatitis A virus genome in sera from patients with fulminant and self-limited acute type A hepatitis	J. Hepatol. 35 (1), 112-119 (2001)	Genbank
AB020569	Hepatitis A-IA	Fujiwara,K., Yokosuka,O., Fukai,K., Imazeki,F., Saisho,H. and Omata,M.	Analysis of full-length hepatitis A virus genome in sera from patients with fulminant and self-limited acute type A hepatitis	J. Hepatol. 35 (1), 112-119 (2001)	Genbank
X83302	Hepatitis A-IA	Beneduce,F., Pisani,G., Divizia,M., Pana,A. and Morace,G.	Complete nucleotide sequence of a cytopathic hepatitis A virus strain isolated in Italy	Virus Res. 36 (2-3), 299-309 (1995)	Genbank
X75214	Hepatitis A-IA	Graff,J., Normann,A., Feinstone,S.M. and Flehmig,B.	Nucleotide sequence of wild-type hepatitis A virus GBM in comparison with two cell culture-adapted variants	J. Virol. 68 (1), 548-554 (1994)	Genbank
X75215	Hepatitis A-IA	Graff,J., Normann,A., Feinstone,S.M. and Flehmig,B.	Nucleotide sequence of wild-type hepatitis A virus GBM in comparison with two cell culture-adapted variants	J. Virol. 68 (1), 548-554 (1994)	Genbank
X75216	Hepatitis A-IA	Graff,J., Normann,A., Feinstone,S.M. and Flehmig,B.	Nucleotide sequence of wild-type hepatitis A virus GBM in comparison with two cell culture-adapted variants	J. Virol. 68 (1), 548-554 (1994)	Genbank
K02990	Hepatitis A-IA	Najarian,R., Caput,D., Gee,W., Potter,S.J., Renard,A., Merryweather,J., Van Nest,G. and Dina,D.	Primary structure and gene organization of human hepatitis A virus	Proc. Natl. Acad. Sci. U.S.A. 82 (9), 2627-2631 (1985)	Genbank
