virus,subtype,virus_and_subtype,gene,adaptive_subs_per_codon_per_year,lower_95ci,upper_95ci,ci,len_in_codons,adaptive_muts_per_year,lower_95ci_mutspergene,upper_95ci_mutspergene,legible_name,virus_family,color,rna_dna,genome_type,enveloped,transmission,cellular_receptor,fusion_protein_class,legible_rate_per_codon,legible_rate_per_gene,standard_gene,legible_gene_name
h1n1pdm,,h1n1pdm,PB1,0.2604652620756074,0.029761911196169288,0.6552087842501123,"[0.029761911196169288, 0.6552087842501123]",758,0.1974326686533104,0.02255952868669632,0.49664825846158517,Influenza A/H1N1pdm,Orthomyxovirus,#CC415A,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.26×10⁻³ muts per codon per year,0.2 muts per year,polymerase,PB1 (Polymerase)
h1n1pdm,,h1n1pdm,PB2,1.161259051046984,0.4790755407520413,2.119744781862971,"[0.4790755407520413, 2.119744781862971]",760,0.8825568787957079,0.36409741097155135,1.611006034215858,Influenza A/H1N1pdm,Orthomyxovirus,#CC415A,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,1.16×10⁻³ muts per codon per year,0.88 muts per year,False,PB2
vic,,vic,HA1,1.8279737356504664,0.8728144374961943,2.74030273343421,"[0.8728144374961943, 2.74030273343421]",346,0.6324789125350614,0.3019937953736832,0.9481447457682367,Influenza B/Vic,Orthomyxovirus,#E06E85,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,1.83×10⁻³ muts per codon per year,0.63 muts per year,receptor_binding,HA1 (Receptor-Binding)
vic,,vic,HA2,0.3941725432747879,0.12787324552846152,0.9195364451022726,"[0.12787324552846152, 0.9195364451022726]",225,0.08868882223682727,0.028771480243903844,0.20689570014801134,Influenza B/Vic,Orthomyxovirus,#E06E85,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.39×10⁻³ muts per codon per year,0.09 muts per year,False,HA2
vic,,vic,NA,1.2282247715589862,0.5030848600838373,1.9341521410574785,"[0.5030848600838373, 1.9341521410574785]",467,0.5735809683180465,0.23494062965915205,0.9032490498738424,Influenza B/Vic,Orthomyxovirus,#E06E85,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,1.23×10⁻³ muts per codon per year,0.57 muts per year,False,NA
vic,,vic,NP,0.0,0.0,0.0,"[0.0, 0.0]",561,0.0,0.0,0.0,Influenza B/Vic,Orthomyxovirus,#E06E85,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.0×10⁻³ muts per codon per year,0.0 muts per year,False,NP
vic,,vic,PA,0.45318317515231754,0.1398407658255983,1.0912291858004342,"[0.1398407658255983, 1.0912291858004342]",727,0.32946416833573483,0.10166423675520996,0.7933236180769155,Influenza B/Vic,Orthomyxovirus,#E06E85,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.45×10⁻³ muts per codon per year,0.33 muts per year,False,PA
vic,,vic,PB1,0.08932426631793972,2.5561966835094984e-05,0.20976981644079856,"[2.5561966835094984e-05, 0.20976981644079856]",753,0.06726117253740861,1.9248161026826523e-05,0.15795667177992131,Influenza B/Vic,Orthomyxovirus,#E06E85,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.09×10⁻³ muts per codon per year,0.07 muts per year,polymerase,PB1 (Polymerase)
vic,,vic,PB2,0.11963222358907956,0.0,0.3594607444468534,"[0.0, 0.3594607444468534]",771,0.09223644438718034,0.0,0.27714423396852395,Influenza B/Vic,Orthomyxovirus,#E06E85,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.12×10⁻³ muts per codon per year,0.09 muts per year,False,PB2
yam,,yam,HA1,1.410466379998774,0.6756296323170713,2.2191253421836334,"[0.6756296323170713, 2.2191253421836334]",346,0.4880213674795758,0.23376785278170667,0.7678173683955373,Influenza B/Yam,Orthomyxovirus,#ED9AB0,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,1.41×10⁻³ muts per codon per year,0.49 muts per year,receptor_binding,HA1 (Receptor-Binding)
yam,,yam,HA2,0.16567215271300653,-0.17617284713043382,0.6692559941057759,"[-0.17617284713043382, 0.6692559941057759]",224,0.037110562207713464,-0.03946271775721718,0.1499133426796938,Influenza B/Yam,Orthomyxovirus,#ED9AB0,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.17×10⁻³ muts per codon per year,0.04 muts per year,False,HA2
yam,,yam,NA,0.981797657811167,0.4544957583995446,1.7630054584236825,"[0.4544957583995446, 1.7630054584236825]",467,0.458499506197815,0.2122495191725873,0.8233235490838597,Influenza B/Yam,Orthomyxovirus,#ED9AB0,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.98×10⁻³ muts per codon per year,0.46 muts per year,False,NA
yam,,yam,NP,0.3285138208709219,0.018892903315951306,0.8101826104021519,"[0.018892903315951306, 0.8101826104021519]",561,0.1842962535085872,0.010598918760248684,0.45451244443560723,Influenza B/Yam,Orthomyxovirus,#ED9AB0,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.33×10⁻³ muts per codon per year,0.18 muts per year,False,NP
yam,,yam,PA,0.10898218523188187,-0.10486323183036507,0.42974893385140195,"[-0.10486323183036507, 0.42974893385140195]",727,0.07923004866357812,-0.07623556954067541,0.3124274749099692,Influenza B/Yam,Orthomyxovirus,#ED9AB0,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.11×10⁻³ muts per codon per year,0.08 muts per year,False,PA
yam,,yam,PB1,0.11685302757071202,0.01168382780025454,0.32578616991403586,"[0.01168382780025454, 0.32578616991403586]",753,0.08799032976074615,0.008797922333591668,0.245316985945269,Influenza B/Yam,Orthomyxovirus,#ED9AB0,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.12×10⁻³ muts per codon per year,0.09 muts per year,polymerase,PB1 (Polymerase)
yam,,yam,PB2,0.0055404781886814365,-0.08517576939984814,0.10880114043023123,"[-0.08517576939984814, 0.10880114043023123]",771,0.004271708683473387,-0.06567051820728291,0.08388567927170829,Influenza B/Yam,Orthomyxovirus,#ED9AB0,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.01×10⁻³ muts per codon per year,0.0 muts per year,False,PB2
influenzaC,Yamagata,influenzaC_Yamagata,PB2,0.0,0.0,0.0,"[0.0, 0.0]",775,0.0,0.0,0.0,Influenza C/Yamagata,Orthomyxovirus,#eb0076,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.0×10⁻³ muts per codon per year,0.0 muts per year,False,PB2
influenzaC,Yamagata,influenzaC_Yamagata,PB1,0.10128626913237475,0.0,0.30723177501792787,"[0.0, 0.30723177501792787]",755,0.07647113319494293,0.0,0.23195999013853552,Influenza C/Yamagata,Orthomyxovirus,#eb0076,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.1×10⁻³ muts per codon per year,0.08 muts per year,polymerase,PB1 (Polymerase)
influenzaC,Yamagata,influenzaC_Yamagata,P3,0.044840513717169704,-0.0022250784041067764,0.1373307026366939,"[-0.0022250784041067764, 0.1373307026366939]",710,0.03183676473919049,-0.001579805666915811,0.09750479887205266,Influenza C/Yamagata,Orthomyxovirus,#eb0076,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.04×10⁻³ muts per codon per year,0.03 muts per year,False,P3
influenzaC,Yamagata,influenzaC_Yamagata,HEF1,0.4288289860729159,0.00407241902495066,1.2362476199626529,"[0.00407241902495066, 1.2362476199626529]",432,0.1852541219834997,0.0017592850187786854,0.534058971823866,Influenza C/Yamagata,Orthomyxovirus,#eb0076,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.43×10⁻³ muts per codon per year,0.19 muts per year,receptor_binding,HEF1 (Receptor-Binding)
influenzaC,Yamagata,influenzaC_Yamagata,HEF2,0.2699055330634278,0.0,0.8097165991902834,"[0.0, 0.8097165991902834]",209,0.05641025641025641,0.0,0.1692307692307692,Influenza C/Yamagata,Orthomyxovirus,#eb0076,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.27×10⁻³ muts per codon per year,0.06 muts per year,False,HEF2
influenzaC,Yamagata,influenzaC_Yamagata,NP,0.06339766891829883,-0.0015525877541930507,0.14696857435654595,"[-0.0015525877541930507, 0.14696857435654595]",566,0.03588308060775714,-0.0008787646688732666,0.08318421308580501,Influenza C/Yamagata,Orthomyxovirus,#eb0076,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.06×10⁻³ muts per codon per year,0.04 muts per year,False,NP
influenzaC,Yamagata,influenzaC_Yamagata,M,0.0,0.0,0.0,"[0.0, 0.0]",319,0.0,0.0,0.0,Influenza C/Yamagata,Orthomyxovirus,#eb0076,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.0×10⁻³ muts per codon per year,0.0 muts per year,False,M
influenzaC,Yamagata,influenzaC_Yamagata,NS,0.1460108141952322,-0.0006645009841259575,0.43916975624713905,"[-0.0006645009841259575, 0.43916975624713905]",247,0.03606467110622235,-0.0001641317430791115,0.10847492979304335,Influenza C/Yamagata,Orthomyxovirus,#eb0076,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.15×10⁻³ muts per codon per year,0.04 muts per year,False,NS
measles,,measles,N,0.002453319437483516,0.0,0.0944970752611168,"[0.0, 0.0944970752611168]",526,0.0012904460241163292,0.0,0.049705461587347434,Measles,Paramyxovirus,#F5AD52,RNA,Negative-sense RNA,True,Respiratory,"SLAMF1, Nectin-4",Class I,0.0×10⁻³ muts per codon per year,0.0 muts per year,False,N
measles,,measles,P,0.15956777656954646,0.0,0.4041344852604193,"[0.0, 0.4041344852604193]",508,0.0810604304973296,0.0,0.205300318512293,Measles,Paramyxovirus,#F5AD52,RNA,Negative-sense RNA,True,Respiratory,"SLAMF1, Nectin-4",Class I,0.16×10⁻³ muts per codon per year,0.08 muts per year,False,P
measles,,measles,V,0.055373513542752974,0.0,0.21922196382225778,"[0.0, 0.21922196382225778]",300,0.01661205406282589,0.0,0.06576658914667734,Measles,Paramyxovirus,#F5AD52,RNA,Negative-sense RNA,True,Respiratory,"SLAMF1, Nectin-4",Class I,0.06×10⁻³ muts per codon per year,0.02 muts per year,False,V
measles,,measles,C,0.13229670525039122,0.0,0.40173247202694207,"[0.0, 0.40173247202694207]",187,0.02473948388182316,0.0,0.07512397226903816,Measles,Paramyxovirus,#F5AD52,RNA,Negative-sense RNA,True,Respiratory,"SLAMF1, Nectin-4",Class I,0.13×10⁻³ muts per codon per year,0.02 muts per year,False,C
measles,,measles,M,0.0,0.0,0.0,"[0.0, 0.0]",336,0.0,0.0,0.0,Measles,Paramyxovirus,#F5AD52,RNA,Negative-sense RNA,True,Respiratory,"SLAMF1, Nectin-4",Class I,0.0×10⁻³ muts per codon per year,0.0 muts per year,False,M
measles,,measles,F,0.025139702053397404,0.0,0.09191383785497848,"[0.0, 0.09191383785497848]",551,0.01385197583142197,0.0,0.05064452465809314,Measles,Paramyxovirus,#F5AD52,RNA,Negative-sense RNA,True,Respiratory,"SLAMF1, Nectin-4",Class I,0.03×10⁻³ muts per codon per year,0.01 muts per year,False,F
measles,,measles,H,0.06516348409531383,0.0,0.1823585217323728,"[0.0, 0.1823585217323728]",618,0.04027103317090395,0.0,0.1126975664306064,Measles,Paramyxovirus,#F5AD52,RNA,Negative-sense RNA,True,Respiratory,"SLAMF1, Nectin-4",Class I,0.07×10⁻³ muts per codon per year,0.04 muts per year,receptor_binding,H (Receptor-Binding)
measles,,measles,L,0.05815642882801427,0.0,0.12401933471073973,"[0.0, 0.12401933471073973]",2184,0.12701364056038317,0.0,0.27085822700825557,Measles,Paramyxovirus,#F5AD52,RNA,Negative-sense RNA,True,Respiratory,"SLAMF1, Nectin-4",Class I,0.06×10⁻³ muts per codon per year,0.13 muts per year,polymerase,L (Polymerase)
mumps,,mumps,NC,0.0,0.0,0.0,"[0.0, 0.0]",437,0.0,0.0,0.0,Mumps,Paramyxovirus,#eb520d,RNA,Negative-sense RNA,True,Respiratory,Sialic acid,Class I,0.0×10⁻³ muts per codon per year,0.0 muts per year,False,NC
mumps,,mumps,V,0.06436314363143633,0.0,0.22688008130081253,"[0.0, 0.22688008130081253]",225,0.014481707317073173,0.0,0.051048018292682816,Mumps,Paramyxovirus,#eb520d,RNA,Negative-sense RNA,True,Respiratory,Sialic acid,Class I,0.06×10⁻³ muts per codon per year,0.01 muts per year,False,V
mumps,,mumps,I,0.08419597277368121,0.0,0.2967908040272256,"[0.0, 0.2967908040272256]",172,0.014481707317073166,0.0,0.051048018292682795,Mumps,Paramyxovirus,#eb520d,RNA,Negative-sense RNA,True,Respiratory,Sialic acid,Class I,0.08×10⁻³ muts per codon per year,0.01 muts per year,False,I
mumps,,mumps,M,0.0,0.0,0.0,"[0.0, 0.0]",376,0.0,0.0,0.0,Mumps,Paramyxovirus,#eb520d,RNA,Negative-sense RNA,True,Respiratory,Sialic acid,Class I,0.0×10⁻³ muts per codon per year,0.0 muts per year,False,M
mumps,,mumps,F,0.25453640436218833,0.0,0.7636092130865649,"[0.0, 0.7636092130865649]",539,0.13719512195121952,0.0,0.4115853658536585,Mumps,Paramyxovirus,#eb520d,RNA,Negative-sense RNA,True,Respiratory,Sialic acid,Class I,0.25×10⁻³ muts per codon per year,0.14 muts per year,False,F
mumps,,mumps,SH,0.24968460891505462,0.0,0.749053826745164,"[0.0, 0.749053826745164]",58,0.014481707317073168,0.0,0.04344512195121951,Mumps,Paramyxovirus,#eb520d,RNA,Negative-sense RNA,True,Respiratory,Sialic acid,Class I,0.25×10⁻³ muts per codon per year,0.01 muts per year,False,SH
mumps,,mumps,HN,0.02510145170062335,0.0,0.07530435510187006,"[0.0, 0.07530435510187006]",583,0.014634146341463414,0.0,0.04390243902439024,Mumps,Paramyxovirus,#eb520d,RNA,Negative-sense RNA,True,Respiratory,Sialic acid,Class I,0.03×10⁻³ muts per codon per year,0.01 muts per year,receptor_binding,HN (Receptor-Binding)
mumps,,mumps,L,-0.0036616544096608307,-0.01853348926199439,0.017081160524533966,"[-0.01853348926199439, 0.017081160524533966]",2262,-0.008282662274652798,-0.04192275271063131,0.038637585106495835,Mumps,Paramyxovirus,#eb520d,RNA,Negative-sense RNA,True,Respiratory,Sialic acid,Class I,-0.0×10⁻³ muts per codon per year,-0.01 muts per year,polymerase,L (Polymerase)
parainfluenza,1,parainfluenza_1,N,0.029748333441903894,0.0,0.08924500032571168,"[0.0, 0.08924500032571168]",525,0.015617875056999544,0.0,0.046853625170998635,Parainfluenza-1,Paramyxovirus,#ff9000,RNA,Negative-sense RNA,True,Respiratory,Sialic acid,Class I,0.03×10⁻³ muts per codon per year,0.02 muts per year,False,N
parainfluenza,1,parainfluenza_1,P,0.3705503418400827,0.06190135583116814,0.6958191740202264,"[0.06190135583116814, 0.6958191740202264]",569,0.21084314450700706,0.03522187146793467,0.3959211100175088,Parainfluenza-1,Paramyxovirus,#ff9000,RNA,Negative-sense RNA,True,Respiratory,Sialic acid,Class I,0.37×10⁻³ muts per codon per year,0.21 muts per year,False,P
parainfluenza,1,parainfluenza_1,C,0.3686988077393621,-0.19748867739425283,1.1930313926977854,"[-0.19748867739425283, 1.1930313926977854]",205,0.07558325558656923,-0.040485178865821835,0.244571435503046,Parainfluenza-1,Paramyxovirus,#ff9000,RNA,Negative-sense RNA,True,Respiratory,Sialic acid,Class I,0.37×10⁻³ muts per codon per year,0.08 muts per year,False,C
parainfluenza,1,parainfluenza_1,M,0.0,0.0,0.0,"[0.0, 0.0]",349,0.0,0.0,0.0,Parainfluenza-1,Paramyxovirus,#ff9000,RNA,Negative-sense RNA,True,Respiratory,Sialic acid,Class I,0.0×10⁻³ muts per codon per year,0.0 muts per year,False,M
parainfluenza,1,parainfluenza_1,F,0.10046183188107825,-0.032328462680965904,0.2667950650228301,"[-0.032328462680965904, 0.2667950650228301]",556,0.05585677852587951,-0.017974625250617045,0.14833805615269355,Parainfluenza-1,Paramyxovirus,#ff9000,RNA,Negative-sense RNA,True,Respiratory,Sialic acid,Class I,0.1×10⁻³ muts per codon per year,0.06 muts per year,False,F
parainfluenza,1,parainfluenza_1,HN,0.4495659224537684,0.20270918108518313,0.6919025978150998,"[0.20270918108518313, 0.6919025978150998]",576,0.2589499713333706,0.11676048830506547,0.3985358963414975,Parainfluenza-1,Paramyxovirus,#ff9000,RNA,Negative-sense RNA,True,Respiratory,Sialic acid,Class I,0.45×10⁻³ muts per codon per year,0.26 muts per year,receptor_binding,HN (Receptor-Binding)
parainfluenza,1,parainfluenza_1,L,0.11542006769437652,0.06515397924933629,0.22187584173915517,"[0.06515397924933629, 0.22187584173915517]",2224,0.25669423055229335,0.1449024498505239,0.4934518720278811,Parainfluenza-1,Paramyxovirus,#ff9000,RNA,Negative-sense RNA,True,Respiratory,Sialic acid,Class I,0.12×10⁻³ muts per codon per year,0.26 muts per year,polymerase,L (Polymerase)
parainfluenza,3,parainfluenza_3,N,0.0,0.0,0.0,"[0.0, 0.0]",516,0.0,0.0,0.0,Parainfluenza-3,Paramyxovirus,#ffb24e,RNA,Negative-sense RNA,True,Respiratory,Sialic acid,Class I,0.0×10⁻³ muts per codon per year,0.0 muts per year,False,N
parainfluenza,3,parainfluenza_3,P,0.0,0.0,0.0,"[0.0, 0.0]",603,0.0,0.0,0.0,Parainfluenza-3,Paramyxovirus,#ffb24e,RNA,Negative-sense RNA,True,Respiratory,Sialic acid,Class I,0.0×10⁻³ muts per codon per year,0.0 muts per year,False,P
parainfluenza,3,parainfluenza_3,C,0.0,0.0,0.0,"[0.0, 0.0]",200,0.0,0.0,0.0,Parainfluenza-3,Paramyxovirus,#ffb24e,RNA,Negative-sense RNA,True,Respiratory,Sialic acid,Class I,0.0×10⁻³ muts per codon per year,0.0 muts per year,False,C
parainfluenza,3,parainfluenza_3,M,0.0,0.0,0.0,"[0.0, 0.0]",354,0.0,0.0,0.0,Parainfluenza-3,Paramyxovirus,#ffb24e,RNA,Negative-sense RNA,True,Respiratory,Sialic acid,Class I,0.0×10⁻³ muts per codon per year,0.0 muts per year,False,M
parainfluenza,3,parainfluenza_3,F,0.0,0.0,0.0,"[0.0, 0.0]",540,0.0,0.0,0.0,Parainfluenza-3,Paramyxovirus,#ffb24e,RNA,Negative-sense RNA,True,Respiratory,Sialic acid,Class I,0.0×10⁻³ muts per codon per year,0.0 muts per year,False,F
parainfluenza,3,parainfluenza_3,HN,0.0,0.0,0.0,"[0.0, 0.0]",573,0.0,0.0,0.0,Parainfluenza-3,Paramyxovirus,#ffb24e,RNA,Negative-sense RNA,True,Respiratory,Sialic acid,Class I,0.0×10⁻³ muts per codon per year,0.0 muts per year,receptor_binding,HN (Receptor-Binding)
parainfluenza,3,parainfluenza_3,L,0.0,0.0,0.0,"[0.0, 0.0]",2234,0.0,0.0,0.0,Parainfluenza-3,Paramyxovirus,#ffb24e,RNA,Negative-sense RNA,True,Respiratory,Sialic acid,Class I,0.0×10⁻³ muts per codon per year,0.0 muts per year,polymerase,L (Polymerase)
rsv,A,rsv_A,NS1,0.16924768906986504,0.0,0.5757454979582836,"[0.0, 0.5757454979582836]",140,0.023694676469781104,0.0,0.0806043697141597,RSV-A,"Paramyxovirus, pneumovirus",#0B194C,RNA,Negative-sense RNA,True,Respiratory,"Heparan Sulfate, others",Class I,0.17×10⁻³ muts per codon per year,0.02 muts per year,False,NS1
rsv,A,rsv_A,NS2,0.21395227207818288,0.0,0.8155706246902098,"[0.0, 0.8155706246902098]",125,0.02674403400977286,0.0,0.10194632808627623,RSV-A,"Paramyxovirus, pneumovirus",#0B194C,RNA,Negative-sense RNA,True,Respiratory,"Heparan Sulfate, others",Class I,0.21×10⁻³ muts per codon per year,0.03 muts per year,False,NS2
rsv,A,rsv_A,N,0.05588793537495071,0.0,0.20209852111763044,"[0.0, 0.20209852111763044]",392,0.021908070666980677,0.0,0.07922262027811114,RSV-A,"Paramyxovirus, pneumovirus",#0B194C,RNA,Negative-sense RNA,True,Respiratory,"Heparan Sulfate, others",Class I,0.06×10⁻³ muts per codon per year,0.02 muts per year,False,N
rsv,A,rsv_A,P,0.10051747931035655,0.0,0.36578766828867665,"[0.0, 0.36578766828867665]",242,0.024325229993106285,0.0,0.08852061572585974,RSV-A,"Paramyxovirus, pneumovirus",#0B194C,RNA,Negative-sense RNA,True,Respiratory,"Heparan Sulfate, others",Class I,0.1×10⁻³ muts per codon per year,0.02 muts per year,False,P
rsv,A,rsv_A,M,0.0,0.0,0.0,"[0.0, 0.0]",257,0.0,0.0,0.0,RSV-A,"Paramyxovirus, pneumovirus",#0B194C,RNA,Negative-sense RNA,True,Respiratory,"Heparan Sulfate, others",Class I,0.0×10⁻³ muts per codon per year,0.0 muts per year,False,M
rsv,A,rsv_A,SH,0.3371065274842566,0.0,1.3308755322872186,"[0.0, 1.3308755322872186]",65,0.021911924286476682,0.0,0.0865069095986692,RSV-A,"Paramyxovirus, pneumovirus",#0B194C,RNA,Negative-sense RNA,True,Respiratory,"Heparan Sulfate, others",Class I,0.34×10⁻³ muts per codon per year,0.02 muts per year,False,SH
rsv,A,rsv_A,G,1.8893209714446544,1.1158448403627537,2.6120245217421765,"[1.1158448403627537, 2.6120245217421765]",298,0.563017649490507,0.3325217624281006,0.7783833074791686,RSV-A,"Paramyxovirus, pneumovirus",#0B194C,RNA,Negative-sense RNA,True,Respiratory,"Heparan Sulfate, others",Class I,1.89×10⁻³ muts per codon per year,0.56 muts per year,receptor_binding,G (Receptor-Binding)
rsv,A,rsv_A,F,0.12630903074318994,0.009256071117569924,0.28419060159502996,"[0.009256071117569924, 0.28419060159502996]",575,0.07262769267733421,0.005322240892602706,0.16340959591714221,RSV-A,"Paramyxovirus, pneumovirus",#0B194C,RNA,Negative-sense RNA,True,Respiratory,"Heparan Sulfate, others",Class I,0.13×10⁻³ muts per codon per year,0.07 muts per year,False,F
rsv,A,rsv_A,L,0.17346247429572656,0.0881579932167908,0.2714734148142399,"[0.0881579932167908, 0.2714734148142399]",2166,0.37571971932454373,0.19095021330756887,0.5880114164876437,RSV-A,"Paramyxovirus, pneumovirus",#0B194C,RNA,Negative-sense RNA,True,Respiratory,"Heparan Sulfate, others",Class I,0.17×10⁻³ muts per codon per year,0.38 muts per year,polymerase,L (Polymerase)
