Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Gender,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"290028.1626","Human coronavirus HKU1 10630",,290028,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;290028","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Human coronavirus HKU1","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Human coronavirus HKU1","Partial","10630",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ656117",,,,,,,,1,391,28.132992,1,391,,,,1,,,,,,,,"2004-02",2004,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:48:01.148Z","2022-07-08T23:48:01.148Z"
"290028.1627","Human coronavirus HKU1 37019",,290028,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;290028","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Human coronavirus HKU1","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Human coronavirus HKU1","Partial","37019",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ656123",,,,,,,,1,391,27.877237,1,391,,,,1,,,,,,,,"2006-01",2006,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:48:01.247Z","2022-07-08T23:48:01.247Z"
"290028.1628","Human coronavirus HKU1 10650",,290028,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;290028","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Human coronavirus HKU1","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Human coronavirus HKU1","Partial","10650",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ656122",,,,,,,,1,391,28.388746,1,391,,,,1,,,,,,,,"2004-02",2004,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:48:01.197Z","2022-07-08T23:48:01.197Z"
"290028.1629","Human coronavirus HKU1 37178",,290028,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;290028","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Human coronavirus HKU1","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Human coronavirus HKU1","Partial","37178",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ656128",,,,,,,,1,391,27.877237,1,391,,,,1,,,,,,,,"2006-02",2006,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:53:01.313Z","2022-07-08T23:53:01.313Z"
"290028.1630","Human coronavirus HKU1 37261",,290028,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;290028","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Human coronavirus HKU1","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Human coronavirus HKU1","Partial","37261",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ656129",,,,,,,,1,391,27.877237,1,391,,,,1,,,,,,,,"2006-03",2006,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:53:01.351Z","2022-07-08T23:53:01.351Z"
"290028.1631","Human coronavirus HKU1 37113",,290028,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;290028","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Human coronavirus HKU1","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Human coronavirus HKU1","Partial","37113",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ656126",,,,,,,,1,391,27.877237,1,391,,,,1,,,,,,,,"2006-02",2006,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:53:01.399Z","2022-07-08T23:53:01.399Z"
"290028.1632","Human coronavirus HKU1 37130",,290028,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;290028","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Human coronavirus HKU1","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Human coronavirus HKU1","Partial","37130",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ656127",,,,,,,,1,391,27.621483,1,391,,,,1,,,,,,,,"2006-02",2006,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:53:01.330Z","2022-07-08T23:53:01.330Z"
"290028.1633","Human coronavirus HKU1 37068",,290028,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;290028","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Human coronavirus HKU1","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Human coronavirus HKU1","Partial","37068",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ656124",,,,,,,,1,391,28.6445,1,391,,,,1,,,,,,,,"2006-01",2006,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:53:01.449Z","2022-07-08T23:53:01.449Z"
"290028.1634","Human coronavirus HKU1 37107",,290028,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;290028","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Human coronavirus HKU1","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Human coronavirus HKU1","Partial","37107",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ656125",,,,,,,,1,391,27.877237,1,391,,,,1,,,,,,,,"2006-02",2006,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:53:01.463Z","2022-07-08T23:53:01.463Z"
"290028.1635","Human coronavirus HKU1 37289",,290028,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;290028","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Human coronavirus HKU1","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Human coronavirus HKU1","Partial","37289",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ656130",,,,,,,,1,391,28.388746,1,391,,,,1,,,,,,,,"2006-03",2006,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:53:01.566Z","2022-07-08T23:53:01.566Z"
"290028.1636","Human coronavirus HKU1 37300",,290028,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;290028","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Human coronavirus HKU1","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Human coronavirus HKU1","Partial","37300",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ656131",,,,,,,,1,391,27.877237,1,391,,,,1,,,,,,,,"2006-03",2006,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:53:01.515Z","2022-07-08T23:53:01.515Z"
"290028.1637","Human coronavirus HKU1 10619",,290028,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;290028","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Human coronavirus HKU1","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Human coronavirus HKU1","Partial","10619",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ656135",,,,,,,,1,829,32.207478,1,829,,,,1,,,,,,,,"2004-02",2004,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:53:01.697Z","2022-07-08T23:53:01.697Z"
"290028.1638","Human coronavirus HKU1 10630",,290028,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;290028","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Human coronavirus HKU1","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Human coronavirus HKU1","Partial","10630",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ656136",,,,,,,,1,829,32.086853,1,829,,,,1,,,,,,,,"2004-02",2004,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:53:01.677Z","2022-07-08T23:53:01.677Z"
"290028.1639","Human coronavirus HKU1 110050",,290028,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;290028","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Human coronavirus HKU1","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Human coronavirus HKU1","Partial","110050",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ656132",,,,,,,,1,391,27.877237,1,391,,,,1,,,,,,,,"2006-01",2006,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:53:01.615Z","2022-07-08T23:53:01.615Z"
"290028.1640","Human coronavirus HKU1 10633",,290028,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;290028","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Human coronavirus HKU1","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Human coronavirus HKU1","Partial","10633",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ656137",,,,,,,,1,829,32.328106,1,829,,,,1,,,,,,,,"2004-02",2004,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:53:01.688Z","2022-07-08T23:53:01.688Z"
"290028.1641","Human coronavirus HKU1 10613",,290028,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;290028","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Human coronavirus HKU1","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Human coronavirus HKU1","Partial","10613",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ656134",,,,,,,,1,829,32.086853,1,829,,,,1,,,,,,,,"2004-01",2004,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:53:01.664Z","2022-07-08T23:53:01.664Z"
"290028.1642","Human coronavirus HKU1 110061",,290028,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;290028","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Human coronavirus HKU1","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Human coronavirus HKU1","Partial","110061",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ656133",,,,,,,,1,391,27.621483,1,391,,,,1,,,,,,,,"2006-02",2006,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:53:01.707Z","2022-07-08T23:53:01.707Z"
"290028.1643","Human coronavirus HKU1 10640",,290028,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;290028","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Human coronavirus HKU1","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Human coronavirus HKU1","Partial","10640",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ656138",,,,,,,,1,829,32.207478,1,829,,,,1,,,,,,,,"2004-02",2004,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:53:01.766Z","2022-07-08T23:53:01.766Z"
"290028.1644","Human coronavirus HKU1 10645",,290028,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;290028","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Human coronavirus HKU1","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Human coronavirus HKU1","Partial","10645",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ656139",,,,,,,,1,829,32.328106,1,829,,,,1,,,,,,,,"2004-02",2004,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:53:01.758Z","2022-07-08T23:53:01.758Z"
"290028.1645","Human coronavirus HKU1 37019",,290028,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;290028","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Human coronavirus HKU1","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Human coronavirus HKU1","Partial","37019",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ656143",,,,,,,,1,829,32.448734,1,829,,,,1,,,,,,,,"2006-01",2006,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:53:01.799Z","2022-07-08T23:53:01.799Z"
"290028.1646","Human coronavirus HKU1 37107",,290028,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;290028","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Human coronavirus HKU1","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Human coronavirus HKU1","Partial","37107",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ656145",,,,,,,,1,829,32.810616,1,829,,,,1,,,,,,,,"2006-02",2006,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:53:01.809Z","2022-07-08T23:53:01.809Z"
