strain	strain_name	date	segment	country	host
LC123529.1	Influenza C virus (C/Yamagata/5/2002) P3 gene for polymerase 3, complete cds	2002-02-07	P3	Japan	Homo sapiens LC123529.1
LC123530.1	Influenza C virus (C/Yamagata/7/2002) P3 gene for polymerase 3, complete cds	2002-02-16	P3	Japan	Homo sapiens LC123530.1
LC123531.1	Influenza C virus (C/Miyagi/4/2002) P3 gene for polymerase 3, complete cds	2002-01-24	P3	Japan	Homo sapiens LC123531.1
LC123532.1	Influenza C virus (C/Miyagi/11/2002) P3 gene for polymerase 3, complete cds	2002-02-22	P3	Japan	Homo sapiens LC123532.1
LC123533.1	Influenza C virus (C/Miyagi/20/2002) P3 gene for polymerase 3, complete cds	2002-03-17	P3	Japan	Homo sapiens LC123533.1
LC123534.1	Influenza C virus (C/Miyagi/28/2002) P3 gene for polymerase 3, complete cds	2002-04-22	P3	Japan	Homo sapiens LC123534.1
LC123535.1	Influenza C virus (C/Miyagi/31/2002) P3 gene for polymerase 3, complete cds	2002-06-18	P3	Japan	Homo sapiens LC123535.1
LC123536.1	Influenza C virus (C/Yamagata/3/2004) P3 gene for polymerase 3, complete cds	2004-04-16	P3	Japan	Homo sapiens LC123536.1
LC123537.1	Influenza C virus (C/Yamagata/14/2004) P3 gene for polymerase 3, complete cds	2004-05-07	P3	Japan	Homo sapiens LC123537.1
LC123538.1	Influenza C virus (C/Yamagata/15/2004) P3 gene for polymerase 3, complete cds	2004-05-11	P3	Japan	Homo sapiens LC123538.1
LC123539.1	Influenza C virus (C/Yamagata/18/2004) P3 gene for polymerase 3, complete cds	2004-05-14	P3	Japan	Homo sapiens LC123539.1
LC123541.1	Influenza C virus (C/Yamagata/27/2004) P3 gene for polymerase 3, complete cds	2004-05-24	P3	Japan	Homo sapiens LC123541.1
LC123542.1	Influenza C virus (C/Miyagi/12/2004) P3 gene for polymerase 3, complete cds	2004-02-27	P3	Japan	Homo sapiens LC123542.1
LC123543.1	Influenza C virus (C/Miyagi/25/2004) P3 gene for polymerase 3, complete cds	2004-03-31	P3	Japan	Homo sapiens LC123543.1
LC123544.1	Influenza C virus (C/Miyagi/42/2004) P3 gene for polymerase 3, complete cds	2004-05-27	P3	Japan	Homo sapiens LC123544.1
LC123545.1	Influenza C virus (C/Miyagi/47/2004) P3 gene for polymerase 3, complete cds	2004-06-18	P3	Japan	Homo sapiens LC123545.1
LC123546.1	Influenza C virus (C/Yamagata/1/2005) P3 gene for polymerase 3, complete cds	2005-06-07	P3	Japan	Homo sapiens LC123546.1
LC123547.1	Influenza C virus (C/Yamagata/2/2005) P3 gene for polymerase 3, complete cds	2005-07-05	P3	Japan	Homo sapiens LC123547.1
LC123548.1	Influenza C virus (C/Yamagata/3/2005) P3 gene for polymerase 3, complete cds	2005-09-07	P3	Japan	Homo sapiens LC123548.1
LC123549.1	Influenza C virus (C/Miyagi/2/2005) P3 gene for polymerase 3, complete cds	2005-04-07	P3	Japan	Homo sapiens LC123549.1
LC123550.1	Influenza C virus (C/Miyagi/4/2005) P3 gene for polymerase 3, complete cds	2005-05-16	P3	Japan	Homo sapiens LC123550.1
LC123551.1	Influenza C virus (C/Fukuoka/1/2005) P3 gene for polymerase 3, complete cds	2005-12-28	P3	Japan	Homo sapiens LC123551.1
LC123552.1	Influenza C virus (C/Fukuoka/2/2006) P3 gene for polymerase 3, complete cds	2006-03-08	P3	Japan	Homo sapiens LC123552.1
LC123553.1	Influenza C virus (C/Yamagata/1/2006) P3 gene for polymerase 3, complete cds	2006-01-23	P3	Japan	Homo sapiens LC123553.1
LC123554.1	Influenza C virus (C/Yamagata/9/2006) P3 gene for polymerase 3, complete cds	2006-06-13	P3	Japan	Homo sapiens LC123554.1
LC123555.1	Influenza C virus (C/Yamagata/13/2006) P3 gene for polymerase 3, complete cds	2006-08-08	P3	Japan	Homo sapiens LC123555.1
LC123556.1	Influenza C virus (C/Yamagata/14/2006) P3 gene for polymerase 3, complete cds	2006-08-28	P3	Japan	Homo sapiens LC123556.1
LC123557.1	Influenza C virus (C/Yamagata/20/2006) P3 gene for polymerase 3, complete cds	2006-11-24	P3	Japan	Homo sapiens LC123557.1
LC123558.1	Influenza C virus (C/Miyagi/4/2006) P3 gene for polymerase 3, complete cds	2006-06-04	P3	Japan	Homo sapiens LC123558.1
LC123559.1	Influenza C virus (C/Yamagata/1/2007) P3 gene for polymerase 3, complete cds	2007-01-17	P3	Japan	Homo sapiens LC123559.1
LC123560.1	Influenza C virus (C/Yamagata/3/2008) P3 gene for polymerase 3, complete cds	2008-03-26	P3	Japan	Homo sapiens LC123560.1
LC123561.1	Influenza C virus (C/Yamagata/11/2008) P3 gene for polymerase 3, complete cds	2008-04-30	P3	Japan	Homo sapiens LC123561.1
LC123562.1	Influenza C virus (C/Yamagata/16/2008) P3 gene for polymerase 3, complete cds	2008-05-19	P3	Japan	Homo sapiens LC123562.1
LC123563.1	Influenza C virus (C/Yamagata/18/2008) P3 gene for polymerase 3, complete cds	2008-06-25	P3	Japan	Homo sapiens LC123563.1
LC123564.1	Influenza C virus (C/Miyagi/2/2008) P3 gene for polymerase 3, complete cds	2008-02-21	P3	Japan	Homo sapiens LC123564.1
LC123565.1	Influenza C virus (C/Yamagata/2/2010) P3 gene for polymerase 3, complete cds	2010-02-09	P3	Japan	Homo sapiens LC123565.1
LC123566.1	Influenza C virus (C/Miyagi/3/2010) P3 gene for polymerase 3, complete cds	2010-04-12	P3	Japan	Homo sapiens LC123566.1
LC123567.1	Influenza C virus (C/Tokyo/3/2010) P3 gene for polymerase 3, complete cds	2010-04-23	P3	Japan	Homo sapiens LC123567.1
LC123568.1	Influenza C virus (C/Yamagata/1/2012) P3 gene for polymerase 3, complete cds	2012-01-16	P3	Japan	Homo sapiens LC123568.1
LC123569.1	Influenza C virus (C/Yamagata/3/2012) P3 gene for polymerase 3, complete cds	2012-02-07	P3	Japan	Homo sapiens LC123569.1
LC123570.1	Influenza C virus (C/Yamagata/4/2012) P3 gene for polymerase 3, complete cds	2012-02-22	P3	Japan	Homo sapiens LC123570.1
LC123571.1	Influenza C virus (C/Yamagata/7/2012) P3 gene for polymerase 3, complete cds	2012-03-14	P3	Japan	Homo sapiens LC123571.1
LC123572.1	Influenza C virus (C/Yamagata/14/2012) P3 gene for polymerase 3, complete cds	2012-06-01	P3	Japan	Homo sapiens LC123572.1
LC123573.1	Influenza C virus (C/Yamagata/28/2012) P3 gene for polymerase 3, complete cds	2012-07-12	P3	Japan	Homo sapiens LC123573.1
LC123574.1	Influenza C virus (C/Yamagata/29/2012) P3 gene for polymerase 3, complete cds	2012-07-30	P3	Japan	Homo sapiens LC123574.1
LC123575.1	Influenza C virus (C/Miyagi/2/2012) P3 gene for polymerase 3, complete cds	2012-01-26	P3	Japan	Homo sapiens LC123575.1
LC123576.1	Influenza C virus (C/Fukuoka/1/2012) P3 gene for polymerase 3, complete cds	2012-04-11	P3	Japan	Homo sapiens LC123576.1
LC123577.1	Influenza C virus (C/Yamagata/6/2014) P3 gene for polymerase 3, complete cds	2014-04-16	P3	Japan	Homo sapiens LC123577.1
LC123578.1	Influenza C virus (C/Yamagata/13/2014) P3 gene for polymerase 3, complete cds	2014-05-14	P3	Japan	Homo sapiens LC123578.1
LC123579.1	Influenza C virus (C/Yamagata/16/2014) P3 gene for polymerase 3, complete cds	2014-05-21	P3	Japan	Homo sapiens LC123579.1
LC123580.1	Influenza C virus (C/Yamagata/30/2014) P3 gene for polymerase 3, complete cds	2014-06-04	P3	Japan	Homo sapiens LC123580.1
LC123581.1	Influenza C virus (C/Yamagata/32/2014) P3 gene for polymerase 3, complete cds	2014-06-17	P3	Japan	Homo sapiens LC123581.1
LC123582.1	Influenza C virus (C/Yamagata/33/2014) P3 gene for polymerase 3, complete cds	2014-07-22	P3	Japan	Homo sapiens LC123582.1
LC123583.1	Influenza C virus (C/Yamagata/35/2014) P3 gene for polymerase 3, complete cds	2014-08-20	P3	Japan	Homo sapiens LC123583.1
LC123584.1	Influenza C virus (C/Miyagi/2/2014) P3 gene for polymerase 3, complete cds	2014-04-30	P3	Japan	Homo sapiens LC123584.1
LC123585.1	Influenza C virus (C/Miyagi/5/2014) P3 gene for polymerase 3, complete cds	2014-05-17	P3	Japan	Homo sapiens LC123585.1
LC123586.1	Influenza C virus (C/Miyagi/6/2014) P3 gene for polymerase 3, complete cds	2014-06-02	P3	Japan	Homo sapiens LC123586.1
LC123587.1	Influenza C virus (C/Tokyo/1/2014) P3 gene for polymerase 3, complete cds	2014-02-01	P3	Japan	Homo sapiens LC123587.1
LC123588.1	Influenza C virus (C/Tokyo/4/2014) P3 gene for polymerase 3, complete cds	2014-04-23	P3	Japan	Homo sapiens LC123588.1
KM507547.1	Influenza C virus (C/India/P121719/2012) segment 3 polymerase P3 (P3) gene, complete cds	2012-02-24	P3	India	Homo sapiens KM507547.1
KM507554.1	Influenza C virus (C/India/P135047/2013) segment 3 polymerase P3 (P3) gene, complete cds	2013-04-25	P3	India	Homo sapiens KM507554.1
KT835345.1	Influenza C virus (C/Scotland/7482/2007) segment 3 polymerase P3 (P3) gene, partial cds	2007-12-XX	P3	United Kingdom	Homo sapiens KT835345.1
KT835346.1	Influenza C virus (C/Scotland/7383/2007) segment 3 polymerase P3 (P3) gene, partial cds	2007-12-XX	P3	United Kingdom	Homo sapiens KT835346.1
KT835347.1	Influenza C virus (C/Scotland/7274/2007) segment 3 polymerase P3 (P3) gene, partial cds	2007-12-XX	P3	United Kingdom	Homo sapiens KT835347.1
KT835348.1	Influenza C virus (C/Scotland/6855/2007) segment 3 polymerase P3 (P3) gene, partial cds	2007-11-XX	P3	United Kingdom	Homo sapiens KT835348.1
KT835349.1	Influenza C virus (C/Scotland/5500/2007) segment 3 polymerase P3 (P3) gene, partial cds	2007-07-XX	P3	United Kingdom	Homo sapiens KT835349.1
KM504279.1	Influenza C virus (C/Victoria/2/2012) segment 3 polymerase 3 (P3) gene, complete cds	2012-XX-XX	P3	Australia	Homo sapiens KM504279.1
JX963118.1	Influenza C virus (C/Singapore/DSO-050530/2006) segment 3 polymerase P3 (P3) gene, partial cds	2006-05-18	P3	Singapore	Homo sapiens JX963118.1
JX963119.1	Influenza C virus (C/Singapore/DSO-070170/2006) segment 3 polymerase P3 (P3) gene, partial cds	2006-11-17	P3	Singapore	Homo sapiens JX963119.1
JX963120.1	Influenza C virus (C/Singapore/DSO-070193/2006) segment 3 polymerase P3 (P3) gene, partial cds	2006-11-29	P3	Singapore	Homo sapiens JX963120.1
JX963121.1	Influenza C virus (C/Singapore/DSO-070203/2006) segment 3 polymerase P3 (P3) gene, partial cds	2006-12-04	P3	Singapore	Homo sapiens JX963121.1
