Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Gender,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"11137.1010","Human coronavirus 229E 12MYKL0929",,11137,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;693996;2509480;11137","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Alphacoronavirus;Duvinacovirus;Human coronavirus 229E","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Human coronavirus 229E","Partial","12MYKL0929",,,,,,,,,,,,,,,,,,,,,"2016-03-09T00:00:00Z","26928836",,,,,,"KT359742",,,,,,,,1,767,34.15906,1,767,,,,1,,,,,,,,"2012",2012,,"Malaysia","Asia","Malaysia",,"Homo sapiens","Human",,,,"Human",,,,,,"2021-01-27T19:56:34.598Z","2021-01-27T19:56:34.598Z"
"11137.1011","Human coronavirus 229E 12MYKL1076",,11137,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;693996;2509480;11137","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Alphacoronavirus;Duvinacovirus;Human coronavirus 229E","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Human coronavirus 229E","Partial","12MYKL1076",,,,,,,,,,,,,,,,,,,,,"2016-03-09T00:00:00Z","26928836",,,,,,"KT359743",,,,,,,,1,767,34.15906,1,767,,,,1,,,,,,,,"2012",2012,,"Malaysia","Asia","Malaysia",,"Homo sapiens","Human",,,,"Human",,,,,,"2021-01-27T19:56:34.495Z","2021-01-27T19:56:34.495Z"
"11137.1012","Human coronavirus 229E 12MYKL1271",,11137,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;693996;2509480;11137","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Alphacoronavirus;Duvinacovirus;Human coronavirus 229E","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Human coronavirus 229E","Partial","12MYKL1271",,,,,,,,,,,,,,,,,,,,,"2016-03-09T00:00:00Z","26928836",,,,,,"KT359745",,,,,,,,1,767,34.15906,1,767,,,,1,,,,,,,,"2012",2012,,"Malaysia","Asia","Malaysia",,"Homo sapiens","Human",,,,"Human",,,,,,"2021-01-27T19:56:35.906Z","2021-01-27T19:56:35.906Z"
"11137.1013","Human coronavirus 229E 12MYKL1586",,11137,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;693996;2509480;11137","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Alphacoronavirus;Duvinacovirus;Human coronavirus 229E","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Human coronavirus 229E","Partial","12MYKL1586",,,,,,,,,,,,,,,,,,,,,"2016-03-09T00:00:00Z","26928836",,,,,,"KT359746",,,,,,,,1,767,34.076015,1,767,,,,1,,,,,,,,"2012",2012,,"Malaysia","Asia","Malaysia",,"Homo sapiens","Human",,,,"Human",,,,,,"2021-01-27T19:56:35.555Z","2021-01-27T19:56:35.555Z"
"11137.1014","Human coronavirus 229E 12MYKL1102",,11137,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;693996;2509480;11137","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Alphacoronavirus;Duvinacovirus;Human coronavirus 229E","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Human coronavirus 229E","Partial","12MYKL1102",,,,,,,,,,,,,,,,,,,,,"2016-03-09T00:00:00Z","26928836",,,,,,"KT359744",,,,,,,,1,767,34.15906,1,767,,,,1,,,,,,,,"2012",2012,,"Malaysia","Asia","Malaysia",,"Homo sapiens","Human",,,,"Human",,,,,,"2021-01-27T19:56:35.854Z","2021-01-27T19:56:35.854Z"
"11137.1015","Human coronavirus 229E 12MYKL1616",,11137,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;693996;2509480;11137","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Alphacoronavirus;Duvinacovirus;Human coronavirus 229E","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Human coronavirus 229E","Partial","12MYKL1616",,,,,,,,,,,,,,,,,,,,,"2016-03-09T00:00:00Z","26928836",,,,,,"KT359747",,,,,,,,1,767,34.15906,1,767,,,,1,,,,,,,,"2012",2012,,"Malaysia","Asia","Malaysia",,"Homo sapiens","Human",,,,"Human",,,,,,"2021-01-27T19:56:36.460Z","2021-01-27T19:56:36.460Z"
"11137.1016","Human coronavirus 229E 13MYKL1847",,11137,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;693996;2509480;11137","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Alphacoronavirus;Duvinacovirus;Human coronavirus 229E","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Human coronavirus 229E","Partial","13MYKL1847",,,,,,,,,,,,,,,,,,,,,"2016-03-09T00:00:00Z","26928836",,,,,,"KT359749",,,,,,,,1,767,34.028683,1,767,,,,1,,,,,,,,"2013",2013,,"Malaysia","Asia","Malaysia",,"Homo sapiens","Human",,,,"Human",,,,,,"2021-01-27T19:56:36.408Z","2021-01-27T19:56:36.408Z"
"11137.1017","Human coronavirus 229E 13MYKL1950",,11137,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;693996;2509480;11137","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Alphacoronavirus;Duvinacovirus;Human coronavirus 229E","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Human coronavirus 229E","Partial","13MYKL1950",,,,,,,,,,,,,,,,,,,,,"2016-03-09T00:00:00Z","26928836",,,,,,"KT359750",,,,,,,,1,767,34.15906,1,767,,,,1,,,,,,,,"2013",2013,,"Malaysia","Asia","Malaysia",,"Homo sapiens","Human",,,,"Human",,,,,,"2021-01-27T19:58:37.218Z","2021-01-27T19:58:37.218Z"
"11137.1018","Human coronavirus 229E 13MYKL1978",,11137,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;693996;2509480;11137","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Alphacoronavirus;Duvinacovirus;Human coronavirus 229E","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Human coronavirus 229E","Partial","13MYKL1978",,,,,,,,,,,,,,,,,,,,,"2016-03-09T00:00:00Z","26928836",,,,,,"KT359751",,,,,,,,1,767,34.15906,1,767,,,,1,,,,,,,,"2013",2013,,"Malaysia","Asia","Malaysia",,"Homo sapiens","Human",,,,"Human",,,,,,"2021-01-27T19:58:37.668Z","2021-01-27T19:58:37.668Z"
"11137.1019","Human coronavirus 229E 12MYKL0011",,11137,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;693996;2509480;11137","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Alphacoronavirus;Duvinacovirus;Human coronavirus 229E","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Human coronavirus 229E","Partial","12MYKL0011",,,,,,,,,,,,,,,,,,,,,"2016-03-09T00:00:00Z","26928836",,,,,,"KT359752",,,,,,,,1,1180,43.559322,1,1180,,,,1,,,,,,,,"2012",2012,,"Malaysia","Asia","Malaysia",,"Homo sapiens","Human",,,,"Human",,,,,,"2021-01-27T19:58:37.447Z","2021-01-27T19:58:37.447Z"
"11137.1020","Human coronavirus 229E 12MYKL0106",,11137,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;693996;2509480;11137","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Alphacoronavirus;Duvinacovirus;Human coronavirus 229E","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Human coronavirus 229E","Partial","12MYKL0106",,,,,,,,,,,,,,,,,,,,,"2016-03-09T00:00:00Z","26928836",,,,,,"KT359755",,,,,,,,1,1168,43.664383,1,1168,,,,1,,,,,,,,"2012",2012,,"Malaysia","Asia","Malaysia",,"Homo sapiens","Human",,,,"Human",,,,,,"2021-01-27T19:58:38.964Z","2021-01-27T19:58:38.964Z"
"11137.1021","Human coronavirus 229E 12MYKL0051",,11137,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;693996;2509480;11137","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Alphacoronavirus;Duvinacovirus;Human coronavirus 229E","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Human coronavirus 229E","Partial","12MYKL0051",,,,,,,,,,,,,,,,,,,,,"2016-03-09T00:00:00Z","26928836",,,,,,"KT359753",,,,,,,,1,1180,43.559322,1,1180,,,,1,,,,,,,,"2012",2012,,"Malaysia","Asia","Malaysia",,"Homo sapiens","Human",,,,"Human",,,,,,"2021-01-27T19:58:38.910Z","2021-01-27T19:58:38.910Z"
"11137.1022","Human coronavirus 229E 12MYKL0052",,11137,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;693996;2509480;11137","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Alphacoronavirus;Duvinacovirus;Human coronavirus 229E","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Human coronavirus 229E","Partial","12MYKL0052",,,,,,,,,,,,,,,,,,,,,"2016-03-09T00:00:00Z","26928836",,,,,,"KT359754",,,,,,,,1,1180,43.728813,1,1180,,,,1,,,,,,,,"2012",2012,,"Malaysia","Asia","Malaysia",,"Homo sapiens","Human",,,,"Human",,,,,,"2021-01-27T19:58:39.020Z","2021-01-27T19:58:39.020Z"
"11137.1023","Human coronavirus 229E 12MYKL0367",,11137,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;693996;2509480;11137","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Alphacoronavirus;Duvinacovirus;Human coronavirus 229E","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Human coronavirus 229E","Partial","12MYKL0367",,,,,,,,,,,,,,,,,,,,,"2016-03-09T00:00:00Z","26928836",,,,,,"KT359758",,,,,,,,1,1180,43.559322,1,1180,,,,1,,,,,,,,"2012",2012,,"Malaysia","Asia","Malaysia",,"Homo sapiens","Human",,,,"Human",,,,,,"2021-01-27T19:58:40.126Z","2021-01-27T19:58:40.126Z"
"11137.1024","Human coronavirus 229E 12MYKL0335",,11137,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;693996;2509480;11137","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Alphacoronavirus;Duvinacovirus;Human coronavirus 229E","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Human coronavirus 229E","Partial","12MYKL0335",,,,,,,,,,,,,,,,,,,,,"2016-03-09T00:00:00Z","26928836",,,,,,"KT359757",,,,,,,,1,1180,43.559322,1,1180,,,,1,,,,,,,,"2012",2012,,"Malaysia","Asia","Malaysia",,"Homo sapiens","Human",,,,"Human",,,,,,"2021-01-27T19:58:40.188Z","2021-01-27T19:58:40.188Z"
"11137.1025","Human coronavirus 229E 12MYKL0415",,11137,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;693996;2509480;11137","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Alphacoronavirus;Duvinacovirus;Human coronavirus 229E","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Human coronavirus 229E","Partial","12MYKL0415",,,,,,,,,,,,,,,,,,,,,"2016-03-09T00:00:00Z","26928836",,,,,,"KT359759",,,,,,,,1,1180,43.38983,1,1180,,,,1,,,,,,,,"2012",2012,,"Malaysia","Asia","Malaysia",,"Homo sapiens","Human",,,,"Human",,,,,,"2021-01-27T19:58:39.743Z","2021-01-27T19:58:39.743Z"
"11137.1026","Human coronavirus 229E 12MYKL0126",,11137,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;693996;2509480;11137","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Alphacoronavirus;Duvinacovirus;Human coronavirus 229E","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Human coronavirus 229E","Partial","12MYKL0126",,,,,,,,,,,,,,,,,,,,,"2016-03-09T00:00:00Z","26928836",,,,,,"KT359756",,,,,,,,1,1180,43.559322,1,1180,,,,1,,,,,,,,"2012",2012,,"Malaysia","Asia","Malaysia",,"Homo sapiens","Human",,,,"Human",,,,,,"2021-01-27T19:58:40.431Z","2021-01-27T19:58:40.431Z"
"11137.1027","Human coronavirus 229E 12MYKL0667",,11137,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;693996;2509480;11137","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Alphacoronavirus;Duvinacovirus;Human coronavirus 229E","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Human coronavirus 229E","Partial","12MYKL0667",,,,,,,,,,,,,,,,,,,,,"2016-03-09T00:00:00Z","26928836",,,,,,"KT359761",,,,,,,,1,1180,43.559322,1,1180,,,,1,,,,,,,,"2012",2012,,"Malaysia","Asia","Malaysia",,"Homo sapiens","Human",,,,"Human",,,,,,"2021-01-27T20:00:41.596Z","2021-01-27T20:00:41.596Z"
"11137.1028","Human coronavirus 229E 12MYKL0543",,11137,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;693996;2509480;11137","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Alphacoronavirus;Duvinacovirus;Human coronavirus 229E","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Human coronavirus 229E","Partial","12MYKL0543",,,,,,,,,,,,,,,,,,,,,"2016-03-09T00:00:00Z","26928836",,,,,,"KT359760",,,,,,,,1,1180,43.559322,1,1180,,,,1,,,,,,,,"2012",2012,,"Malaysia","Asia","Malaysia",,"Homo sapiens","Human",,,,"Human",,,,,,"2021-01-27T20:00:41.190Z","2021-01-27T20:00:41.190Z"
"11137.1029","Human coronavirus 229E 12MYKL1102",,11137,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;693996;2509480;11137","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Alphacoronavirus;Duvinacovirus;Human coronavirus 229E","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Human coronavirus 229E","Partial","12MYKL1102",,,,,,,,,,,,,,,,,,,,,"2016-03-09T00:00:00Z","26928836",,,,,,"KT359763",,,,,,,,1,1180,43.559322,1,1180,,,,1,,,,,,,,"2012",2012,,"Malaysia","Asia","Malaysia",,"Homo sapiens","Human",,,,"Human",,,,,,"2021-01-27T20:00:40.909Z","2021-01-27T20:00:40.909Z"
