virus,subtype,virus_and_subtype,gene,adaptive_subs_per_codon_per_year,lower_95ci,upper_95ci,ci,len_in_codons,adaptive_muts_per_year,lower_95ci_mutspergene,upper_95ci_mutspergene,legible_name,virus_family,color,rna_dna,genome_type,enveloped,transmission,cellular_receptor,fusion_protein_class,legible_rate_percodon,legible_rate_pergene
parainfluenza,1,parainfluenza_1,HN,0.5301824829604939,-0.08076133355131188,1.0682467463132916,"[-0.08076133355131188, 1.0682467463132916]",576,0.30538511018524445,-0.04651852812555564,0.6153101258764561,Parainfluenza-1,paramyxovirus,#ff9000,RNA,Negative-sense RNA,True,Respiratory,Sialic acid,Class I,0.53×10⁻³ muts per codon per year,0.31 muts per year
parainfluenza,1,parainfluenza_1,L,0.12455444892356664,0.021358519468912436,0.24969375959532172,"[0.021358519468912436, 0.24969375959532172]",2224,0.2770090944060122,0.047501347298861255,0.5553189213399955,Parainfluenza-1,paramyxovirus,#ff9000,RNA,Negative-sense RNA,True,Respiratory,Sialic acid,Class I,0.12×10⁻³ muts per codon per year,0.28 muts per year
parainfluenza,3,parainfluenza_3,N,0.12209808748080327,0.0,0.35353779606673746,"[0.0, 0.35353779606673746]",516,0.06300261314009448,0.0,0.18242550277043654,Parainfluenza-3,paramyxovirus,#ffb24e,RNA,Negative-sense RNA,True,Respiratory,Sialic acid,Class I,0.12×10⁻³ muts per codon per year,0.06 muts per year
parainfluenza,3,parainfluenza_3,P,0.12815464994359746,0.00570841955821046,0.275638446791897,"[0.00570841955821046, 0.275638446791897]",603,0.07727725391598926,0.003442176993600907,0.16620998341551388,Parainfluenza-3,paramyxovirus,#ffb24e,RNA,Negative-sense RNA,True,Respiratory,Sialic acid,Class I,0.13×10⁻³ muts per codon per year,0.08 muts per year
parainfluenza,3,parainfluenza_3,C,0.10868547286093148,0.0,0.3577547443350718,"[0.0, 0.3577547443350718]",200,0.021737094572186297,0.0,0.07155094886701437,Parainfluenza-3,paramyxovirus,#ffb24e,RNA,Negative-sense RNA,True,Respiratory,Sialic acid,Class I,0.11×10⁻³ muts per codon per year,0.02 muts per year
parainfluenza,3,parainfluenza_3,M,0.0,0.0,0.0,"[0.0, 0.0]",354,0.0,0.0,0.0,Parainfluenza-3,paramyxovirus,#ffb24e,RNA,Negative-sense RNA,True,Respiratory,Sialic acid,Class I,0.0×10⁻³ muts per codon per year,0.0 muts per year
parainfluenza,3,parainfluenza_3,F,0.08737472821571152,0.0,0.2843842907782046,"[0.0, 0.2843842907782046]",540,0.04718235323648422,0.0,0.15356751702023047,Parainfluenza-3,paramyxovirus,#ffb24e,RNA,Negative-sense RNA,True,Respiratory,Sialic acid,Class I,0.09×10⁻³ muts per codon per year,0.05 muts per year
parainfluenza,3,parainfluenza_3,HN,0.0,0.0,0.0,"[0.0, 0.0]",573,0.0,0.0,0.0,Parainfluenza-3,paramyxovirus,#ffb24e,RNA,Negative-sense RNA,True,Respiratory,Sialic acid,Class I,0.0×10⁻³ muts per codon per year,0.0 muts per year
parainfluenza,3,parainfluenza_3,L,0.01684405083900623,0.0,0.05182895451560882,"[0.0, 0.05182895451560882]",2234,0.03762960957433992,0.0,0.11578588438787012,Parainfluenza-3,paramyxovirus,#ffb24e,RNA,Negative-sense RNA,True,Respiratory,Sialic acid,Class I,0.02×10⁻³ muts per codon per year,0.04 muts per year
h3n2,,h3n2,HA1,3.9680178263073245,2.9588538202053436,4.99468539503025,"[2.9588538202053436, 4.99468539503025]",329,1.3054778648551097,0.9734629068475581,1.6432514949649522,Influenza A/H3N2,orthomyxovirus,#9F2A44,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,3.97×10⁻³ muts per codon per year,1.31 muts per year
h3n2,,h3n2,HA2,1.0497908687777266,0.5150513839070636,1.728545760743127,"[0.5150513839070636, 1.728545760743127]",221,0.2320037819998776,0.11382635584346106,0.382008613124231,Influenza A/H3N2,orthomyxovirus,#9F2A44,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,1.05×10⁻³ muts per codon per year,0.23 muts per year
h3n2,,h3n2,NA,2.288702348225223,1.6006689708133006,2.8676091850698433,"[1.6006689708133006, 2.8676091850698433]",469,1.0734014013176298,0.7507137473114379,1.3449087077977564,Influenza A/H3N2,orthomyxovirus,#9F2A44,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,2.29×10⁻³ muts per codon per year,1.07 muts per year
h3n2,,h3n2,NP,0.5796233036036386,0.1660515068897507,1.0092300242781285,"[0.1660515068897507, 1.0092300242781285]",499,0.28923202849821567,0.0828597019379856,0.5036057821147861,Influenza A/H3N2,orthomyxovirus,#9F2A44,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.58×10⁻³ muts per codon per year,0.29 muts per year
h3n2,,h3n2,PA,0.45036859836227816,0.1806883163200019,0.7353810658992417,"[0.1806883163200019, 0.7353810658992417]",717,0.3229142850257534,0.12955352280144136,0.5272682242497563,Influenza A/H3N2,orthomyxovirus,#9F2A44,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.45×10⁻³ muts per codon per year,0.32 muts per year
h3n2,,h3n2,PB1,0.3804195219421517,0.2019456795663166,0.587181685626881,"[0.2019456795663166, 0.587181685626881]",758,0.288357997632151,0.153074825111268,0.4450837177051758,Influenza A/H3N2,orthomyxovirus,#9F2A44,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.38×10⁻³ muts per codon per year,0.29 muts per year
h3n2,,h3n2,PB2,0.3674116195462716,0.13930423527506805,0.5769674595938113,"[0.13930423527506805, 0.5769674595938113]",760,0.2792328308551664,0.10587121880905172,0.4384952692912966,Influenza A/H3N2,orthomyxovirus,#9F2A44,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.37×10⁻³ muts per codon per year,0.28 muts per year
h1n1pdm,,h1n1pdm,HA1,3.219679667857635,1.4684420732961403,6.400207020752558,"[1.4684420732961403, 6.400207020752558]",327,1.0528352513894468,0.4801805579678379,2.0928676957860866,Influenza A/H1N1pdm,orthomyxovirus,#CC415A,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,3.22×10⁻³ muts per codon per year,1.05 muts per year
h1n1pdm,,h1n1pdm,HA2,0.5689255351836264,0.0,2.022570696989094,"[0.0, 2.022570696989094]",222,0.12630146881076507,0.0,0.44901069473157884,Influenza A/H1N1pdm,orthomyxovirus,#CC415A,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.57×10⁻³ muts per codon per year,0.13 muts per year
h1n1pdm,,h1n1pdm,NA,3.8018953530486717,2.4016024400236167,5.903310058275602,"[2.4016024400236167, 5.903310058275602]",470,1.7868908159328758,1.1287531468110998,2.7745557273895334,Influenza A/H1N1pdm,orthomyxovirus,#CC415A,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,3.8×10⁻³ muts per codon per year,1.79 muts per year
h1n1pdm,,h1n1pdm,NP,0.7072880019082438,0.019694308281758777,1.7753273834665735,"[0.019694308281758777, 1.7753273834665735]",499,0.3529367129522137,0.00982745983259763,0.8858883643498202,Influenza A/H1N1pdm,orthomyxovirus,#CC415A,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.71×10⁻³ muts per codon per year,0.35 muts per year
h1n1pdm,,h1n1pdm,PA,0.26615177771860377,-0.02870383601389914,1.0473871180997145,"[-0.02870383601389914, 1.0473871180997145]",717,0.1908308246242389,-0.020580650421965684,0.7509765636774953,Influenza A/H1N1pdm,orthomyxovirus,#CC415A,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.27×10⁻³ muts per codon per year,0.19 muts per year
h1n1pdm,,h1n1pdm,PB1,0.2579977225161696,0.00011188686378259515,0.5514758267754997,"[0.00011188686378259515, 0.5514758267754997]",758,0.19556227366725656,8.481024274720712e-05,0.4180186766958287,Influenza A/H1N1pdm,orthomyxovirus,#CC415A,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.26×10⁻³ muts per codon per year,0.2 muts per year
h1n1pdm,,h1n1pdm,PB2,1.1623143447086834,0.3709755634958223,2.3332774670947725,"[0.3709755634958223, 2.3332774670947725]",760,0.8833589019785995,0.2819414282568249,1.773290874992027,Influenza A/H1N1pdm,orthomyxovirus,#CC415A,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,1.16×10⁻³ muts per codon per year,0.88 muts per year
vic,,vic,HA1,1.1534834193373809,0.5371777048905576,1.7054541798505731,"[0.5371777048905576, 1.7054541798505731]",346,0.3991052630907338,0.18586348589213292,0.5900871462282983,Influenza B/Vic,orthomyxovirus,#E06E85,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,1.15×10⁻³ muts per codon per year,0.4 muts per year
vic,,vic,HA2,0.44745108872105754,0.11805571654382999,1.032398870972455,"[0.11805571654382999, 1.032398870972455]",225,0.10067649496223795,0.026562536222361745,0.2322897459688024,Influenza B/Vic,orthomyxovirus,#E06E85,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.45×10⁻³ muts per codon per year,0.1 muts per year
vic,,vic,NA,0.9605471354315281,0.3615530424954379,1.460838412157235,"[0.3615530424954379, 1.460838412157235]",467,0.44857551224652364,0.1688452708453695,0.6822115384774288,Influenza B/Vic,orthomyxovirus,#E06E85,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.96×10⁻³ muts per codon per year,0.45 muts per year
vic,,vic,NP,1.3323742985124145,0.6739250883407216,2.018348781574595,"[0.6739250883407216, 2.018348781574595]",561,0.7474619814654645,0.3780719745591449,1.1322936664633478,Influenza B/Vic,orthomyxovirus,#E06E85,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,1.33×10⁻³ muts per codon per year,0.75 muts per year
vic,,vic,PA,0.3736082648802776,0.05337788803334825,0.8613205269162453,"[0.05337788803334825, 0.8613205269162453]",727,0.2716132085679618,0.03880572460024418,0.6261800230681104,Influenza B/Vic,orthomyxovirus,#E06E85,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.37×10⁻³ muts per codon per year,0.27 muts per year
vic,,vic,PB1,0.15156925192387774,0.0023655998857976504,0.31541866857078404,"[0.0023655998857976504, 0.31541866857078404]",753,0.11413164669867995,0.0017812967140056308,0.2375102574338004,Influenza B/Vic,orthomyxovirus,#E06E85,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.15×10⁻³ muts per codon per year,0.11 muts per year
vic,,vic,PB2,0.10586340873117782,0.0,0.3723669267327718,"[0.0, 0.3723669267327718]",771,0.08162068813173809,0.0,0.28709490051096703,Influenza B/Vic,orthomyxovirus,#E06E85,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.11×10⁻³ muts per codon per year,0.08 muts per year
yam,,yam,HA1,1.5005224136436983,0.5579713024604996,2.221057553942913,"[0.5579713024604996, 2.221057553942913]",346,0.5191807551207196,0.19305807065133287,0.7684859136642479,Influenza B/Yam,orthomyxovirus,#ED9AB0,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,1.5×10⁻³ muts per codon per year,0.52 muts per year
yam,,yam,HA2,0.0,0.0,0.0,"[0.0, 0.0]",224,0.0,0.0,0.0,Influenza B/Yam,orthomyxovirus,#ED9AB0,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.0×10⁻³ muts per codon per year,0.0 muts per year
yam,,yam,NA,1.086974277193147,0.5464738492327479,1.7286528325402912,"[0.5464738492327479, 1.7286528325402912]",467,0.5076169874491997,0.25520328759169325,0.807280872796316,Influenza B/Yam,orthomyxovirus,#ED9AB0,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,1.09×10⁻³ muts per codon per year,0.51 muts per year
yam,,yam,NP,0.3000828877585942,0.045131752954343005,0.7134802209804806,"[0.045131752954343005, 0.7134802209804806]",561,0.16834650003257134,0.025318913407386425,0.4002624039700496,Influenza B/Yam,orthomyxovirus,#ED9AB0,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.3×10⁻³ muts per codon per year,0.17 muts per year
yam,,yam,PA,0.15982047267237967,-0.04000874905383969,0.38338098154698685,"[-0.04000874905383969, 0.38338098154698685]",727,0.11618948363282001,-0.029086360562141457,0.27871797358465944,Influenza B/Yam,orthomyxovirus,#ED9AB0,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.16×10⁻³ muts per codon per year,0.12 muts per year
yam,,yam,PB1,0.10491098460295935,-0.00705053002780142,0.2730279027767181,"[-0.00705053002780142, 0.2730279027767181]",753,0.07899797140602838,-0.00530904911093447,0.20559001079086875,Influenza B/Yam,orthomyxovirus,#ED9AB0,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.1×10⁻³ muts per codon per year,0.08 muts per year
yam,,yam,PB2,0.03888627500190019,-0.06620825219423403,0.15199081212878018,"[-0.06620825219423403, 0.15199081212878018]",771,0.029981318026465052,-0.051046562441754435,0.11718491615128952,Influenza B/Yam,orthomyxovirus,#ED9AB0,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.04×10⁻³ muts per codon per year,0.03 muts per year
influenzaC,Mississippi,influenzaC_Mississippi,PB2,0.016258156861020806,0.0,0.07375542954896204,"[0.0, 0.07375542954896204]",775,0.012600071567291125,0.0,0.05716045790044558,Influenza C/Mississippi,orthomyxovirus,#c40062,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.02×10⁻³ muts per codon per year,0.01 muts per year
influenzaC,Mississippi,influenzaC_Mississippi,PB1,0.008451390505888758,0.0,0.025354171517666266,"[0.0, 0.025354171517666266]",755,0.0063807998319460124,0.0,0.01914239949583803,Influenza C/Mississippi,orthomyxovirus,#c40062,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.01×10⁻³ muts per codon per year,0.01 muts per year
influenzaC,Mississippi,influenzaC_Mississippi,P3,0.07750857498967488,0.0039587064388403245,0.22760072285669156,"[0.0039587064388403245, 0.22760072285669156]",710,0.05503108824266916,0.0028106815715766304,0.16159651322825103,Influenza C/Mississippi,orthomyxovirus,#c40062,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.08×10⁻³ muts per codon per year,0.06 muts per year
influenzaC,Mississippi,influenzaC_Mississippi,HEF1,0.0,0.0,0.0,"[0.0, 0.0]",432,0.0,0.0,0.0,Influenza C/Mississippi,orthomyxovirus,#c40062,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.0×10⁻³ muts per codon per year,0.0 muts per year
influenzaC,Mississippi,influenzaC_Mississippi,HEF2,0.3147363349622996,0.0,0.7494476990393796,"[0.0, 0.7494476990393796]",209,0.06577989400712062,0.0,0.15663456909923032,Influenza C/Mississippi,orthomyxovirus,#c40062,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.31×10⁻³ muts per codon per year,0.07 muts per year
influenzaC,Mississippi,influenzaC_Mississippi,NP,0.003237174376206778,-0.007566866593153074,0.02546918034304804,"[-0.007566866593153074, 0.02546918034304804]",566,0.0018322406969330364,-0.00428284649172464,0.01441555607416519,Influenza C/Mississippi,orthomyxovirus,#c40062,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.0×10⁻³ muts per codon per year,0.0 muts per year
influenzaC,Mississippi,influenzaC_Mississippi,M,0.17391501250269348,-0.0006906684441555091,0.3864144005047603,"[-0.0006906684441555091, 0.3864144005047603]",319,0.05547888898835922,-0.0002203232336856074,0.12326619376101852,Influenza C/Mississippi,orthomyxovirus,#c40062,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.17×10⁻³ muts per codon per year,0.06 muts per year
influenzaC,Mississippi,influenzaC_Mississippi,NS,0.03162118820456747,-0.17144806615358196,0.2544309338407779,"[-0.17144806615358196, 0.2544309338407779]",247,0.007810433486528165,-0.04234767233993474,0.06284444065867215,Influenza C/Mississippi,orthomyxovirus,#c40062,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.03×10⁻³ muts per codon per year,0.01 muts per year
influenzaC,Yamagata,influenzaC_Yamagata,PB2,0.003353928559393703,0.0,0.0110066935562385,"[0.0, 0.0110066935562385]",775,0.00259929463353012,0.0,0.008530187506084837,Influenza C/Yamagata,orthomyxovirus,#eb0076,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.0×10⁻³ muts per codon per year,0.0 muts per year
influenzaC,Yamagata,influenzaC_Yamagata,PB1,0.1035257988101069,0.001587710729170107,0.23788600138637206,"[0.001587710729170107, 0.23788600138637206]",755,0.07816197810163071,0.001198721600523431,0.1796039310467109,Influenza C/Yamagata,orthomyxovirus,#eb0076,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.1×10⁻³ muts per codon per year,0.08 muts per year
influenzaC,Yamagata,influenzaC_Yamagata,P3,0.03295044642990707,-0.018150519629851616,0.11906639155188854,"[-0.018150519629851616, 0.11906639155188854]",710,0.023394816965234017,-0.012886868937194648,0.08453713800184086,Influenza C/Yamagata,orthomyxovirus,#eb0076,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.03×10⁻³ muts per codon per year,0.02 muts per year
influenzaC,Yamagata,influenzaC_Yamagata,HEF1,0.4212584098117445,0.21933647878673398,0.6671577228933111,"[0.21933647878673398, 0.6671577228933111]",432,0.18198363303867363,0.09475335883586908,0.2882121362899104,Influenza C/Yamagata,orthomyxovirus,#eb0076,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.42×10⁻³ muts per codon per year,0.18 muts per year
influenzaC,Yamagata,influenzaC_Yamagata,HEF2,0.3325514776473431,0.0,0.7659409321624935,"[0.0, 0.7659409321624935]",209,0.06950325882829471,0.0,0.16008165482196113,Influenza C/Yamagata,orthomyxovirus,#eb0076,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.33×10⁻³ muts per codon per year,0.07 muts per year
influenzaC,Yamagata,influenzaC_Yamagata,NP,0.07776966055029894,0.001900176126669947,0.18937215054048215,"[0.001900176126669947, 0.18937215054048215]",566,0.04401762787146919,0.00107549968769519,0.1071846372059129,Influenza C/Yamagata,orthomyxovirus,#eb0076,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.08×10⁻³ muts per codon per year,0.04 muts per year
influenzaC,Yamagata,influenzaC_Yamagata,M,0.02810718388443543,0.0,0.06639061911492403,"[0.0, 0.06639061911492403]",319,0.008966191659134901,0.0,0.021178607497660765,Influenza C/Yamagata,orthomyxovirus,#eb0076,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.03×10⁻³ muts per codon per year,0.01 muts per year
influenzaC,Yamagata,influenzaC_Yamagata,NS,0.12341576931562874,0.0,0.340845192043466,"[0.0, 0.340845192043466]",247,0.030483695020960298,0.0,0.08418876243473611,Influenza C/Yamagata,orthomyxovirus,#eb0076,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.12×10⁻³ muts per codon per year,0.03 muts per year
oc43,A,oc43_A,Orf1ab,0.12023538637485856,0.06543534250912131,0.18917397891610974,"[0.06543534250912131, 0.18917397891610974]",7096,0.8531903017159964,0.4643291904447248,1.3423785543887148,OC43-A,coronavirus,#208288,RNA,Positive-sense RNA,True,Respiratory,Sialic acid,Class I,0.12×10⁻³ muts per codon per year,0.85 muts per year
oc43,A,oc43_A,RdRp,0.04348360015346514,0.0,0.14869271461344202,"[0.0, 0.14869271461344202]",928,0.04035278094241565,0.0,0.1379868391612742,OC43-A,coronavirus,#208288,RNA,Positive-sense RNA,True,Respiratory,Sialic acid,Class I,0.04×10⁻³ muts per codon per year,0.04 muts per year
oc43,A,oc43_A,HE,0.39906443793025526,0.02721523497325857,0.7454602802726862,"[0.02721523497325857, 0.7454602802726862]",425,0.1696023861203585,0.011566474863634891,0.31682061911589166,OC43-A,coronavirus,#208288,RNA,Positive-sense RNA,True,Respiratory,Sialic acid,Class I,0.4×10⁻³ muts per codon per year,0.17 muts per year
oc43,A,oc43_A,S1,1.6119526392438501,0.9977507297631633,2.4672831789426946,"[0.9977507297631633, 2.4672831789426946]",753,1.2138003373506192,0.751306299511662,1.857864233743849,OC43-A,coronavirus,#208288,RNA,Positive-sense RNA,True,Respiratory,Sialic acid,Class I,1.61×10⁻³ muts per codon per year,1.21 muts per year
