Accession	Virus	Author	Publication_Title	Journal	Database
MW587038	229E	Shi,M., Zhao,S., Yu,B., Wu,W.-C., Hu,Y., Tian,J.-H., Yin,W., Ni,F., Hu,H.-L., Geng,S., Tan,L., Peng,Y., Wu,F., Song,Z.-G., Chen,Y.-M., Wang,W., Holmes,E.C. and Zhang,Y.-Z.	Characterization of Total Respiratory Infectomes in pre-COVID-19 Wuhan, China	Unpublished	ViPR-BRC, Genbank
OK073077	229E	Shao,N., Zhang,T. and Yang,F.	Molecular Evolution of Human Coronavirus NL63, 229E, HKU1 and OC43 in Hospitalized Children in China	Unpublished	ViPR-BRC, Genbank
OK073078	229E	Shao,N., Zhang,T. and Yang,F.	Molecular Evolution of Human Coronavirus NL63, 229E, HKU1 and OC43 in Hospitalized Children in China	Unpublished	ViPR-BRC, Genbank
OK073079	229E	Shao,N., Zhang,T. and Yang,F.	Molecular Evolution of Human Coronavirus NL63, 229E, HKU1 and OC43 in Hospitalized Children in China	Unpublished	ViPR-BRC, Genbank
OK073082	229E	Shao,N., Zhang,T. and Yang,F.	Molecular Evolution of Human Coronavirus NL63, 229E, HKU1 and OC43 in Hospitalized Children in China	Unpublished	ViPR-BRC, Genbank
OK073083	229E	Shao,N., Zhang,T. and Yang,F.	Molecular Evolution of Human Coronavirus NL63, 229E, HKU1 and OC43 in Hospitalized Children in China	Unpublished	ViPR-BRC, Genbank
OK073084	229E	Shao,N., Zhang,T. and Yang,F.	Molecular Evolution of Human Coronavirus NL63, 229E, HKU1 and OC43 in Hospitalized Children in China	Unpublished	ViPR-BRC, Genbank
MW532104	229E	Wang,Y., Zhang,Z., Zhang,L., Zhang,S. and Zhao,J.	Direct Submission	Submitted (24-JAN-2021) The First Affiliated Hospital of Guangzhou Medical University, State Key Laboratory of Respiratory Disease, Guangzhou Institute of Respiratory Health, No. 195 Dongfeng Xi Road, Yuexiu District, Guangzhou, Guangdong 510182, China	ViPR-BRC, Genbank
MT797634	229E	Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y. and Woo,P.C.Y.	Molecular Evolution of Human Coronavirus 229E in Hong Kong and a Fatal COVID-19 Case Involving Coinfection with a Novel Human Coronavirus 229E Genogroup	mSphere (2021) In press	ViPR-BRC, Genbank
MW532103	229E	Wang,Y., Zhang,Z., Zhang,L., Zhang,S. and Zhao,J.	Direct Submission	Submitted (24-JAN-2021) The First Affiliated Hospital of Guangzhou Medical University, State Key Laboratory of Respiratory Disease, Guangzhou Institute of Respiratory Health, No. 195 Dongfeng Xi Road, Yuexiu District, Guangzhou, Guangdong 510182, China	ViPR-BRC, Genbank
MN369046	229E	Lin,M.J., Tait,A. and Greninger,A.L.	Genome sequences of clinical viruses from UW Virology	Unpublished	ViPR-BRC, Genbank
LC654445	229E	Shirato,K., Kakizaki,M., Tomita,Y., Kawase,M. and Takeda,M.	Detection of the ORF1 Gene Is an Indicator of the Possible Isolation of Severe Acute Respiratory Syndrome Coronavirus 2	Pathogens 11 (3), 302 (2022)	ViPR-BRC, Genbank
KY369912	229E	Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C. and Jerome,K.R.	Direct Submission	Submitted (16-DEC-2016) Lab Medicine, UW, 1616 Eastlake Avenue, Suite 320, Seattle, WA 98102, USA	ViPR-BRC, Genbank
KY369914	229E	Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C. and Jerome,K.R.	Direct Submission	Submitted (17-DEC-2016) Lab Medicine, UW, 1616 Eastlake Avenue, Suite 320, Seattle, WA 98102, USA	ViPR-BRC, Genbank
MW587035	229E	Shi,M., Zhao,S., Yu,B., Wu,W.-C., Hu,Y., Tian,J.-H., Yin,W., Ni,F., Hu,H.-L., Geng,S., Tan,L., Peng,Y., Wu,F., Song,Z.-G., Chen,Y.-M., Wang,W., Holmes,E.C. and Zhang,Y.-Z.	Characterization of Total Respiratory Infectomes in pre-COVID-19 Wuhan, China	Unpublished	ViPR-BRC, Genbank
MW587036	229E	Shi,M., Zhao,S., Yu,B., Wu,W.-C., Hu,Y., Tian,J.-H., Yin,W., Ni,F., Hu,H.-L., Geng,S., Tan,L., Peng,Y., Wu,F., Song,Z.-G., Chen,Y.-M., Wang,W., Holmes,E.C. and Zhang,Y.-Z.	Characterization of Total Respiratory Infectomes in pre-COVID-19 Wuhan, China	Unpublished	ViPR-BRC, Genbank
ON791801	229E	Sereewit,J., Xie,H. and Greninger,A.	genome sequences of clinical viruses from UW Virology	Unpublished	ViPR-BRC, Genbank
JX503060	229E	Farsani,S.M., Dijkman,R., Jebbink,M.F., Goossens,H., Ieven,M., Deijs,M., Molenkamp,R. and van der Hoek,L.	The first complete genome sequences of clinical isolates of human coronavirus 229E	Virus Genes 45 (3), 433-439 (2012)	ViPR-BRC, Genbank
KY996417	229E	Bonny,T.S., Yezli,S. and Lednicky,J.A.	Isolation and identification of human coronavirus 229E from frequently touched environmental surfaces of a university classroom that is cleaned daily	Am J Infect Control (2017) In press	ViPR-BRC, Genbank
MW532106	229E	Wang,Y., Zhang,Z., Zhang,L., Zhang,S. and Zhao,J.	Direct Submission	Submitted (24-JAN-2021) The First Affiliated Hospital of Guangzhou Medical University, State Key Laboratory of Respiratory Disease, Guangzhou Institute of Respiratory Health, No. 195 Dongfeng Xi Road, Yuexiu District, Guangzhou, Guangdong 510182, China	ViPR-BRC, Genbank
MW532107	229E	Wang,Y., Zhang,Z., Zhang,L., Zhang,S. and Zhao,J.	Direct Submission	Submitted (24-JAN-2021) The First Affiliated Hospital of Guangzhou Medical University, State Key Laboratory of Respiratory Disease, Guangzhou Institute of Respiratory Health, No. 195 Dongfeng Xi Road, Yuexiu District, Guangzhou, Guangdong 510182, China	ViPR-BRC, Genbank
AB691767	229E	Shirato,K., Kawase,M., Watanabe,O., Hirokawa,C., Matsuyama,S., Nishimura,H. and Taguchi,F.	Differences in neutralizing antigenicity between laboratory and clinical isolates of HCoV-229E isolated in Japan in 2004-2008 depend on the S1 region sequence of the spike protein	J Gen Virol 93 (Pt 9), 1908-1917 (2012)	ViPR-BRC, Genbank
OK073080	229E	Shao,N., Zhang,T. and Yang,F.	Molecular Evolution of Human Coronavirus NL63, 229E, HKU1 and OC43 in Hospitalized Children in China	Unpublished	ViPR-BRC, Genbank
OK073081	229E	Shao,N., Zhang,T. and Yang,F.	Molecular Evolution of Human Coronavirus NL63, 229E, HKU1 and OC43 in Hospitalized Children in China	Unpublished	ViPR-BRC, Genbank
MT438700	229E	Dinwiddie,D.L., Dehority,W.N., Schwalm,K.C., Kothari,A., Storm,E., Thompson,T., Putt,C., Pomeroy,K., Young,S.A., Domman,D. and Kennedy,J.L.	Clinical, Genomic, and Phylogenetic Characterization of Common Human Coronaviruses from New Mexico and Arkansas	Unpublished	ViPR-BRC, Genbank
KY674919	229E	Ogimi,C., Greninger,A.L., Waghmare,A.A., Kuypers,J.M., Shean,R.C., Xie,H., Leisenring,W.M., Stevens-Ayers,T.L., Jerome,K.R., Englund,J.A. and Boeckh,M.	Prolonged Shedding of Human Coronavirus in Hematopoietic Cell Transplant Recipients: Risk Factors and Viral Genome Evolution	J Infect Dis 216 (2), 203-209 (2017)	ViPR-BRC, Genbank
KY369910	229E	Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C. and Jerome,K.R.	Direct Submission	Submitted (16-DEC-2016) Lab Medicine, UW, 1616 Eastlake Avenue, Suite 320, Seattle, WA 98102, USA	ViPR-BRC, Genbank
KY369911	229E	Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C. and Jerome,K.R.	Direct Submission	Submitted (16-DEC-2016) Lab Medicine, UW, 1616 Eastlake Avenue, Suite 320, Seattle, WA 98102, USA	ViPR-BRC, Genbank
MT438696	229E	Dinwiddie,D.L., Dehority,W.N., Schwalm,K.C., Kothari,A., Storm,E., Thompson,T., Putt,C., Pomeroy,K., Young,S.A., Domman,D. and Kennedy,J.L.	Clinical, Genomic, and Phylogenetic Characterization of Common Human Coronaviruses from New Mexico and Arkansas	Unpublished	ViPR-BRC, Genbank
MH828489	229E	Lu,L., Robertson,G., Ashworth,J., Pham Hong,A., Shi,T., Ivens,A., Thwaites,G., Baker,S. and Woolhouse,M.	Epidemiology and Phylogenetic Analysis of Viral Respiratory Infections in Vietnam	Front Microbiol 11, 833 (2020)	ViPR-BRC, Genbank
JX503061	229E	Farsani,S.M., Dijkman,R., Jebbink,M.F., Goossens,H., Ieven,M., Deijs,M., Molenkamp,R. and van der Hoek,L.	The first complete genome sequences of clinical isolates of human coronavirus 229E	Virus Genes 45 (3), 433-439 (2012)	ViPR-BRC, Genbank
KF514429	229E	Town,C.D., Halpin,R.A., Ransier,A., Fedorova,N., Tsitrin,T., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Talbot,H.K., Wentworth,D.E. and Williams,J.V.	Direct Submission	Submitted (29-JUL-2013) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
KF514430	229E	Town,C.D., Halpin,R.A., Ransier,A., Fedorova,N., Tsitrin,T., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Talbot,H.K., Wentworth,D.E. and Williams,J.V.	Direct Submission	Submitted (29-JUL-2013) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
KF514432	229E	Town,C.D., Halpin,R.A., Ransier,A., Fedorova,N., Tsitrin,T., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Talbot,H.K., Wentworth,D.E. and Williams,J.V.	Direct Submission	Submitted (29-JUL-2013) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
KF514433	229E	Town,C.D., Halpin,R.A., Ransier,A., Fedorova,N., Tsitrin,T., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Talbot,H.K., Wentworth,D.E. and Williams,J.V.	Direct Submission	Submitted (29-JUL-2013) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
KF514431	229E	Town,C.D., Halpin,R.A., Ransier,A., Fedorova,N., Tsitrin,T., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Talbot,H.K., Wentworth,D.E. and Williams,J.V.	Direct Submission	Submitted (29-JUL-2013) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
AB691764	229E	Shirato,K., Kawase,M., Watanabe,O., Hirokawa,C., Matsuyama,S., Nishimura,H. and Taguchi,F.	Differences in neutralizing antigenicity between laboratory and clinical isolates of HCoV-229E isolated in Japan in 2004-2008 depend on the S1 region sequence of the spike protein	J Gen Virol 93 (Pt 9), 1908-1917 (2012)	ViPR-BRC, Genbank
AB691765	229E	Shirato,K., Kawase,M., Watanabe,O., Hirokawa,C., Matsuyama,S., Nishimura,H. and Taguchi,F.	Differences in neutralizing antigenicity between laboratory and clinical isolates of HCoV-229E isolated in Japan in 2004-2008 depend on the S1 region sequence of the spike protein	J Gen Virol 93 (Pt 9), 1908-1917 (2012)	ViPR-BRC, Genbank
AB691766	229E	Shirato,K., Kawase,M., Watanabe,O., Hirokawa,C., Matsuyama,S., Nishimura,H. and Taguchi,F.	Differences in neutralizing antigenicity between laboratory and clinical isolates of HCoV-229E isolated in Japan in 2004-2008 depend on the S1 region sequence of the spike protein	J Gen Virol 93 (Pt 9), 1908-1917 (2012)	ViPR-BRC, Genbank
MW039392	229E	Puglia,I., Curini,V., Berjaoui,S., Delli Compagni,E., Baca,F., Decaro,N., Marcacci,M. and Lorusso,A.	Direct Submission	Submitted (24-SEP-2020) Virology Unit, Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Campo Boario, Teramo 64100, Italy	ViPR-BRC, Genbank
AF304460	229E	Thiel,V., Herold,J., Schelle,B. and Siddell,S.G.	Infectious RNA transcribed in vitro from a cDNA copy of the human coronavirus genome cloned in vaccinia virus	J. Gen. Virol. 82 (Pt 6), 1273-1281 (2001)	ViPR-BRC, Genbank
X69721	229E	Herold,J., Raabe,T., Schelle-Prinz,B. and Siddell,S.G.	Nucleotide sequence of the human coronavirus 229E RNA polymerase locus	Virology 195 (2), 680-691 (1993)	ViPR-BRC, Genbank
MZ712010	229E	Choi,S., Kim,K.W., Ku,K.B., Kim,S.J., Park,C., Park,D., Kim,S. and Yi,H.	Human Alphacoronavirus Universal Primers for Genome Amplification and Sequencing	Front Microbiol 13, 789665 (2022)	ViPR-BRC, Genbank
OK662398	229E	Kolehmainen,P., Jalkanen,P., Heroum,J., Huttunen,M., Toivonen,L., Smura,T., Kakkola,L., Tauriainen,S., Peltola,V. and Julkunen,I.	Serological follow-up study indicates high seasonal coronavirus infection and reinfection rates in early childhood	Unpublished	ViPR-BRC, Genbank
OK625404	229E	Yi,H.	Direct Submission	Submitted (20-OCT-2021) School of Biosystem and Biomedical Science, Korea University, Anam-ro 145, Seongbuk-gu, Seoul 02841, South Korea	ViPR-BRC, Genbank
KF293664	229E	Lundin,A., Dijkman,R., Bergstrom,T., Kann,N., Adamiak,B., Hannoun,C., Kindler,E., Jonsdottir,H., Muth,D., Muller,M., Drosten,C., Thiel,V. and Trybala,E.	A Novel Inhibitor of Human Coronavirus 229E Infectivity Targeting the Membrane-bound Viral RNA Synthesis	Unpublished	ViPR-BRC, Genbank
KF293665	229E	Lundin,A., Dijkman,R., Bergstrom,T., Kann,N., Adamiak,B., Hannoun,C., Kindler,E., Jonsdottir,H., Muth,D., Muller,M., Drosten,C., Thiel,V. and Trybala,E.	A Novel Inhibitor of Human Coronavirus 229E Infectivity Targeting the Membrane-bound Viral RNA Synthesis	Unpublished	ViPR-BRC, Genbank
KF293666	229E	Lundin,A., Dijkman,R., Bergstrom,T., Kann,N., Adamiak,B., Hannoun,C., Kindler,E., Jonsdottir,H., Muth,D., Muller,M., Drosten,C., Thiel,V. and Trybala,E.	A Novel Inhibitor of Human Coronavirus 229E Infectivity Targeting the Membrane-bound Viral RNA Synthesis	Unpublished	ViPR-BRC, Genbank
KF514429	229E	Town,C.D., Halpin,R.A., Ransier,A., Fedorova,N., Tsitrin,T., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Talbot,H.K., Wentworth,D.E. and Williams,J.V.	Direct Submission	Submitted (29-JUL-2013) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
KF514430	229E	Town,C.D., Halpin,R.A., Ransier,A., Fedorova,N., Tsitrin,T., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Talbot,H.K., Wentworth,D.E. and Williams,J.V.	Direct Submission	Submitted (29-JUL-2013) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
KF514432	229E	Town,C.D., Halpin,R.A., Ransier,A., Fedorova,N., Tsitrin,T., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Talbot,H.K., Wentworth,D.E. and Williams,J.V.	Direct Submission	Submitted (29-JUL-2013) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
KF514433	229E	Town,C.D., Halpin,R.A., Ransier,A., Fedorova,N., Tsitrin,T., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Talbot,H.K., Wentworth,D.E. and Williams,J.V.	Direct Submission	Submitted (29-JUL-2013) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
KF514431	229E	Town,C.D., Halpin,R.A., Ransier,A., Fedorova,N., Tsitrin,T., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Talbot,H.K., Wentworth,D.E. and Williams,J.V.	Direct Submission	Submitted (29-JUL-2013) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
JX503060	229E	Farsani,S.M., Dijkman,R., Jebbink,M.F., Goossens,H., Ieven,M., Deijs,M., Molenkamp,R. and van der Hoek,L.	The first complete genome sequences of clinical isolates of human coronavirus 229E	Virus Genes 45 (3), 433-439 (2012)	ViPR-BRC, Genbank
KY996417	229E	Bonny,T.S., Yezli,S. and Lednicky,J.A.	Isolation and identification of human coronavirus 229E from frequently touched environmental surfaces of a university classroom that is cleaned daily	Am J Infect Control (2017) In press	ViPR-BRC, Genbank
MW532106	229E	Wang,Y., Zhang,Z., Zhang,L., Zhang,S. and Zhao,J.	Direct Submission	Submitted (24-JAN-2021) The First Affiliated Hospital of Guangzhou Medical University, State Key Laboratory of Respiratory Disease, Guangzhou Institute of Respiratory Health, No. 195 Dongfeng Xi Road, Yuexiu District, Guangzhou, Guangdong 510182, China	ViPR-BRC, Genbank
MW532107	229E	Wang,Y., Zhang,Z., Zhang,L., Zhang,S. and Zhao,J.	Direct Submission	Submitted (24-JAN-2021) The First Affiliated Hospital of Guangzhou Medical University, State Key Laboratory of Respiratory Disease, Guangzhou Institute of Respiratory Health, No. 195 Dongfeng Xi Road, Yuexiu District, Guangzhou, Guangdong 510182, China	ViPR-BRC, Genbank
AB691767	229E	Shirato,K., Kawase,M., Watanabe,O., Hirokawa,C., Matsuyama,S., Nishimura,H. and Taguchi,F.	Differences in neutralizing antigenicity between laboratory and clinical isolates of HCoV-229E isolated in Japan in 2004-2008 depend on the S1 region sequence of the spike protein	J Gen Virol 93 (Pt 9), 1908-1917 (2012)	ViPR-BRC, Genbank
KY674919	229E	Ogimi,C., Greninger,A.L., Waghmare,A.A., Kuypers,J.M., Shean,R.C., Xie,H., Leisenring,W.M., Stevens-Ayers,T.L., Jerome,K.R., Englund,J.A. and Boeckh,M.	Prolonged Shedding of Human Coronavirus in Hematopoietic Cell Transplant Recipients: Risk Factors and Viral Genome Evolution	J Infect Dis 216 (2), 203-209 (2017)	ViPR-BRC, Genbank
AB691764	229E	Shirato,K., Kawase,M., Watanabe,O., Hirokawa,C., Matsuyama,S., Nishimura,H. and Taguchi,F.	Differences in neutralizing antigenicity between laboratory and clinical isolates of HCoV-229E isolated in Japan in 2004-2008 depend on the S1 region sequence of the spike protein	J Gen Virol 93 (Pt 9), 1908-1917 (2012)	ViPR-BRC, Genbank
AB691765	229E	Shirato,K., Kawase,M., Watanabe,O., Hirokawa,C., Matsuyama,S., Nishimura,H. and Taguchi,F.	Differences in neutralizing antigenicity between laboratory and clinical isolates of HCoV-229E isolated in Japan in 2004-2008 depend on the S1 region sequence of the spike protein	J Gen Virol 93 (Pt 9), 1908-1917 (2012)	ViPR-BRC, Genbank
