Accession	Virus	Author	Publication_Title	Journal	Database
MW815996	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW815997	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW815998	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW815999	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816000	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816001	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816002	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816003	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816004	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816005	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816006	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816007	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816008	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816009	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816010	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816011	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816012	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816013	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816014	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816015	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816016	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816017	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816018	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816019	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816020	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816021	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816022	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816023	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816024	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816025	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816026	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816027	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816028	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816029	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816030	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816031	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816032	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816033	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816034	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816035	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816036	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816037	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816038	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816039	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816040	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816041	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816042	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816043	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816044	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816045	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816046	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816047	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816048	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816049	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816050	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816051	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816052	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816053	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816054	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816055	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816056	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816057	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816058	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816059	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816060	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816061	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816062	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816063	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816064	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816065	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816066	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816067	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816068	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816069	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816070	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816071	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816072	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816073	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816074	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816075	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816076	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816077	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816078	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816079	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816081	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816082	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816083	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816084	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816085	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816086	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816087	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816088	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816089	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816090	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816091	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816092	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816093	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816094	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816095	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816096	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816097	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816098	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816099	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816100	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MW816101	Adenovirus B-7	Li,Y., Lu,X. and Liu,D.	Epidemic Features and Genome Characterization of Human Adenovirus Type 7 Infections in Hubei, China during 2018-2019	Unpublished	Genbank
MN422292	Adenovirus B-7	Otto,W.R., Behrens,E.M., Teachey,D.T., Lamson,D.M., Barrett,D.M., Bassiri,H., Lambert,M.P., Mount,S., Petrosa,W.L., Romberg,N., Sullivan,K.E., Topjian,A.A., Fisher,B.T. and Kajon,A.E.	Human Adenovirus 7-Associated Hemophagocytic Lymphohistiocytosis-Like Illness: Clinical and Virological Characteristics in a Cluster of Five Pediatric Cases	Clin Infect Dis (2021) In press	Genbank
MN422293	Adenovirus B-7	Otto,W.R., Behrens,E.M., Teachey,D.T., Lamson,D.M., Barrett,D.M., Bassiri,H., Lambert,M.P., Mount,S., Petrosa,W.L., Romberg,N., Sullivan,K.E., Topjian,A.A., Fisher,B.T. and Kajon,A.E.	Human Adenovirus 7-Associated Hemophagocytic Lymphohistiocytosis-Like Illness: Clinical and Virological Characteristics in a Cluster of Five Pediatric Cases	Clin Infect Dis (2021) In press	Genbank
MN422294	Adenovirus B-7	Otto,W.R., Behrens,E.M., Teachey,D.T., Lamson,D.M., Barrett,D.M., Bassiri,H., Lambert,M.P., Mount,S., Petrosa,W.L., Romberg,N., Sullivan,K.E., Topjian,A.A., Fisher,B.T. and Kajon,A.E.	Human Adenovirus 7-Associated Hemophagocytic Lymphohistiocytosis-Like Illness: Clinical and Virological Characteristics in a Cluster of Five Pediatric Cases	Clin Infect Dis (2021) In press	Genbank
MN422295	Adenovirus B-7	Otto,W.R., Behrens,E.M., Teachey,D.T., Lamson,D.M., Barrett,D.M., Bassiri,H., Lambert,M.P., Mount,S., Petrosa,W.L., Romberg,N., Sullivan,K.E., Topjian,A.A., Fisher,B.T. and Kajon,A.E.	Human Adenovirus 7-Associated Hemophagocytic Lymphohistiocytosis-Like Illness: Clinical and Virological Characteristics in a Cluster of Five Pediatric Cases	Clin Infect Dis (2021) In press	Genbank
MT920215	Adenovirus B-7	Liu,W.	Direct Submission	Submitted (24-AUG-2020) State Key Laboratory of Respiratory Disease, GIRD, 195# Dongfengxi Road, Guangzhou 510230, China	Genbank
MT941567	Adenovirus B-7	Liu,W.	Direct Submission	Submitted (28-AUG-2020) State Key Laboratory of Respiratory Disease, GIRD, 195# Dongfengxi Road, Guangzhou 510230, China	Genbank
MT941568	Adenovirus B-7	Liu,W.	Direct Submission	Submitted (28-AUG-2020) State Key Laboratory of Respiratory Disease, GIRD, 195# Dongfengxi Road, Guangzhou 510230, China	Genbank
MT950360	Adenovirus B-7	Liu,W.	Direct Submission	Submitted (01-SEP-2020) State Key Laboratory of Respiratory Disease, GIRD, 195# Dongfengxi Road, Guangzhou 510230, China	Genbank
