Accession	Virus	Author	Publication_Title	Journal	Database
KY554975	OC43-A	Ogimi,C., Greninger,A.L., Waghmare,A.A., Kuypers,J.M., Shean,R.C., Xie,H., Leisenring,W.M., Stevens-Ayers,T.L., Jerome,K.R., Englund,J.A. and Boeckh,M.	Prolonged Shedding of Human Coronavirus in Hematopoietic Cell Transplant Recipients: Risk Factors and Viral Genome Evolution	J Infect Dis 216 (2), 203-209 (2017)	ViPR-BRC, Genbank
KY674920	OC43-A	Ogimi,C., Greninger,A.L., Waghmare,A.A., Kuypers,J.M., Shean,R.C., Xie,H., Leisenring,W.M., Stevens-Ayers,T.L., Jerome,K.R., Englund,J.A. and Boeckh,M.	Prolonged Shedding of Human Coronavirus in Hematopoietic Cell Transplant Recipients: Risk Factors and Viral Genome Evolution	J Infect Dis 216 (2), 203-209 (2017)	ViPR-BRC, Genbank
KF923916	OC43-A	Zhang,Y., Ren,L. and Wang,J.	The evolution of human coronavirus OC43	Unpublished	ViPR-BRC, Genbank
KY554972	OC43-A	Ogimi,C., Greninger,A.L., Waghmare,A.A., Kuypers,J.M., Shean,R.C., Xie,H., Leisenring,W.M., Stevens-Ayers,T.L., Jerome,K.R., Englund,J.A. and Boeckh,M.	Prolonged Shedding of Human Coronavirus in Hematopoietic Cell Transplant Recipients: Risk Factors and Viral Genome Evolution	J Infect Dis 216 (2), 203-209 (2017)	ViPR-BRC, Genbank
KY554973	OC43-A	Greninger,A.L., Ogimi,C., Shean,R.C. and Jerome,K.R.	Genome sequences of viral positives at UW Virology	Unpublished	ViPR-BRC, Genbank
KY674918	OC43-A	Ogimi,C., Greninger,A.L., Waghmare,A.A., Kuypers,J.M., Shean,R.C., Xie,H., Leisenring,W.M., Stevens-Ayers,T.L., Jerome,K.R., Englund,J.A. and Boeckh,M.	Prolonged Shedding of Human Coronavirus in Hematopoietic Cell Transplant Recipients: Risk Factors and Viral Genome Evolution	J Infect Dis 216 (2), 203-209 (2017)	ViPR-BRC, Genbank
KY674917	OC43-A	Ogimi,C., Greninger,A.L., Waghmare,A.A., Kuypers,J.M., Shean,R.C., Xie,H., Leisenring,W.M., Stevens-Ayers,T.L., Jerome,K.R., Englund,J.A. and Boeckh,M.	Prolonged Shedding of Human Coronavirus in Hematopoietic Cell Transplant Recipients: Risk Factors and Viral Genome Evolution	J Infect Dis 216 (2), 203-209 (2017)	ViPR-BRC, Genbank
KF923921	OC43-A	Zhang,Y., Ren,L. and Wang,J.	The evolution of human coronavirus OC43	Unpublished	ViPR-BRC, Genbank
KF923908	OC43-A	Zhang,Y., Ren,L. and Wang,J.	The evolution of human coronavirus OC43	Unpublished	ViPR-BRC, Genbank
KF923923	OC43-A	Zhang,Y., Ren,L. and Wang,J.	The evolution of human coronavirus OC43	Unpublished	ViPR-BRC, Genbank
KF923918	OC43-A	Zhang,Y., Ren,L. and Wang,J.	The evolution of human coronavirus OC43	Unpublished	ViPR-BRC, Genbank
KF923922	OC43-A	Zhang,Y., Ren,L. and Wang,J.	The evolution of human coronavirus OC43	Unpublished	ViPR-BRC, Genbank
KF923925	OC43-A	Zhang,Y., Ren,L. and Wang,J.	The evolution of human coronavirus OC43	Unpublished	ViPR-BRC, Genbank
KJ958219	OC43-A	Hu,Q., Lu,R. and Tan,W.	Characterization and Complete Genomic Sequence of Human Coronavirus OC43 Derived from China	Unpublished	ViPR-BRC, Genbank
KJ958218	OC43-A	Hu,Q., Lu,R. and Tan,W.	Characterization and Complete Genomic Sequence of Human Coronavirus OC43 Derived from China	Unpublished	ViPR-BRC, Genbank
KF923893	OC43-A	Zhang,Y., Ren,L. and Wang,J.	The evolution of human coronavirus OC43	Unpublished	ViPR-BRC, Genbank
KF923924	OC43-A	Zhang,Y., Ren,L. and Wang,J.	The evolution of human coronavirus OC43	Unpublished	ViPR-BRC, Genbank
KX344031	OC43-A	Taboada,B., Isa,P.A., Espinoza,M.A., Aponte,F., Arias-Ortiz,M., Monge-Martinez,J., Rodriguez-Vazque,R., Diaz-Hernandez,F., Zarate-Vidal,F., Wong-Chew,R.M., Firo-Reyes,V., Rio-Almendarez,C., Gaitan-Meza,J., Villasenor-Sierra,A., Martinez-Aguilar,G., Salas-Mier,M.C., Noyola,D.E., Perez-Gonzalez,L.F., Lopez,S., Santos-Preciado,J.I. and Arias,C.F.	Complete Genome Sequence of Human Coronavirus OC43 Isolate from Mexico	Unpublished	ViPR-BRC, Genbank
KF923897	OC43-A	Zhang,Y., Ren,L. and Wang,J.	The evolution of human coronavirus OC43	Unpublished	ViPR-BRC, Genbank
KF923903	OC43-A	Zhang,Y., Ren,L. and Wang,J.	The evolution of human coronavirus OC43	Unpublished	ViPR-BRC, Genbank
KX538965	OC43-A	Oong,X.Y., Ng,K.T., Takebe,Y., Ng,L.J., Chan,K.G., Chook,J.B., Kamarulzaman,A. and Tee,K.K.	Identification and evolutionary dynamics of two novel human coronavirus OC43 genotypes associated with acute respiratory infections: phylogenetic, spatiotemporal and transmission network analyses	Emerg Microbes Infect 6 (1), E3 (2017)	ViPR-BRC, Genbank
KX538969	OC43-A	Oong,X.Y., Ng,K.T., Takebe,Y., Ng,L.J., Chan,K.G., Chook,J.B., Kamarulzaman,A. and Tee,K.K.	Identification and evolutionary dynamics of two novel human coronavirus OC43 genotypes associated with acute respiratory infections: phylogenetic, spatiotemporal and transmission network analyses	Emerg Microbes Infect 6 (1), E3 (2017)	ViPR-BRC, Genbank
KX538977	OC43-A	Oong,X.Y., Ng,K.T., Takebe,Y., Ng,L.J., Chan,K.G., Chook,J.B., Kamarulzaman,A. and Tee,K.K.	Identification and evolutionary dynamics of two novel human coronavirus OC43 genotypes associated with acute respiratory infections: phylogenetic, spatiotemporal and transmission network analyses	Emerg Microbes Infect 6 (1), E3 (2017)	ViPR-BRC, Genbank
KX538973	OC43-A	Oong,X.Y., Ng,K.T., Takebe,Y., Ng,L.J., Chan,K.G., Chook,J.B., Kamarulzaman,A. and Tee,K.K.	Identification and evolutionary dynamics of two novel human coronavirus OC43 genotypes associated with acute respiratory infections: phylogenetic, spatiotemporal and transmission network analyses	Emerg Microbes Infect 6 (1), E3 (2017)	ViPR-BRC, Genbank
KX538971	OC43-A	Oong,X.Y., Ng,K.T., Takebe,Y., Ng,L.J., Chan,K.G., Chook,J.B., Kamarulzaman,A. and Tee,K.K.	Identification and evolutionary dynamics of two novel human coronavirus OC43 genotypes associated with acute respiratory infections: phylogenetic, spatiotemporal and transmission network analyses	Emerg Microbes Infect 6 (1), E3 (2017)	ViPR-BRC, Genbank
KX538968	OC43-A	Oong,X.Y., Ng,K.T., Takebe,Y., Ng,L.J., Chan,K.G., Chook,J.B., Kamarulzaman,A. and Tee,K.K.	Identification and evolutionary dynamics of two novel human coronavirus OC43 genotypes associated with acute respiratory infections: phylogenetic, spatiotemporal and transmission network analyses	Emerg Microbes Infect 6 (1), E3 (2017)	ViPR-BRC, Genbank
KX538974	OC43-A	Oong,X.Y., Ng,K.T., Takebe,Y., Ng,L.J., Chan,K.G., Chook,J.B., Kamarulzaman,A. and Tee,K.K.	Identification and evolutionary dynamics of two novel human coronavirus OC43 genotypes associated with acute respiratory infections: phylogenetic, spatiotemporal and transmission network analyses	Emerg Microbes Infect 6 (1), E3 (2017)	ViPR-BRC, Genbank
KX538967	OC43-A	Oong,X.Y., Ng,K.T., Takebe,Y., Ng,L.J., Chan,K.G., Chook,J.B., Kamarulzaman,A. and Tee,K.K.	Identification and evolutionary dynamics of two novel human coronavirus OC43 genotypes associated with acute respiratory infections: phylogenetic, spatiotemporal and transmission network analyses	Emerg Microbes Infect 6 (1), E3 (2017)	ViPR-BRC, Genbank
KX538975	OC43-A	Oong,X.Y., Ng,K.T., Takebe,Y., Ng,L.J., Chan,K.G., Chook,J.B., Kamarulzaman,A. and Tee,K.K.	Identification and evolutionary dynamics of two novel human coronavirus OC43 genotypes associated with acute respiratory infections: phylogenetic, spatiotemporal and transmission network analyses	Emerg Microbes Infect 6 (1), E3 (2017)	ViPR-BRC, Genbank
KF923900	OC43-A	Zhang,Y., Li,J., Xiao,Y., Zhang,J., Wang,Y., Chen,L., Paranhos-Baccala,G., Ren,L. and Wang,J.	Genotype shift in human coronavirus OC43 and emergence of a novel genotype by natural recombination	J. Infect. (2014) In press	ViPR-BRC, Genbank
KF923899	OC43-A	Zhang,Y., Ren,L. and Wang,J.	The evolution of human coronavirus OC43	Unpublished	ViPR-BRC, Genbank
KF923905	OC43-A	Zhang,Y., Ren,L. and Wang,J.	The evolution of human coronavirus OC43	Unpublished	ViPR-BRC, Genbank
KF923902	OC43-A	Zhang,Y., Ren,L. and Wang,J.	The evolution of human coronavirus OC43	Unpublished	ViPR-BRC, Genbank
KF923904	OC43-A	Zhang,Y., Ren,L. and Wang,J.	The evolution of human coronavirus OC43	Unpublished	ViPR-BRC, Genbank
KX538964	OC43-A	Oong,X.Y., Ng,K.T., Takebe,Y., Ng,L.J., Chan,K.G., Chook,J.B., Kamarulzaman,A. and Tee,K.K.	Identification and evolutionary dynamics of two novel human coronavirus OC43 genotypes associated with acute respiratory infections: phylogenetic, spatiotemporal and transmission network analyses	Emerg Microbes Infect 6 (1), E3 (2017)	ViPR-BRC, Genbank
KX538972	OC43-A	Oong,X.Y., Ng,K.T., Takebe,Y., Ng,L.J., Chan,K.G., Chook,J.B., Kamarulzaman,A. and Tee,K.K.	Identification and evolutionary dynamics of two novel human coronavirus OC43 genotypes associated with acute respiratory infections: phylogenetic, spatiotemporal and transmission network analyses	Emerg Microbes Infect 6 (1), E3 (2017)	ViPR-BRC, Genbank
KX538976	OC43-A	Oong,X.Y., Ng,K.T., Takebe,Y., Ng,L.J., Chan,K.G., Chook,J.B., Kamarulzaman,A. and Tee,K.K.	Identification and evolutionary dynamics of two novel human coronavirus OC43 genotypes associated with acute respiratory infections: phylogenetic, spatiotemporal and transmission network analyses	Emerg Microbes Infect 6 (1), E3 (2017)	ViPR-BRC, Genbank
KX538966	OC43-A	Oong,X.Y., Ng,K.T., Takebe,Y., Ng,L.J., Chan,K.G., Chook,J.B., Kamarulzaman,A. and Tee,K.K.	Identification and evolutionary dynamics of two novel human coronavirus OC43 genotypes associated with acute respiratory infections: phylogenetic, spatiotemporal and transmission network analyses	Emerg Microbes Infect 6 (1), E3 (2017)	ViPR-BRC, Genbank
KX538970	OC43-A	Oong,X.Y., Ng,K.T., Takebe,Y., Ng,L.J., Chan,K.G., Chook,J.B., Kamarulzaman,A. and Tee,K.K.	Identification and evolutionary dynamics of two novel human coronavirus OC43 genotypes associated with acute respiratory infections: phylogenetic, spatiotemporal and transmission network analyses	Emerg Microbes Infect 6 (1), E3 (2017)	ViPR-BRC, Genbank
KX538978	OC43-A	Oong,X.Y., Ng,K.T., Takebe,Y., Ng,L.J., Chan,K.G., Chook,J.B., Kamarulzaman,A. and Tee,K.K.	Identification and evolutionary dynamics of two novel human coronavirus OC43 genotypes associated with acute respiratory infections: phylogenetic, spatiotemporal and transmission network analyses	Emerg Microbes Infect 6 (1), E3 (2017)	ViPR-BRC, Genbank
KX538979	OC43-A	Oong,X.Y., Ng,K.T., Takebe,Y., Ng,L.J., Chan,K.G., Chook,J.B., Kamarulzaman,A. and Tee,K.K.	Identification and evolutionary dynamics of two novel human coronavirus OC43 genotypes associated with acute respiratory infections: phylogenetic, spatiotemporal and transmission network analyses	Emerg Microbes Infect 6 (1), E3 (2017)	ViPR-BRC, Genbank
LC315648	OC43-A	Shirato,K., Kawase,M. and Matsuyama,S.	Wild-type human coronaviruses prefer cell-surface TMPRSS2 to endosomal cathepsins for cell entry	Virology 517, 9-15 (2018)	ViPR-BRC, Genbank
LC315646	OC43-A	Shirato,K., Kawase,M. and Matsuyama,S.	Wild-type human coronaviruses prefer cell-surface TMPRSS2 to endosomal cathepsins for cell entry	Virology 517, 9-15 (2018)	ViPR-BRC, Genbank
OK073087	OC43-A	Shao,N., Zhang,T. and Yang,F.	Molecular Evolution of Human Coronavirus NL63, 229E, HKU1 and OC43 in Hospitalized Children in China	Unpublished	ViPR-BRC, Genbank
KY967356	OC43-A	Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C. and Jerome,K.R.	Genome sequences of viral positives at UW Virology	Unpublished	ViPR-BRC, Genbank
OK073088	OC43-A	Shao,N., Zhang,T. and Yang,F.	Molecular Evolution of Human Coronavirus NL63, 229E, HKU1 and OC43 in Hospitalized Children in China	Unpublished	ViPR-BRC, Genbank
LC315647	OC43-A	Shirato,K., Kawase,M. and Matsuyama,S.	Wild-type human coronaviruses prefer cell-surface TMPRSS2 to endosomal cathepsins for cell entry	Virology 517, 9-15 (2018)	ViPR-BRC, Genbank
OL770288	OC43-A	Li,C., Burrell,R., Dale,R.C., Kesson,A., Blyth,C.C., Clark,J.E., Crawford,N., Jones,C.A., Britton,P.N. and Holmes,E.C.	Diagnosis and analysis of unexplained cases of childhood encephalitis in Australia using metagenomic next-generation sequencing	Unpublished	ViPR-BRC, Genbank
OL770287	OC43-A	Li,C., Burrell,R., Dale,R.C., Kesson,A., Blyth,C.C., Clark,J.E., Crawford,N., Jones,C.A., Britton,P.N. and Holmes,E.C.	Diagnosis and analysis of unexplained cases of childhood encephalitis in Australia using metagenomic next-generation sequencing	Unpublished	ViPR-BRC, Genbank
OL770289	OC43-A	Li,C., Burrell,R., Dale,R.C., Kesson,A., Blyth,C.C., Clark,J.E., Crawford,N., Jones,C.A., Britton,P.N. and Holmes,E.C.	Diagnosis and analysis of unexplained cases of childhood encephalitis in Australia using metagenomic next-generation sequencing	Unpublished	ViPR-BRC, Genbank
OK073090	OC43-A	Shao,N., Zhang,T. and Yang,F.	Molecular Evolution of Human Coronavirus NL63, 229E, HKU1 and OC43 in Hospitalized Children in China	Unpublished	ViPR-BRC, Genbank
MG977451	OC43-A	Patrono,L.V., Samuni,L., Corman,V.M., Nourifar,L., Roethemeier,C., Wittig,R.M., Drosten,C., Calvignac-Spencer,S. and Leendertz,F.H.	Human coronavirus OC43 outbreak in wild chimpanzees, Cote d Ivoire, 2016	Emerg Microbes Infect 7 (1), 118 (2018)	ViPR-BRC, Genbank
MG977452	OC43-A	Patrono,L.V., Samuni,L., Corman,V.M., Nourifar,L., Roethemeier,C., Wittig,R.M., Drosten,C., Calvignac-Spencer,S. and Leendertz,F.H.	Human coronavirus OC43 outbreak in wild chimpanzees, Cote d Ivoire, 2016	Emerg Microbes Infect 7 (1), 118 (2018)	ViPR-BRC, Genbank
MF374983	OC43-A	Dinwiddie,D.L., Schwalm,K.C., Denson,J.L. and Dehority,W.N.	Virus Genome Sequences from Pediatric Acute Respiratory Infection Study of New Mexico and Arkansas	Unpublished	ViPR-BRC, Genbank
KY369905	OC43-A	Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C. and Jerome,K.R.	Direct Submission	Submitted (16-DEC-2016) Lab Medicine, UW, 1616 Eastlake Avenue, Suite 320, Seattle, WA 98102, USA	ViPR-BRC, Genbank
KY983588	OC43-A	Greninger,A.L., Makhsous,N., Kuypers,J., Shean,R.C. and Jerome,K.R.	Genome sequences of viral positives at UW Virology	Unpublished	ViPR-BRC, Genbank
KY369906	OC43-A	Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C. and Jerome,K.R.	Direct Submission	Submitted (16-DEC-2016) Lab Medicine, UW, 1616 Eastlake Avenue, Suite 320, Seattle, WA 98102, USA	ViPR-BRC, Genbank
KY369907	OC43-A	Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C. and Jerome,K.R.	Direct Submission	Submitted (09-JAN-2017) Lab Medicine, UW, 1616 Eastlake Avenue, Suite 320, Seattle, WA 98102, USA	ViPR-BRC, Genbank
MW587040	OC43-A	Shi,M., Zhao,S., Yu,B., Wu,W.-C., Hu,Y., Tian,J.-H., Yin,W., Ni,F., Hu,H.-L., Geng,S., Tan,L., Peng,Y., Wu,F., Song,Z.-G., Chen,Y.-M., Wang,W., Holmes,E.C. and Zhang,Y.-Z.	Characterization of Total Respiratory Infectomes in pre-COVID-19 Wuhan, China	Unpublished	ViPR-BRC, Genbank
MH121121	OC43-A	Dinwiddie,D.L., Putt,C.M., Thompson,T.M., Abramo,T.J., Stoner,A.N., Schwalm,K.C., Kincaid,J.C., Denson,J.L., Hardin,O. and Kennedy,J.L.	Acute Respiratory Viral Infections at Arkansas Children's Research Institute	Unpublished	ViPR-BRC, Genbank
MT118667	OC43-A	Addetia,A. and Greninger,A.L.	Genome sequences of viral isolates from UW Virology	Unpublished	ViPR-BRC, Genbank
KY684759	OC43-A	Greninger,A.L., Makhsous,N., Kuypers,J., Shean,R.C. and Jerome,K.R.	Genome sequences of viral positives at UW Virology	Unpublished	ViPR-BRC, Genbank
KY983583	OC43-A	Greninger,A.L., Makhsous,N., Kuypers,J., Shean,R.C. and Jerome,K.R.	Genome sequences of viral positives at UW Virology	Unpublished	ViPR-BRC, Genbank
KY967361	OC43-A	Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C. and Jerome,K.R.	Genome sequences of viral positives at UW Virology	Unpublished	ViPR-BRC, Genbank
KY967358	OC43-A	Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C. and Jerome,K.R.	Genome sequences of viral positives at UW Virology	Unpublished	ViPR-BRC, Genbank
KY983585	OC43-A	Greninger,A.L., Makhsous,N., Kuypers,J., Shean,R.C. and Jerome,K.R.	Genome sequences of viral positives at UW Virology	Unpublished	ViPR-BRC, Genbank
MF374985	OC43-A	Dinwiddie,D.L., Schwalm,K.C., Denson,J.L. and Dehority,W.N.	Virus Genome Sequences from Pediatric Acute Respiratory Infection Study of New Mexico and Arkansas	Unpublished	ViPR-BRC, Genbank
KY967359	OC43-A	Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C. and Jerome,K.R.	Genome sequences of viral positives at UW Virology	Unpublished	ViPR-BRC, Genbank
MF374984	OC43-A	Dinwiddie,D.L., Schwalm,K.C., Denson,J.L. and Dehority,W.N.	Virus Genome Sequences from Pediatric Acute Respiratory Infection Study of New Mexico and Arkansas	Unpublished	ViPR-BRC, Genbank
MW587041	OC43-A	Shi,M., Zhao,S., Yu,B., Wu,W.-C., Hu,Y., Tian,J.-H., Yin,W., Ni,F., Hu,H.-L., Geng,S., Tan,L., Peng,Y., Wu,F., Song,Z.-G., Chen,Y.-M., Wang,W., Holmes,E.C. and Zhang,Y.-Z.	Characterization of Total Respiratory Infectomes in pre-COVID-19 Wuhan, China	Unpublished	ViPR-BRC, Genbank
LC687399	OC43-A	Shirato,K., Kume,Y., Suwa,R., Kawase,M., Ono,T., Chishiki,M., Norito,S., Sato,M., Sakuma,H., Suzuki,S., Hosoya,M., Takeda,M. and Hashimoto,K.	Isolation of human coronaviruses using Air-liquid interface culture of human bronchial/tracheal epithelial cells	Unpublished	ViPR-BRC, Genbank
LC720427	OC43-A	Shirato,K., Kume,Y., Suwa,R., Kawase,M., Ono,T., Chishiki,M., Okabe,H., Norito,S., Sato,M., Sakuma,H., Suzuki,S., Hosoya,M., Takeda,M. and Hashimoto,K.	Isolation of respiratory viruses using air-liquid interface culture of human bronchial/tracheal epithelial cells or cultured cells	Unpublished	ViPR-BRC, Genbank
LC720429	OC43-A	Shirato,K., Kume,Y., Suwa,R., Kawase,M., Ono,T., Chishiki,M., Okabe,H., Norito,S., Sato,M., Sakuma,H., Suzuki,S., Hosoya,M., Takeda,M. and Hashimoto,K.	Isolation of respiratory viruses using air-liquid interface culture of human bronchial/tracheal epithelial cells or cultured cells	Unpublished	ViPR-BRC, Genbank
MN306036	OC43-A	Lin,M.J., Tait,A. and Greninger,A.L.	Genome sequences of clinical viruses from UW Virology	Unpublished	ViPR-BRC, Genbank
MN306041	OC43-A	Lin,M.J., Tait,A. and Greninger,A.L.	Genome sequences of clinical viruses from UW Virology	Unpublished	ViPR-BRC, Genbank
MT118673	OC43-A	Addetia,A. and Greninger,A.L.	Genome sequences of viral isolates from UW Virology	Unpublished	ViPR-BRC, Genbank
MT118678	OC43-A	Addetia,A. and Greninger,A.L.	Genome sequences of viral isolates from UW Virology	Unpublished	ViPR-BRC, Genbank
MW587042	OC43-A	Shi,M., Zhao,S., Yu,B., Wu,W.-C., Hu,Y., Tian,J.-H., Yin,W., Ni,F., Hu,H.-L., Geng,S., Tan,L., Peng,Y., Wu,F., Song,Z.-G., Chen,Y.-M., Wang,W., Holmes,E.C. and Zhang,Y.-Z.	Characterization of Total Respiratory Infectomes in pre-COVID-19 Wuhan, China	Unpublished	ViPR-BRC, Genbank
MT118685	OC43-A	Addetia,A. and Greninger,A.L.	Genome sequences of viral isolates from UW Virology	Unpublished	ViPR-BRC, Genbank
MN306042	OC43-A	Lin,M.J., Tait,A. and Greninger,A.L.	Genome sequences of clinical viruses from UW Virology	Unpublished	ViPR-BRC, Genbank
MT118683	OC43-A	Addetia,A. and Greninger,A.L.	Genome sequences of viral isolates from UW Virology	Unpublished	ViPR-BRC, Genbank
MN306053	OC43-A	Lin,M.J., Tait,A. and Greninger,A.L.	Genome sequences of clinical viruses from UW Virology	Unpublished	ViPR-BRC, Genbank
OM386794	OC43-A	Eshaghi,A., Gubbay,J.B., Samira,M., Adrienne,C. and Patel,S.N.	Complete Genomic Sequence of Human Coronavirus OC43	Unpublished	ViPR-BRC, Genbank
OM386796	OC43-A	Eshaghi,A., Gubbay,J.B., Samira,M., Adrienne,C. and Patel,S.N.	Complete Genomic Sequence of Human Coronavirus OC43	Unpublished	ViPR-BRC, Genbank
OM386797	OC43-A	Eshaghi,A., Gubbay,J.B., Samira,M., Adrienne,C. and Patel,S.N.	Complete Genomic Sequence of Human Coronavirus OC43	Unpublished	ViPR-BRC, Genbank
OM386795	OC43-A	Eshaghi,A., Gubbay,J.B., Samira,M., Adrienne,C. and Patel,S.N.	Complete Genomic Sequence of Human Coronavirus OC43	Unpublished	ViPR-BRC, Genbank
MN310478	OC43-A	Lin,M.J., Tait,A. and Greninger,A.L.	Genome sequences of clinical viruses from UW Virology	Unpublished	ViPR-BRC, Genbank
MW938760	OC43-A	Lau,S.K.P., Li,K.S.M., Li,X., Tsang,K.-Y., Sridhar,S. and Woo,P.C.Y.	Fatal pneumonia associated with a novel genotype of human coronavirus OC43	Unpublished	ViPR-BRC, Genbank
MW411432	OC43-A	Hu,P., Yuan,M., Ruan,J., Yu,M. and Duan,Y.	Genomic epidemiological characteristics of newly-found human coronavirus OC43 variants associated with severe pneumonia in Shenzhen of China	Unpublished	ViPR-BRC, Genbank
MW411433	OC43-A	Hu,P., Yuan,M., Ruan,J., Yu,M. and Duan,Y.	Genomic epidemiological characteristics of newly-found human coronavirus OC43 variants associated with severe pneumonia in Shenzhen of China	Unpublished	ViPR-BRC, Genbank
OM386798	OC43-A	Eshaghi,A., Gubbay,J.B., Samira,M., Adrienne,C. and Patel,S.N.	Complete Genomic Sequence of Human Coronavirus OC43	Unpublished	ViPR-BRC, Genbank
OM386799	OC43-A	Eshaghi,A., Gubbay,J.B., Samira,M., Adrienne,C. and Patel,S.N.	Complete Genomic Sequence of Human Coronavirus OC43	Unpublished	ViPR-BRC, Genbank
LC687400	OC43-A	Shirato,K., Kume,Y., Suwa,R., Kawase,M., Ono,T., Chishiki,M., Norito,S., Sato,M., Sakuma,H., Suzuki,S., Hosoya,M., Takeda,M. and Hashimoto,K.	Isolation of human coronaviruses using Air-liquid interface culture of human bronchial/tracheal epithelial cells	Unpublished	ViPR-BRC, Genbank
LC687398	OC43-A	Shirato,K., Kume,Y., Suwa,R., Kawase,M., Ono,T., Chishiki,M., Norito,S., Sato,M., Sakuma,H., Suzuki,S., Hosoya,M., Takeda,M. and Hashimoto,K.	Isolation of human coronaviruses using Air-liquid interface culture of human bronchial/tracheal epithelial cells	Unpublished	ViPR-BRC, Genbank
MT118692	OC43-A	Addetia,A. and Greninger,A.L.	Genome sequences of viral isolates from UW Virology	Unpublished	ViPR-BRC, Genbank
