Accession	Virus	Author	Publication_Title	Journal	Database
JQ901977	Parainfluenza-1	Beck,E.T., He,J., Nelson,M.I., Bose,M.E., Fan,J., Kumar,S. and Henrickson,K.J.	Genome sequencing and phylogenetic analysis of 39 human parainfluenza virus type 1 strains isolated from 1997-2010	PLoS ONE 7 (9), E46048 (2012)	Genbank
JQ901973	Parainfluenza-1	Beck,E.T., He,J., Nelson,M.I., Bose,M.E., Fan,J., Kumar,S. and Henrickson,K.J.	Genome sequencing and phylogenetic analysis of 39 human parainfluenza virus type 1 strains isolated from 1997-2010	PLoS ONE 7 (9), E46048 (2012)	Genbank
JQ901972	Parainfluenza-1	Beck,E.T., He,J., Nelson,M.I., Bose,M.E., Fan,J., Kumar,S. and Henrickson,K.J.	Genome sequencing and phylogenetic analysis of 39 human parainfluenza virus type 1 strains isolated from 1997-2010	PLoS ONE 7 (9), E46048 (2012)	Genbank
JQ901978	Parainfluenza-1	Beck,E.T., He,J., Nelson,M.I., Bose,M.E., Fan,J., Kumar,S. and Henrickson,K.J.	Genome sequencing and phylogenetic analysis of 39 human parainfluenza virus type 1 strains isolated from 1997-2010	PLoS ONE 7 (9), E46048 (2012)	Genbank
JQ901974	Parainfluenza-1	Beck,E.T., He,J., Nelson,M.I., Bose,M.E., Fan,J., Kumar,S. and Henrickson,K.J.	Genome sequencing and phylogenetic analysis of 39 human parainfluenza virus type 1 strains isolated from 1997-2010	PLoS ONE 7 (9), E46048 (2012)	Genbank
KF530220	Parainfluenza-1	Lorenzi,H., Town,C., Halpin,R., Bera,J., Ransier,A., Fedorova,N., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Rebuffo-Scheer,C., Fan,J., He,J., Kehl,S.C., Lederboer,N., Jurgens,L.A., Bose,M.E., Beck,E.T., Kumar,S., Noyola,D.E., Wentworth,D.E. and Henrickson,K.J.	Direct Submission	Submitted (31-JUL-2013) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Genbank
KF530215	Parainfluenza-1	Lorenzi,H., Town,C., Halpin,R., Bera,J., Ransier,A., Fedorova,N., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Rebuffo-Scheer,C., Fan,J., He,J., Kehl,S.C., Lederboer,N., Jurgens,L.A., Bose,M.E., Beck,E.T., Kumar,S., Vabret,A., Wentworth,D.E. and Henrickson,K.J.	Direct Submission	Submitted (31-JUL-2013) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Genbank
KF530217	Parainfluenza-1	Lorenzi,H., Town,C., Halpin,R., Bera,J., Ransier,A., Fedorova,N., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Rebuffo-Scheer,C., Fan,J., He,J., Kehl,S.C., Lederboer,N., Jurgens,L.A., Bose,M.E., Beck,E.T., Kumar,S., Noyola,D.E., Wentworth,D.E. and Henrickson,K.J.	Direct Submission	Submitted (31-JUL-2013) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Genbank
KF530221	Parainfluenza-1	Lorenzi,H., Town,C., Halpin,R., Bera,J., Ransier,A., Fedorova,N., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Rebuffo-Scheer,C., Fan,J., He,J., Kehl,S.C., Lederboer,N., Jurgens,L.A., Bose,M.E., Beck,E.T., Kumar,S., Kok,T., Wentworth,D.E. and Henrickson,K.J.	Direct Submission	Submitted (31-JUL-2013) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Genbank
KF530196	Parainfluenza-1	Lorenzi,H., Town,C., Halpin,R., Bera,J., Ransier,A., Fedorova,N., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Rebuffo-Scheer,C., Fan,J., He,J., Kehl,S.C., Lederboer,N., Jurgens,L.A., Bose,M.E., Beck,E.T., Kumar,S., Noyola,D.E., Wentworth,D.E. and Henrickson,K.J.	Direct Submission	Submitted (31-JUL-2013) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Genbank
KF687309	Parainfluenza-1	Lorenzi,H., Town,C., Halpin,R., Bera,J., Ransier,A., Fedorova,N., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Rebuffo-Scheer,C., Fan,J., He,J., Kehl,S.C., Lederboer,N., Jurgens,L.A., Bose,M.E., Beck,E.T., Kumar,S., Noyola,D.E., Wentworth,D.E. and Henrickson,K.J.	Direct Submission	Submitted (19-SEP-2013) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Genbank
KF530198	Parainfluenza-1	Lorenzi,H., Town,C., Halpin,R., Bera,J., Ransier,A., Fedorova,N., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Rebuffo-Scheer,C., Fan,J., He,J., Kehl,S.C., Lederboer,N., Jurgens,L.A., Bose,M.E., Beck,E.T., Kumar,S., Noyola,D.E., Wentworth,D.E. and Henrickson,K.J.	Direct Submission	Submitted (31-JUL-2013) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Genbank
KF687310	Parainfluenza-1	Lorenzi,H., Town,C., Halpin,R., Bera,J., Ransier,A., Fedorova,N., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Rebuffo-Scheer,C., Fan,J., He,J., Kehl,S.C., Lederboer,N., Jurgens,L.A., Bose,M.E., Beck,E.T., Kumar,S., Kok,T., Wentworth,D.E. and Henrickson,K.J.	Direct Submission	Submitted (19-SEP-2013) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Genbank
KF687312	Parainfluenza-1	Lorenzi,H., Town,C., Halpin,R., Bera,J., Ransier,A., Fedorova,N., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Rebuffo-Scheer,C., Fan,J., He,J., Kehl,S.C., Lederboer,N., Jurgens,L.A., Bose,M.E., Beck,E.T., Kumar,S., Vabret,A., Wentworth,D.E. and Henrickson,K.J.	Direct Submission	Submitted (19-SEP-2013) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Genbank
KF530206	Parainfluenza-1	Lorenzi,H., Town,C., Halpin,R., Bera,J., Ransier,A., Fedorova,N., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Rebuffo-Scheer,C., Fan,J., He,J., Kehl,S.C., Lederboer,N., Jurgens,L.A., Bose,M.E., Beck,E.T., Kumar,S., Videla,C., Wentworth,D.E. and Henrickson,K.J.	Direct Submission	Submitted (31-JUL-2013) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Genbank
JQ901983	Parainfluenza-1	Beck,E.T., He,J., Nelson,M.I., Bose,M.E., Fan,J., Kumar,S. and Henrickson,K.J.	Genome sequencing and phylogenetic analysis of 39 human parainfluenza virus type 1 strains isolated from 1997-2010	PLoS ONE 7 (9), E46048 (2012)	Genbank
JQ901984	Parainfluenza-1	Beck,E.T., He,J., Nelson,M.I., Bose,M.E., Fan,J., Kumar,S. and Henrickson,K.J.	Genome sequencing and phylogenetic analysis of 39 human parainfluenza virus type 1 strains isolated from 1997-2010	PLoS ONE 7 (9), E46048 (2012)	Genbank
KF530197	Parainfluenza-1	Lorenzi,H., Town,C., Halpin,R., Bera,J., Ransier,A., Fedorova,N., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Rebuffo-Scheer,C., Fan,J., He,J., Kehl,S.C., Lederboer,N., Jurgens,L.A., Bose,M.E., Beck,E.T., Kumar,S., Vabret,A., Wentworth,D.E. and Henrickson,K.J.	Direct Submission	Submitted (31-JUL-2013) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Genbank
KF687313	Parainfluenza-1	Lorenzi,H., Town,C., Halpin,R., Bera,J., Ransier,A., Fedorova,N., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Rebuffo-Scheer,C., Fan,J., He,J., Kehl,S.C., Lederboer,N., Jurgens,L.A., Bose,M.E., Beck,E.T., Kumar,S., Vabret,A., Wentworth,D.E. and Henrickson,K.J.	Direct Submission	Submitted (19-SEP-2013) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Genbank
KM190940	Parainfluenza-1	Rutvisuttinunt,W., Chinnawirotpisan,P., Thaisomboonsuk,B., Huang,A., Hussem,K., Simasathien,S., Yoon,I.-K., Klungthong,C. and Fernandez,S.	A practical approach for molecular epidemiological studies: assortment of viral pathogens in simulated isolate admixture	Unpublished	Genbank
MH892404	Parainfluenza-1	Phan,M.V.T., Arron,G., GeurtsvanKessel,C.H., Huisman,R.C., Molenkamp,R., Koopmans,M.P.G. and Cotten,M.	Complete genome characterisation of 8 human parainfluenza viruses from the Netherlands	Unpublished	Genbank
MH892403	Parainfluenza-1	Phan,M.V.T., Arron,G., GeurtsvanKessel,C.H., Huisman,R.C., Molenkamp,R., Koopmans,M.P.G. and Cotten,M.	Complete genome characterisation of 8 human parainfluenza viruses from the Netherlands	Unpublished	Genbank
KF530202	Parainfluenza-1	Lorenzi,H., Town,C., Halpin,R., Bera,J., Ransier,A., Fedorova,N., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Rebuffo-Scheer,C., Fan,J., He,J., Kehl,S.C., Lederboer,N., Jurgens,L.A., Bose,M.E., Beck,E.T., Kumar,S., Wentworth,D.E. and Henrickson,K.J.	Direct Submission	Submitted (31-JUL-2013) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Genbank
JQ901985	Parainfluenza-1	Beck,E.T., He,J., Nelson,M.I., Bose,M.E., Fan,J., Kumar,S. and Henrickson,K.J.	Genome sequencing and phylogenetic analysis of 39 human parainfluenza virus type 1 strains isolated from 1997-2010	PLoS ONE 7 (9), E46048 (2012)	Genbank
JQ902002	Parainfluenza-1	Beck,E.T., He,J., Nelson,M.I., Bose,M.E., Fan,J., Kumar,S. and Henrickson,K.J.	Genome sequencing and phylogenetic analysis of 39 human parainfluenza virus type 1 strains isolated from 1997-2010	PLoS ONE 7 (9), E46048 (2012)	Genbank
JQ902003	Parainfluenza-1	Beck,E.T., He,J., Nelson,M.I., Bose,M.E., Fan,J., Kumar,S. and Henrickson,K.J.	Genome sequencing and phylogenetic analysis of 39 human parainfluenza virus type 1 strains isolated from 1997-2010	PLoS ONE 7 (9), E46048 (2012)	Genbank
JQ901987	Parainfluenza-1	Beck,E.T., He,J., Nelson,M.I., Bose,M.E., Fan,J., Kumar,S. and Henrickson,K.J.	Genome sequencing and phylogenetic analysis of 39 human parainfluenza virus type 1 strains isolated from 1997-2010	PLoS ONE 7 (9), E46048 (2012)	Genbank
JQ901997	Parainfluenza-1	Beck,E.T., He,J., Nelson,M.I., Bose,M.E., Fan,J., Kumar,S. and Henrickson,K.J.	Genome sequencing and phylogenetic analysis of 39 human parainfluenza virus type 1 strains isolated from 1997-2010	PLoS ONE 7 (9), E46048 (2012)	Genbank
KY967353	Parainfluenza-1	Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C. and Jerome,K.R.	Genome sequences of viral positives at UW Virology	Unpublished	Genbank
KF530223	Parainfluenza-1	Lorenzi,H., Town,C., Halpin,R., Bera,J., Ransier,A., Fedorova,N., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Rebuffo-Scheer,C., Fan,J., He,J., Kehl,S.C., Lederboer,N., Jurgens,L.A., Bose,M.E., Beck,E.T., Kumar,S., Vabret,A., Wentworth,D.E. and Henrickson,K.J.	Direct Submission	Submitted (31-JUL-2013) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Genbank
JQ901982	Parainfluenza-1	Beck,E.T., He,J., Nelson,M.I., Bose,M.E., Fan,J., Kumar,S. and Henrickson,K.J.	Genome sequencing and phylogenetic analysis of 39 human parainfluenza virus type 1 strains isolated from 1997-2010	PLoS ONE 7 (9), E46048 (2012)	Genbank
MK989715	Parainfluenza-1	Phan,M.V.T., Agoti,C.N., Nokes,D.J. and Cotten,M.	Direct Submission	Submitted (26-MAY-2019) Viral Genomics, Wellcome Trust Sanger Institute, Sulston Building, Hinxton, Cambridge CB10 1SA, United Kingdom	Genbank
JQ902006	Parainfluenza-1	Beck,E.T., He,J., Nelson,M.I., Bose,M.E., Fan,J., Kumar,S. and Henrickson,K.J.	Genome sequencing and phylogenetic analysis of 39 human parainfluenza virus type 1 strains isolated from 1997-2010	PLoS ONE 7 (9), E46048 (2012)	Genbank
MK167042	Parainfluenza-1	Greninger,A.L., Shean,R.C. and Makhsous,N.	Sequences from Viral Positives at UW Virology	Unpublished	Genbank
KF530222	Parainfluenza-1	Lorenzi,H., Town,C., Halpin,R., Bera,J., Ransier,A., Fedorova,N., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Rebuffo-Scheer,C., Fan,J., He,J., Kehl,S.C., Lederboer,N., Jurgens,L.A., Bose,M.E., Beck,E.T., Kumar,S., Wentworth,D.E. and Henrickson,K.J.	Direct Submission	Submitted (31-JUL-2013) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Genbank
LC720863	Parainfluenza-1	Shirato,K., Kume,Y., Suwa,R., Kawase,M., Ono,T., Chishiki,M., Okabe,H., Norito,S., Sato,M., Sakuma,H., Suzuki,S., Hosoya,M., Takeda,M. and Hashimoto,K.	Isolation of parainfluenza viruses using air-liquid interface culture of human bronchial/tracheal epithelial cells or cultured cells	Unpublished	Genbank
KF530208	Parainfluenza-1	Lorenzi,H., Town,C., Halpin,R., Bera,J., Ransier,A., Fedorova,N., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Rebuffo-Scheer,C., Fan,J., He,J., Kehl,S.C., Lederboer,N., Jurgens,L.A., Bose,M.E., Beck,E.T., Kumar,S., Vabret,A., Wentworth,D.E. and Henrickson,K.J.	Direct Submission	Submitted (31-JUL-2013) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Genbank
MH685717	Parainfluenza-1	Ramesh,A., Nakielny,S., Hsu,J., Kyohere,M., Byaruhanga,O., de Bourcy,C., Egger,R., Dimitrov,B., Juan,Y.-F., Sheu,J., Wang,J., Kalantar,K., Langelier,C., Ruel,T., Mpimbaza,A., Wilson,M., Rosenthal,P. and DeRisi,J.	Etiology of fever in Ugandan children: identification of microbial pathogens using metagenomic next-generation sequencing and IDseq, a platform for unbiased metagenomic analysis	Unpublished	Genbank
KF530218	Parainfluenza-1	Lorenzi,H., Town,C., Halpin,R., Bera,J., Ransier,A., Fedorova,N., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Rebuffo-Scheer,C., Fan,J., He,J., Kehl,S.C., Lederboer,N., Jurgens,L.A., Bose,M.E., Beck,E.T., Kumar,S., Vabret,A., Wentworth,D.E. and Henrickson,K.J.	Direct Submission	Submitted (31-JUL-2013) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Genbank
KX639498	Parainfluenza-1	Denson,J.L., Dinwiddie,D.L., Kennedy,J.L., Schwalm,K.C. and Burchiel,S.W.	Genomic analysis of novel human Parainfluenza virus 1 isolate	Unpublished	Genbank
MH828706	Parainfluenza-1	Lu,L., Robertson,G., Ashworth,J., Pham Hong,A., Shi,T., Ivens,A., Thwaites,G., Baker,S. and Woolhouse,M.	Epidemiology and Phylogenetic Analysis of Viral Respiratory Infections in Vietnam	Front Microbiol 11, 833 (2020)	Genbank
MK167043	Parainfluenza-1	Greninger,A.L., Shean,R.C. and Makhsous,N.	Sequences from Viral Positives at UW Virology	Unpublished	Genbank
KF530212	Parainfluenza-1	Lorenzi,H., Town,C., Halpin,R., Bera,J., Ransier,A., Fedorova,N., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Rebuffo-Scheer,C., Fan,J., He,J., Kehl,S.C., Lederboer,N., Jurgens,L.A., Bose,M.E., Beck,E.T., Kumar,S., Wentworth,D.E. and Henrickson,K.J.	Direct Submission	Submitted (31-JUL-2013) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Genbank
KF530203	Parainfluenza-1	Lorenzi,H., Town,C., Halpin,R., Bera,J., Ransier,A., Fedorova,N., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Rebuffo-Scheer,C., Fan,J., He,J., Kehl,S.C., Lederboer,N., Jurgens,L.A., Bose,M.E., Beck,E.T., Kumar,S., Wentworth,D.E. and Henrickson,K.J.	Direct Submission	Submitted (31-JUL-2013) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Genbank
KF687316	Parainfluenza-1	Lorenzi,H., Town,C., Halpin,R., Bera,J., Ransier,A., Fedorova,N., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Rebuffo-Scheer,C., Fan,J., He,J., Kehl,S.C., Lederboer,N., Jurgens,L.A., Bose,M.E., Beck,E.T., Kumar,S., Wentworth,D.E. and Henrickson,K.J.	Direct Submission	Submitted (19-SEP-2013) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Genbank
KF530216	Parainfluenza-1	Lorenzi,H., Town,C., Halpin,R., Bera,J., Ransier,A., Fedorova,N., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Rebuffo-Scheer,C., Fan,J., He,J., Kehl,S.C., Lederboer,N., Jurgens,L.A., Bose,M.E., Beck,E.T., Kumar,S., Wentworth,D.E. and Henrickson,K.J.	Direct Submission	Submitted (31-JUL-2013) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Genbank
KF687307	Parainfluenza-1	Lorenzi,H., Town,C., Halpin,R., Bera,J., Ransier,A., Fedorova,N., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Rebuffo-Scheer,C., Fan,J., He,J., Kehl,S.C., Lederboer,N., Jurgens,L.A., Bose,M.E., Beck,E.T., Kumar,S., Wentworth,D.E. and Henrickson,K.J.	Direct Submission	Submitted (19-SEP-2013) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Genbank
JQ901989	Parainfluenza-1	Beck,E.T., He,J., Nelson,M.I., Bose,M.E., Fan,J., Kumar,S. and Henrickson,K.J.	Genome sequencing and phylogenetic analysis of 39 human parainfluenza virus type 1 strains isolated from 1997-2010	PLoS ONE 7 (9), E46048 (2012)	Genbank
JQ902007	Parainfluenza-1	Beck,E.T., He,J., Nelson,M.I., Bose,M.E., Fan,J., Kumar,S. and Henrickson,K.J.	Genome sequencing and phylogenetic analysis of 39 human parainfluenza virus type 1 strains isolated from 1997-2010	PLoS ONE 7 (9), E46048 (2012)	Genbank
KF687308	Parainfluenza-1	Lorenzi,H., Town,C., Halpin,R., Bera,J., Ransier,A., Fedorova,N., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Rebuffo-Scheer,C., Fan,J., He,J., Kehl,S.C., Lederboer,N., Jurgens,L.A., Bose,M.E., Beck,E.T., Kumar,S., Wentworth,D.E. and Henrickson,K.J.	Direct Submission	Submitted (19-SEP-2013) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Genbank
JQ901990	Parainfluenza-1	Beck,E.T., He,J., Nelson,M.I., Bose,M.E., Fan,J., Kumar,S. and Henrickson,K.J.	Genome sequencing and phylogenetic analysis of 39 human parainfluenza virus type 1 strains isolated from 1997-2010	PLoS ONE 7 (9), E46048 (2012)	Genbank
JQ901993	Parainfluenza-1	Beck,E.T., He,J., Nelson,M.I., Bose,M.E., Fan,J., Kumar,S. and Henrickson,K.J.	Genome sequencing and phylogenetic analysis of 39 human parainfluenza virus type 1 strains isolated from 1997-2010	PLoS ONE 7 (9), E46048 (2012)	Genbank
JQ901991	Parainfluenza-1	Beck,E.T., He,J., Nelson,M.I., Bose,M.E., Fan,J., Kumar,S. and Henrickson,K.J.	Genome sequencing and phylogenetic analysis of 39 human parainfluenza virus type 1 strains isolated from 1997-2010	PLoS ONE 7 (9), E46048 (2012)	Genbank
JQ901994	Parainfluenza-1	Beck,E.T., He,J., Nelson,M.I., Bose,M.E., Fan,J., Kumar,S. and Henrickson,K.J.	Genome sequencing and phylogenetic analysis of 39 human parainfluenza virus type 1 strains isolated from 1997-2010	PLoS ONE 7 (9), E46048 (2012)	Genbank
JQ901986	Parainfluenza-1	Beck,E.T., He,J., Nelson,M.I., Bose,M.E., Fan,J., Kumar,S. and Henrickson,K.J.	Genome sequencing and phylogenetic analysis of 39 human parainfluenza virus type 1 strains isolated from 1997-2010	PLoS ONE 7 (9), E46048 (2012)	Genbank
JQ901998	Parainfluenza-1	Beck,E.T., He,J., Nelson,M.I., Bose,M.E., Fan,J., Kumar,S. and Henrickson,K.J.	Genome sequencing and phylogenetic analysis of 39 human parainfluenza virus type 1 strains isolated from 1997-2010	PLoS ONE 7 (9), E46048 (2012)	Genbank
